Price,Road Tax,COE Left,Mileage,Transmission,Deregistration,OMV,COE Price,Curb Weight,No. Of Owners,Vehicle Type
72800,6.226536669287466,2095,39726,1,19312,13930,26667,940,1,2
39800,6.60934924316738,974,98000,1,22945,14052,55100,1413,2,2
229800,7.775695749915245,2012,40000,1,109930,81863,36961,1705,1,6
136800,6.495265555937008,3139,15000,1,70840,15781,68501,1110,1,5
147800,7.098375638590786,1981,75000,1,60470,40767,43102,1755,2,5
72800,7.491087593534876,857,108000,1,34693,36191,44001,1615,2,4
45800,6.883462586413092,765,88112,1,24055,19953,57501,1360,1,3
68999,6.606650186198215,798,159500,1,35415,35428,59889,1425,3,4
41800,7.086737934510577,430,108000,1,21342,28979,73990,1610,1,5
42800,6.525029657843462,827,107158,1,15872,19193,45002,1190,1,5
33800,7.086737934510577,34,105438,1,19726,31322,73010,1610,2,5
79800,7.098375638590786,1129,95000,1,31179,16906,51000,1682,2,5
116800,7.098375638590786,1860,77000,1,42380,30806,32552,1695,2,5
50800,6.525029657843462,761,88000,1,20147,18014,51506,1130,2,7
164999,7.091742115095153,2008,71888,1,62740,44782,39401,1735,1,5
61800,6.881411303642535,764,95000,1,29621,20753,57501,1350,2,3
94999,6.525029657843462,2462,53388,1,33074,13891,33520,1085,1,2
55800,6.359573868672378,1313,100000,1,21676,14798,51106,1020,2,1
665800,8.274357006756292,2287,10000,1,280537,206645,37989,1760,1,6
59888,8.189244525735901,606,114888,1,40528,42070,75000,1890,3,4
84800,6.6039438246004725,2065,82509,1,31863,14596,36704,1287,1,2
39800,6.525029657843462,399,83000,1,19949,19398,61410,1210,1,5
49800,6.439350371100098,1245,67000,1,22031,16770,50789,1045,1,1
57800,6.525029657843462,1104,85000,1,26446,21562,50000,1185,2,5
93800,6.7912214627261855,2927,104996,1,37428,31931,46482,1315,4,1
32800,6.436150368369428,515,138000,1,18443,27195,67749,1310,3,4
107000,8.029758520440822,2197,123000,1,22661,69553,32914,2070,5,5
165800,7.0967213784947605,1703,83000,0,53089,41155,39001,1391,2,6
55500,6.606650186198215,791,104332,1,28150,28107,55399,1430,4,4
70800,6.359573868672378,1675,52800,1,21481,15567,38000,1052,1,1
358800,8.65486599654131,2652,68000,1,31176,285582,42683,1780,6,6
129800,7.098375638590786,1251,58000,1,65777,56101,53001,1995,1,5
69500,6.230481447578482,1886,78000,1,16012,13438,23568,1048,1,1
8800,6.933423025730715,186,135000,1,1427,17926,13088,1313,6,2
74800,6.230481447578482,1736,79999,1,30078,20399,32699,1325,2,5
159800,6.52795791762255,2591,13227,1,85565,35415,70002,1375,2,4
83800,7.767263996757308,795,135796,1,37336,35685,55001,1445,4,6
137800,6.606650186198215,1948,84396,1,50540,36172,34509,1490,1,4
20800,6.86171134048073,462,146018,1,4212,21176,16184,1300,3,3
56300,6.60934924316738,760,45000,1,24863,17982,47300,1205,2,2
28800,7.098375638590786,430,199000,1,17619,20733,74389,1379,2,5
78800,6.60934924316738,1678,39707,1,31776,19741,38510,1230,1,2
80800,7.086737934510577,739,81700,1,39681,33172,57002,1610,1,5
82800,7.218176838403408,2314,120334,1,22695,24697,35416,1340,6,3
78800,6.359573868672378,2014,80288,1,22849,15750,33199,1052,2,1
92800,6.606650186198215,1492,71000,1,35769,27747,42900,1435,2,1
75800,7.085064293952548,1132,73473,1,42499,34321,53001,1790,1,3
107800,6.60934924316738,2349,21256,1,35945,19833,32699,1237,1,2
26800,6.52795791762255,487,93000,1,12197,15374,66010,1046,2,1
41800,7.401231264413015,365,120000,1,26854,31214,71990,1790,2,3
115800,6.606650186198215,1553,69000,1,50449,37239,45289,1425,1,4
99888,6.359573868672378,2561,48000,1,30217,16331,35990,1070,1,1
123800,6.226536669287466,3139,14900,1,67724,15701,73801,970,1,5
100888,7.421775793644647,2195,90000,1,22553,51856,32914,1280,3,6
70800,6.525029657843462,1678,85137,1,27364,13456,38941,1085,2,2
39888,6.60934924316738,524,88000,1,22828,27620,76612,1405,3,4
192000,7.098375638590786,2563,23547,1,87927,43789,61001,1490,1,4
155800,7.098375638590786,2065,45003,1,64033,40767,48010,1755,1,5
35800,6.525029657843462,769,119830,1,17860,15091,55889,1321,2,2
53800,6.52795791762255,940,140000,1,30022,25599,51010,1495,1,1
48800,6.52795791762255,730,87666,1,22696,17537,53000,1096,1,2
39800,6.525029657843462,940,110315,1,18661,15211,47020,1079,1,2
39800,6.226536669287466,1003,89000,1,16333,14513,49000,940,2,2
81000,7.098375638590786,1642,80000,1,30297,18003,39001,1472,2,4
123888,6.606650186198215,1675,91000,1,48256,37480,37010,1425,2,4
58588,6.525029657843462,1310,68000,1,26199,19382,46489,1331,2,2
63800,6.525029657843462,1527,81055,1,25210,15677,42339,1100,2,2
333888,8.461469042643875,2622,127138,1,29392,140994,40714,1525,4,6
19000,7.098375638590786,3,138000,1,9942,18914,65001,1438,3,4
87800,6.606650186198215,1133,94000,1,42295,36112,57508,1425,2,4
77800,6.946013991099227,2225,93000,1,19876,30742,32416,1205,3,6
64800,6.940222469119639,2195,138000,1,18487,11051,30574,1251,2,2
54800,6.6039438246004725,1164,82000,1,27081,17871,48000,1295,1,2
73800,6.6039438246004725,1730,78000,1,24617,11819,33798,1345,2,2
105777,7.098375638590786,1371,65000,1,47802,40966,50001,1540,2,4
87888,7.347299700743164,2622,130700,1,30931,32002,42683,1393,6,6
199800,7.098375638590786,2193,79000,1,79461,56611,35001,1540,1,4
19999,6.7661917146603505,462,150008,1,4212,21853,16184,1241,4,1
52800,6.6039438246004725,1190,95000,1,24827,13178,49751,1284,2,2
113800,7.069874128458572,1834,68000,1,35771,24786,31302,1695,3,5
116800,7.0967213784947605,2255,60000,1,36756,16117,39700,1591,1,5
41966,6.60934924316738,578,131000,1,22742,26620,75002,1405,1,4
55800,6.933423025730715,1886,151000,1,14344,16953,27571,1130,3,1
94800,7.358830898342354,2226,203000,1,24340,27689,34935,1390,6,4
89800,7.218176838403408,2197,135000,1,22661,53923,32914,1615,3,4
72800,7.098375638590786,1490,80000,1,35534,16787,57414,1365,2,5
65800,6.86484777797086,2347,148000,1,21471,15434,33207,1325,5,2
132988,6.436150368369428,2196,40000,1,48040,26033,38802,1288,1,3
52800,6.413458957167357,1305,68000,1,25982,11581,51106,1055,1,1
42800,6.6039438246004725,886,133000,1,19214,13571,45000,1284,2,2
94000,7.284820912568604,1946,145000,1,17156,18803,31933,1310,3,3
199966,7.491087593534876,2073,86000,1,55489,38998,35906,1940,1,3
157777,6.52795791762255,2765,31000,1,76226,35886,58089,1375,1,4
160000,8.37378460812088,2741,128500,1,35714,109983,47316,1760,6,6
95800,7.491087593534876,761,169776,1,34834,32119,60000,1980,2,3
42800,7.085064293952548,371,61223,1,30050,38525,72002,1565,1,4
52888,7.091742115095153,458,168750,1,27249,35687,75200,1465,4,4
59800,7.898782356970309,1678,139000,1,17839,54663,38712,1600,3,4
59966,6.606650186198215,641,107000,1,32663,35294,71509,1425,1,4
53800,6.436150368369428,854,131178,1,22849,27607,44001,1310,3,4
89800,7.091742115095153,733,80000,1,40507,40392,49602,1465,1,4
56800,6.429719478039138,1188,87000,1,28407,17727,50889,1417,2,2
38500,7.494430215031565,396,124000,1,22499,19177,62140,1604,1,4
192800,7.491087593534876,1920,92000,1,51518,39135,31001,1940,2,3
176800,7.775695749915245,1307,94000,1,106062,89948,53001,1940,2,4
79800,6.60934924316738,1921,55000,1,26052,16509,25920,1205,1,2
39800,7.400009517162692,606,110000,1,19498,14835,66751,1520,2,5
128800,6.606650186198215,1888,83000,1,45447,36348,25501,1510,1,4
123888,6.606650186198215,1857,63888,1,40752,26496,31783,1435,1,5
62800,7.503840746698951,1832,123000,1,16219,24659,32279,1540,4,3
178800,7.098375638590786,2924,26000,1,104631,41714,82801,1490,2,4
81800,7.098375638590786,1465,108000,1,30978,16462,48109,1682,1,5
348000,7.77485576666552,3405,8000,1,175813,66955,113881,1940,1,5
42800,6.230481447578482,886,79000,1,18652,18454,43000,1285,2,5
43988,6.52795791762255,636,139000,1,25175,28335,58109,1360,3,1
105800,8.444837529224097,2342,144000,1,22754,80400,35416,2245,1,5
61800,7.014814351275545,2042,125000,1,15708,17853,27886,1195,3,2
135800,6.60934924316738,2956,9800,1,82826,19598,87889,1280,1,2
86888,7.147559271189454,2741,131455,1,35714,25169,47316,1219,3,2
81800,6.52795791762255,1945,61000,1,26882,17584,25501,1096,2,2
96800,6.525029657843462,2560,25000,1,39343,18266,36534,1067,1,1
1258,8.279950715722526,3504,100,1,475663,253733,105501,2255,1,4
92800,7.829630389150193,1860,89000,1,22629,54498,37941,1430,1,6
92800,6.525029657843462,1856,67000,1,29303,22827,31783,1190,1,5
113000,8.111328003286733,2433,120000,1,22422,76773,33568,1875,3,6
72800,7.2909747781429814,2100,138000,1,24732,21566,42885,1370,3,3
255800,7.767263996757308,1493,36000,1,94957,73224,53711,1540,2,6
61800,7.806696372521179,2011,123000,1,19646,27887,35411,1605,3,5
88888,6.52795791762255,1465,70000,1,33501,26549,50001,1175,2,1
75800,6.60934924316738,1491,79688,1,28731,19726,36001,1249,2,2
153800,7.280697195384741,2801,117000,0,41609,33436,53932,1270,6,6
78800,6.396929655216146,1649,44500,1,24455,17555,42322,1240,1,1
75820,6.60934924316738,1499,96800,1,28613,19726,36001,1249,3,2
59800,7.2868764117507,1678,230252,1,17839,35656,38712,1485,5,4
71800,6.6039438246004725,1645,70000,1,24941,11605,37000,1345,2,2
27800,6.230481447578482,464,78000,1,11023,19821,62002,1120,2,1
41800,7.069874128458572,640,137500,1,25779,25671,58109,1557,2,4
97800,7.098375638590786,1460,110448,1,46239,30808,53711,1695,1,5
79800,7.085064293952548,1125,91433,1,42397,34321,53001,1790,1,3
73800,6.946013991099227,2194,148000,1,18478,36974,30574,1500,5,4
86000,7.098375638590786,732,125000,1,46805,41984,57508,1615,2,4
143800,7.069874128458572,2070,58000,1,54995,39504,34000,1695,1,4
159800,6.52795791762255,3190,4600,1,88499,33582,80000,1375,1,4
69800,4.356708826689592,2006,32000,1,9211,15154,9659,1030,1,1
61800,7.2868764117507,1832,198000,1,16316,51278,32121,1540,4,4
113800,7.091742115095153,1132,115000,1,53145,46039,50001,1465,1,4
45800,6.230481447578482,1101,78000,1,18785,13435,50991,1044,2,1
42800,8.039157390473237,6,103000,1,28771,37746,70002,1830,2,3
45966,6.60934924316738,769,108000,1,23455,19589,55399,1205,1,2
57800,7.014814351275545,2011,114200,1,14522,12537,26175,1240,2,2
19800,6.940222469119639,494,100800,1,4508,14240,16519,1207,4,6
42800,7.085064293952548,4,51000,1,26451,38528,69001,1565,1,4
84777,6.60934924316738,1524,99000,1,39828,28942,49189,1300,1,5
52800,7.80057265467065,739,122000,1,15578,30960,54463,1640,4,3
148800,7.193685818395112,3045,120000,1,67557,47484,80583,1620,3,4
46800,6.883462586413092,736,108000,1,26988,23454,61300,1360,1,3
279888,6.373319789577012,3495,18,1,145806,40777,113034,1555,1,5
34966,6.6039438246004725,371,76000,1,17185,12425,55889,1292,1,2
64800,6.601230118728877,1468,102000,1,24712,16292,41761,1160,1,5
59800,7.086737934510577,852,102000,1,30418,31189,51000,1580,4,5
126800,7.491087593534876,1218,116000,1,45102,37288,48556,1980,3,3
156888,7.098375638590786,1735,46259,1,59784,51225,31001,1715,1,6
42800,7.0967213784947605,791,111180,1,19184,14358,48043,1566,1,5
151800,7.098375638590786,1949,89891,1,55212,41902,32909,1660,2,5
169888,7.098375638590786,2346,30188,1,59948,39959,38000,1535,1,6
178888,8.293549515060345,3013,137009,1,65328,107709,79034,1760,6,6
350000,7.098375638590786,2830,24000,1,145881,91246,57700,1765,1,4
151500,7.085064293952548,1309,55000,1,70070,59037,53001,2050,3,5
50800,6.436150368369428,946,85000,1,20730,22568,49000,1310,4,4
45800,7.091742115095153,373,121000,1,24875,35533,68689,1465,3,4
133800,7.267525427828172,2591,95339,1,46308,38441,58124,1790,5,3
75800,6.8658910748834385,2591,151000,1,26022,14287,36475,1267,5,2
47888,6.403574197934815,1000,70000,1,22643,15936,46628,1650,2,3
79800,6.7661917146603505,2467,125000,1,22265,23894,32875,1285,4,6
83888,6.60934924316738,1642,40000,1,33804,21690,40000,1230,1,2
84800,5.971261839790462,2068,57555,1,25855,19090,33199,1185,1,5
38800,6.60934924316738,575,139000,1,22886,26620,77600,1405,2,4
99800,6.60934924316738,1827,30000,1,33902,20072,31917,1237,2,2
113777,8.797397374012059,2987,165000,1,60784,86895,73954,1969,1,4
78800,7.401231264413015,945,89412,1,37326,32469,56000,1790,1,3
120800,6.525029657843462,2951,31000,1,41238,23375,41801,1190,1,5
123777,7.091742115095153,1251,85000,1,69195,59607,50621,1615,2,4
18000,6.429719478039138,370,83000,1,11714,19154,63990,1417,5,2
84800,6.60934924316738,1493,99600,1,31497,19726,42900,1249,2,2
54800,7.2909747781429814,1494,156000,0,20562,19845,50168,1190,3,2
61800,6.226536669287466,1498,58000,1,22986,14471,46791,940,3,1
34800,7.0967213784947605,371,90000,1,19350,13948,62140,1566,3,5
169800,6.52795791762255,3043,37000,1,101510,36862,87000,1505,2,3
59888,6.52795791762255,889,80000,1,26851,27737,46502,1425,1,4
153800,7.091742115095153,1863,74000,1,54700,42569,31301,1705,1,5
39800,6.606650186198215,551,99000,1,21643,27610,67749,1425,1,1
53900,6.6039438246004725,1278,91000,1,26787,13043,51765,1295,2,2
95800,7.737616282857904,2465,177000,1,22716,33485,33568,1710,3,3
252800,7.098375638590786,3132,6000,1,122842,54239,91112,1430,1,6
139800,8.894807371368625,2433,160000,1,22422,128402,33568,1875,6,6
1080,8.279950715722526,3044,4000,0,346320,224531,85000,1493,1,6
218888,7.091742115095153,2222,40000,1,66203,43160,38802,1570,1,6
148800,7.396335293800808,2190,96000,1,50856,32696,37000,1858,1,7
75800,6.359573868672378,1826,19000,1,20803,15902,32699,1052,1,1
80800,6.6039438246004725,1496,99000,1,35445,16524,57414,1594,1,5
51777,7.091742115095153,523,119000,1,30168,33853,76790,1455,1,5
57800,7.086737934510577,790,89000,1,27279,26381,58801,1580,4,5
488888,7.774015077250727,3191,6000,1,217637,102018,107001,1725,1,6
199800,7.098375638590786,1493,78000,1,102221,84372,32000,1720,2,4
123800,7.098375638590786,971,74586,1,75287,73150,49000,1680,2,4
73888,7.424761761823209,2042,136000,1,22285,22003,39563,1380,4,3
34988,7.503840746698951,947,173000,1,12111,26212,46048,1470,4,3
77888,6.946013991099227,2194,130000,1,22048,16716,32190,1195,3,2
193800,6.52795791762255,3291,9200,1,122154,40112,108003,1430,1,5
69000,6.525029657843462,1643,70000,1,27730,14299,39000,1310,2,2
59800,6.359573868672378,1313,38700,1,26055,16462,51600,1040,2,1
217800,6.373319789577012,2955,9300,1,108355,35464,86000,1550,1,5
345800,7.090076835776092,2744,69000,1,118608,69708,60001,1365,1,6
67800,6.52795791762255,768,95000,1,30881,26078,57010,1324,2,2
33800,6.230481447578482,396,112586,1,15401,18038,57089,1229,1,1
240800,7.098375638590786,3530,1800,1,144886,48925,123000,1500,1,4
354800,7.090076835776092,2224,30000,1,107263,76132,36502,1365,3,6
110800,7.098375638590786,1095,61000,1,48531,40966,51000,1540,2,4
54800,6.230481447578482,1251,102285,1,26403,18583,50789,1285,1,5
135800,7.098375638590786,2768,25200,1,59189,19885,58089,1441,2,5
169800,7.098375638590786,2710,58000,1,58395,29378,47001,1757,1,5
40888,6.525029657843462,974,89000,1,21869,16546,55200,1321,3,2
51800,7.487733761436444,765,82000,1,30093,26073,62019,1568,2,5
27500,7.396335293800808,181,139855,1,21107,30444,75300,1855,3,3
112800,6.606650186198215,1491,85769,1,50938,37239,49000,1425,2,4
25500,7.098375638590786,398,114500,1,15593,18609,72180,1535,3,3
186888,8.785539527561276,2226,97000,1,26730,116178,38216,1880,6,6
130800,6.52795791762255,2066,81339,1,50083,33930,39400,1365,1,6
38888,7.10002716662926,640,130000,1,21729,20412,58109,1544,4,3
55800,6.6039438246004725,1102,111000,1,23536,10826,42801,1284,2,2
88888,7.347299700743164,2562,108000,1,26950,25959,38216,1648,3,5
38800,6.226536669287466,915,91000,1,15155,13744,47300,940,2,2
185800,7.491087593534876,1730,108000,1,58254,48192,34381,2055,1,3
47888,6.436150368369428,824,80000,1,23564,26905,51301,1300,3,1
50888,6.525029657843462,1099,70000,1,21618,20054,50000,1190,3,5
135800,7.949444420250626,2927,95000,1,48784,72221,60586,1660,5,6
599000,9.018453210312527,398,42200,1,329795,336575,62140,2585,4,4
62800,6.606650186198215,731,87000,1,27656,28107,57498,1430,2,4
148800,7.503840746698951,1581,23000,0,22102,37985,50578,1270,3,6
36800,6.7912214627261855,1128,120000,1,14788,18996,23883,1100,3,1
135000,7.77485576666552,736,79000,1,53441,49967,56500,1706,3,4
8600,7.80057265467065,186,170000,1,1931,35758,17706,1630,6,3
92888,7.775695749915245,371,37000,1,61622,70388,71990,2130,2,5
75800,6.52795791762255,763,109000,1,35770,32337,55501,1430,1,5
147800,8.617400451833262,2197,111000,1,22661,78062,32914,1625,2,6
49888,6.525029657843462,734,80000,1,22862,21767,53000,1190,3,5
142800,7.098375638590786,1891,54100,1,57656,45320,30851,1540,1,4
98800,7.098375638590786,1492,91258,1,44355,30808,48005,1695,1,5
79800,8.039157390473237,583,105000,1,42786,45109,75000,2090,2,3
90800,6.436150368369428,1891,79339,1,27333,20037,23568,1270,3,1
191800,7.491087593534876,1891,52000,1,60685,48189,31001,2045,1,3
112800,6.436150368369428,2555,40888,1,42577,18870,40301,1289,1,2
46888,6.525029657843462,1005,82000,1,18997,20497,45504,1190,3,5
62888,6.410174881966167,1643,47000,1,22965,7776,38830,1115,1,2
85888,6.436150368369428,2044,70000,1,33704,17479,36704,1331,1,1
38388,6.525029657843462,941,90000,1,15096,15557,45000,1090,3,2
54889,7.098375638590786,948,130000,1,24087,17994,51010,1682,3,5
126888,6.52795791762255,2340,31900,1,41595,26902,30012,1393,2,5
49800,7.90100705199242,1312,196000,1,19055,40967,52491,1625,5,4
84800,6.436150368369428,1253,88000,1,44017,33813,52807,1498,2,5
319800,7.098375638590786,3291,9339,1,169866,65613,113000,1715,1,6
103800,7.098375638590786,2463,47900,1,37055,17596,35001,1290,1,5
455800,7.774015077250727,3045,33000,1,179365,102823,82501,1725,1,6
52800,6.6039438246004725,1372,117000,1,26810,10885,51600,1284,5,2
46800,7.00669522683704,1365,168000,1,18210,12413,48200,1100,5,1
95999,6.606650186198215,1248,89000,1,42185,37206,48556,1425,3,4
118800,6.522092798170152,2588,19000,1,44818,22728,48000,1120,1,5
55000,6.230481447578482,1339,72000,1,21527,17532,45201,1265,1,1
51800,6.525029657843462,1221,97150,1,23986,16004,49751,1310,3,2
123800,7.091742115095153,1004,101000,1,53842,50925,56089,1555,3,6
69800,7.218176838403408,1982,138000,1,18047,21698,33018,1340,4,3
83000,5.971261839790462,2038,60038,1,25435,18907,33199,1185,2,5
56800,7.90100705199242,1099,158474,1,19746,36637,50972,1625,4,4
59999,6.60934924316738,1189,118219,1,29355,19990,50101,1215,2,2
58800,6.230481447578482,1194,50000,1,25749,18725,50889,1285,2,5
107800,6.6039438246004725,2460,35362,1,37127,19319,33520,1287,1,2
51000,6.883462586413092,884,118000,1,23502,19953,46970,1360,2,3
760000,7.768110378525988,3440,611,1,279661,141789,95856,1590,1,6
298800,7.098375638590786,2922,11000,1,147363,62501,113000,1645,1,4
131999,7.098375638590786,1860,44000,1,48303,36527,30959,1315,2,6
42800,6.226536669287466,733,69463,1,18363,14471,53000,940,1,2
291800,7.098375638590786,2953,16247,1,149150,60544,113299,1545,1,6
47777,6.436150368369428,733,119000,1,26907,27413,57301,1383,1,1
59800,7.014814351275545,2011,135254,1,14522,17500,26175,1195,1,2
58800,7.014814351275545,2011,138000,1,14522,17853,26175,1195,1,2
88888,6.525029657843462,1922,47000,1,25726,24264,25920,1190,1,5
81388,6.6039438246004725,1104,68000,1,33552,21374,50001,1594,2,5
90388,6.60934924316738,2072,80000,1,30843,18787,29159,1230,2,2
198888,7.486613313139955,2561,9908,1,79750,40320,57700,1620,1,4
92800,7.491087593534876,1163,124175,1,42475,36195,50010,1615,3,4
45800,6.230481447578482,824,70333,1,19836,18454,51301,1285,1,5
62800,6.525029657843462,1254,79626,1,28963,21227,51765,1210,1,5
43000,6.525029657843462,734,84000,1,22362,16723,53334,1321,3,2
117999,6.70196036600254,3435,120000,1,80882,31873,85845,1485,4,4
42800,7.401231264413015,277,155218,1,30014,40835,68103,1775,3,3
78800,6.439350371100098,1946,90600,1,33419,20062,33989,1233,1,1
267800,7.090076835776092,1826,38000,1,89020,69757,31302,1365,2,6
333800,7.491087593534876,3347,23,1,134601,44186,102002,2030,1,3
21800,6.940222469119639,610,155380,1,5620,14407,16438,1251,4,2
77588,6.6039438246004725,1497,90000,1,35460,16524,57414,1594,3,5
117888,6.606650186198215,1979,58000,1,36628,28410,23568,1435,1,5
70588,6.881411303642535,1336,80000,1,31889,19125,53001,1350,2,3
112999,7.063903961472068,2927,152000,1,48784,54305,60586,1470,3,6
51777,6.52795791762255,1128,95000,1,22706,17802,45655,1046,2,1
93500,6.52795791762255,1860,48000,1,27165,24947,28199,1225,2,1
43300,6.52795791762255,942,82000,1,20125,13699,45504,1045,4,2
429000,8.85366542803745,979,53900,1,277478,258233,56002,2440,5,5
43800,6.883462586413092,644,102000,1,24135,23454,58109,1360,2,3
71800,8.01532730902172,737,182000,1,15697,79405,54463,1435,6,6
119000,7.77485576666552,273,100200,1,72092,90117,65700,1647,2,6
62800,6.6039438246004725,1528,85000,1,28562,12600,46791,1295,1,2
320500,7.767263996757308,2223,35000,1,90186,63235,37102,1550,1,6
87777,6.52795791762255,1469,106000,1,41499,30858,52000,1480,3,3
61800,6.439350371100098,1194,118456,1,28451,25091,52807,1288,1,1
120800,7.085064293952548,1217,66362,1,49156,40089,53001,1420,2,6
21800,6.940222469119639,554,161000,1,5107,15610,16438,1232,6,6
61800,7.085064293952548,913,126000,1,31046,28478,47000,1790,2,3
118800,7.098375638590786,1278,84650,1,58964,49363,54405,1540,2,4
131800,7.098375638590786,1523,25511,1,65170,47763,57000,1530,2,4
188000,9.269646477873591,766,60000,1,16848,197945,56835,2525,4,4
73688,7.098375638590786,883,98000,1,38517,37993,46502,1615,2,4
43998,7.669961995473577,1102,99107,1,18475,31446,30293,1596,1,5
56998,7.014814351275545,1945,131095,1,13815,16990,25727,1195,6,2
36998,7.098375638590786,580,127752,1,21988,17740,78000,1635,1,5
219000,7.098375638590786,2955,40000,1,112003,50593,88000,1620,1,4
70800,7.098375638590786,1223,148000,1,32795,23955,45171,1626,2,5
219888,7.098375638590786,2194,15000,1,75500,52012,38110,1395,2,6
38800,6.436150368369428,765,147000,1,18097,19158,59200,1249,2,1
253800,7.419380582918692,3322,4500,0,110341,32058,110524,1291,1,6
38800,6.52795791762255,365,135000,1,16412,14791,57498,1046,2,1
81800,6.230481447578482,1611,63000,1,31311,20143,38830,1325,4,5
150800,7.098375638590786,2920,50951,1,68266,18108,68310,1480,1,5
39888,6.525029657843462,762,103388,1,17366,19407,56001,1190,2,5
18888,6.429719478039138,273,178047,1,9404,19399,61990,1417,1,2
69888,6.52795791762255,761,73000,1,30777,26078,56500,1324,2,2
75888,7.775695749915245,211,110000,1,59763,77398,70002,1790,3,4
39000,6.60934924316738,550,160000,1,22703,27001,78000,1405,3,4
128800,7.091742115095153,1461,79000,1,57133,43849,49000,1525,1,6
97998,6.52795791762255,1583,75759,1,41208,29857,39903,1320,1,1
108800,7.77485576666552,610,81511,1,63175,67046,74501,2250,3,5
163800,7.091742115095153,2008,62000,1,60417,42569,39401,1705,1,5
98800,5.971261839790462,2768,28000,1,50857,17363,49640,1164,2,1
8888,6.785587645007929,217,189000,1,1757,13819,13943,1010,4,1
299999,7.767263996757308,1915,38000,1,103188,79729,31001,1670,2,6
52800,6.230481447578482,1100,95000,1,24254,18689,50000,1285,1,5
167777,6.525029657843462,2197,30000,1,50195,28457,38110,1740,1,3
72800,7.503840746698951,1827,148000,1,23447,21958,39936,1427,4,2
101888,7.775695749915245,400,121000,1,67778,76009,71990,1940,3,5
164000,7.503840746698951,1949,18000,0,17183,33956,31933,1520,6,6
128800,6.60934924316738,2616,50000,1,57503,26532,49300,1430,2,5
81800,6.495265555937008,1556,99000,1,28189,25440,36890,1540,2,3
1550,8.279950715722526,3324,7200,1,431030,236828,108003,2330,2,4
56822,7.098375638590786,515,153889,1,37780,43453,78000,1615,3,4
123000,8.029758520440822,2562,84000,1,26950,81703,38216,1895,3,4
129800,6.226536669287466,2924,6000,1,69079,17329,73801,970,1,5
123800,7.280697195384741,2591,162000,1,46308,52394,58124,1620,5,4
45998,6.7912214627261855,1281,85108,1,22413,17022,31610,1100,4,1
111300,6.606650186198215,1649,66000,1,49007,37480,39001,1425,2,4
43800,6.52795791762255,799,76000,1,21073,14278,56989,1045,2,2
148800,6.606650186198215,2711,48000,1,53867,25324,44589,1435,1,5
72800,7.401231264413015,855,160000,1,31932,29545,51000,1740,1,3
31998,6.692083742506628,880,145538,1,10449,22056,21142,1377,2,2
129800,7.776535028185241,827,125000,1,83551,81266,55089,1770,2,4
62800,6.230481447578482,1580,1600,1,31275,21121,36810,1203,1,5
282800,6.883462586413092,2958,4300,1,138264,55000,113299,1099,1,6
298800,6.883462586413092,3348,6600,1,155331,57000,109600,1099,1,6
174988,7.085064293952548,2829,27000,1,72812,33211,61112,1535,2,2
86800,7.490529402060711,2042,65000,1,22285,31668,39563,1339,1,6
122988,5.971261839790462,2988,23500,1,50455,17777,45001,1190,1,1
122988,5.971261839790462,2988,22500,1,50506,17845,45001,1190,1,1
209988,6.373319789577012,3165,14089,1,119430,36151,100684,1485,1,5
79998,7.897668150726906,1735,123358,1,17686,28060,36888,1570,6,4
1300,8.279950715722526,2562,120,0,380886,278169,40301,1465,1,6
84800,4.356708826689592,2739,22000,1,28369,16586,32640,1070,1,1
196800,7.098375638590786,2438,30000,1,69220,48573,35889,1525,2,6
86800,6.6039438246004725,1828,33000,1,23894,12628,28457,1345,1,2
45800,6.60934924316738,888,92000,1,21655,17804,45002,1205,2,2
219000,7.716906135298388,3197,75132,1,85542,75399,97176,1415,3,6
95800,7.421775793644647,1982,170000,1,18047,42936,33018,1550,6,6
169800,7.091742115095153,1494,19000,1,97757,74347,57390,1845,1,6
47888,6.525029657843462,945,85000,1,17814,19336,47020,1190,1,5
109800,6.52795791762255,2009,49500,1,43828,29931,33199,1380,2,1
32998,6.436150368369428,395,125997,1,16158,19158,57089,1249,3,1
68800,6.6039438246004725,1671,74000,1,26338,12380,38510,1295,1,2
62800,6.933423025730715,2011,159000,1,14522,12468,26175,1095,3,2
41800,6.436150368369428,733,139000,1,17229,19248,57301,1249,2,1
43800,6.6039438246004725,886,120000,1,21631,17805,45000,1345,3,2
85000,5.971261839790462,1649,99000,1,36467,24712,38941,1280,3,4
28500,6.872128101338986,737,158000,1,7214,16286,17600,1195,4,2
8800,7.009408932708637,186,200000,1,1427,13877,13088,1314,6,1
64500,6.716594773520978,1861,120000,1,17594,20064,29485,1060,2,1
82800,7.143617602704121,2226,147000,1,24340,38917,34935,1495,4,4
99800,6.525029657843462,1490,65000,1,29694,21559,28457,1360,1,3
118888,5.488937726156687,2741,30000,1,26124,21548,27589,1280,1,2
132800,7.77485576666552,1095,95000,1,85573,74968,53001,1955,2,4
375900,7.085064293952548,3350,11550,1,153390,61799,114009,1920,2,5
195800,7.775695749915245,1336,55000,1,104232,89515,47501,1840,3,4
188800,6.373319789577012,3108,18118,1,97035,33056,79601,1375,1,1
69900,6.937314081223682,2372,164520,1,21490,14129,32875,1220,3,2
40800,6.525029657843462,975,89000,1,21917,16600,55200,1321,3,2
77588,6.525029657843462,1700,51000,1,25621,21536,36426,1190,1,5
