Price,Road Tax,COE Left,Mileage,Transmission,Deregistration,OMV,COE Price,Curb Weight,No. Of Owners,Vehicle Type
81800,6.6039438246004725,2071,52355,1,25855,12584,28589,1345,1,2
159800,8.111328003286733,739,49000,1,117877,113482,58190,1770,2,6
63800,6.52795791762255,1309,54332,1,24661,16839,46489,1046,1,1
106800,6.413458957167357,2190,19335,1,42123,21148,37900,1180,3,5
43800,6.403574197934815,887,98000,1,21193,16278,46667,1650,2,3
158800,7.098375638590786,2043,119400,1,53753,33661,43102,1642,2,4
58800,7.085064293952548,766,95000,1,39553,37799,59889,1790,2,3
86800,6.525029657843462,2097,58780,1,22837,19876,26667,1130,2,7
63800,6.785587645007929,1923,34000,1,13823,20225,26047,1060,1,1
379800,7.085064293952548,3437,9000,1,169235,67241,105501,1920,1,5
88800,8.779249716229046,1647,155000,1,18492,109581,40881,1880,6,6
36000,6.642486801367256,977,160000,1,12292,14194,22636,1010,4,1
72888,8.039157390473237,582,106000,1,39959,41669,78000,1990,1,3
85000,7.091742115095153,735,66000,1,42530,40392,57010,1465,2,4
1750,9.017968479328726,2983,13500,1,596802,409646,83889,2765,1,5
156600,7.098375638590786,2197,30900,1,52958,30808,38802,1695,1,5
22988,6.8658910748834385,402,143000,1,6519,10730,16570,1251,4,2
57800,6.6039438246004725,1307,107000,1,26947,13023,51106,1345,2,2
73800,6.359573868672378,1949,80049,1,19635,15949,28199,1052,3,1
73888,5.971261839790462,1127,108000,1,27533,24475,42902,1280,2,4
70000,7.098375638590786,398,91000,1,33583,42293,73900,1450,2,6
119800,7.767263996757308,971,107000,1,66440,64913,49700,2030,2,5
74000,7.098375638590786,918,110000,1,35202,35537,51010,1450,3,4
288888,7.77485576666552,1463,91000,1,112294,91638,33900,1985,1,5
76888,6.606650186198215,917,75000,1,35854,35465,55001,1425,4,4
152000,8.293549515060345,2928,150800,1,48801,109629,60586,1760,4,6
143800,7.098375638590786,2252,123000,1,49764,30808,37900,1695,1,5
928888,8.27893600229198,2199,17000,1,340189,249695,40512,1419,2,6
455555,7.767263996757308,2801,40000,1,153217,97028,56032,2109,1,5
84800,7.085064293952548,1134,102000,1,43069,34596,53001,1505,3,4
59800,6.230481447578482,1619,62249,1,20755,13497,38830,1048,2,1
148800,7.085064293952548,2008,78278,1,57964,40037,41000,1550,1,7
248000,7.775695749915245,1916,32376,1,119973,91812,32200,1940,2,4
589888,7.768110378525988,2956,10000,1,200892,116240,79601,1580,1,6
41900,6.226536669287466,1005,73000,1,17942,13930,53000,940,2,2
48800,7.098375638590786,369,117500,1,21875,18725,61001,1664,2,3
67998,6.704414354964107,1678,121553,1,42825,33018,46191,1405,4,4
311800,7.091742115095153,3500,2210,1,140086,47861,124002,1555,1,6
95800,7.771067086065406,2198,110000,0,22670,35885,32914,1467,3,6
77800,7.396335293800808,735,101207,1,35282,28006,57010,1769,1,3
68800,6.601230118728877,1126,76143,1,23744,19799,36001,1240,1,5
58800,7.085064293952548,766,113893,1,39906,37716,61103,1790,3,3
121800,6.373319789577012,1950,57980,1,40900,29975,28510,1365,1,1
137800,6.52795791762255,2194,60257,1,54992,36901,40000,1430,1,5
139888,7.957177323459475,3046,160000,1,67579,63336,80583,1685,4,6
148800,6.373319789577012,2438,51700,1,48552,32745,30012,1375,1,1
39888,6.52795791762255,799,83000,1,20411,18174,56989,1096,2,2
62800,6.6039438246004725,1552,88446,1,24157,11770,36890,1345,2,2
166800,6.373319789577012,2798,27795,1,66213,32468,49640,1380,1,4
47800,6.883462586413092,732,125423,1,27116,23454,60001,1360,1,3
105800,6.52795791762255,1831,82498,1,40358,27527,34381,1324,1,2
66800,7.2868764117507,1923,120327,1,16629,21937,31335,1340,2,3
86800,7.767263996757308,367,101000,1,55248,59633,62140,1815,3,5
85800,7.218176838403408,2227,134318,1,24013,47161,39129,1580,4,6
128800,6.495265555937008,2585,20476,1,45276,23202,48000,1090,2,5
42600,6.525029657843462,888,120000,1,17247,19627,46009,1190,2,5
72800,6.495265555937008,1465,60026,1,25861,23315,31997,1501,2,1
58800,6.6039438246004725,1125,70000,1,26574,12668,46778,1295,2,2
83800,6.436150368369428,1857,91717,1,29293,19898,28199,1270,1,1
54988,7.014814351275545,1855,153000,1,15185,16084,29670,1195,1,2
130800,7.491087593534876,1131,158845,1,53744,45431,56206,2075,1,3
74800,7.806696372521179,1827,133000,1,16272,27006,32121,1750,5,3
173800,7.767263996757308,1248,104713,1,93185,79600,53300,1610,2,6
77800,6.359573868672378,1831,55000,1,23041,15689,31917,1030,1,1
158800,6.52795791762255,2646,29917,1,62229,30970,49001,1523,1,5
66800,7.806696372521179,1670,139642,1,17754,31076,38712,1750,5,3
54800,7.2909747781429814,1615,138747,1,18346,20486,40881,1370,3,3
43800,6.230481447578482,852,87817,1,15618,18234,45002,1229,4,1
61800,7.014814351275545,2074,140023,1,17546,17500,30512,1195,2,2
198800,7.091742115095153,2588,22351,1,72177,46586,41503,1490,3,4
62800,7.806696372521179,1551,150256,1,21811,27174,50578,1710,3,3
118800,7.775695749915245,459,175406,1,90085,97016,72990,1935,2,4
389988,7.77485576666552,3412,5000,1,181082,76168,110524,2265,1,5
155800,7.085064293952548,2921,24037,1,80647,28980,70200,1530,1,4
237888,7.098375638590786,2585,9000,1,95462,53268,56032,1505,1,6
105800,7.77485576666552,795,42574,1,58327,58302,55001,1970,5,5
81888,7.806696372521179,1983,136400,1,18056,34438,33018,1770,4,3
133000,7.280697195384741,3107,170000,1,76007,38078,88862,1420,5,4
129888,7.280697195384741,2802,155000,1,41624,30804,53932,1259,4,6
36800,6.606650186198215,515,79000,1,19059,24762,66010,1395,3,1
88000,7.803843303538772,1858,200000,1,22505,30495,37941,1510,3,7
55500,7.491087593534876,853,96000,1,31844,29296,50089,1475,2,4
32800,6.60934924316738,460,108000,1,22372,25876,76904,1438,2,1
223800,6.373319789577012,3497,3578,1,124733,35990,124501,1420,1,4
220800,6.373319789577012,3497,130,1,125193,36461,124501,1410,1,4
208800,6.373319789577012,3498,125,1,113404,29546,118001,1385,1,4
131800,5.971261839790462,2705,44491,1,53369,23964,45600,1200,1,1
53800,7.098375638590786,911,139004,1,23263,18941,47000,1682,3,5
65800,7.098375638590786,461,76192,1,39613,47544,76790,1530,4,4
68888,6.881411303642535,1218,73120,1,29184,20048,48209,1350,2,3
101688,6.52795791762255,1736,99000,1,44003,32596,36810,1480,2,3
34000,7.490529402060711,948,169000,1,12124,29943,46048,1613,4,4
54888,6.606650186198215,396,123188,1,24789,27247,55399,1430,2,4
52800,7.086737934510577,635,109000,1,25838,24377,65501,1570,2,3
98800,7.085064293952548,493,133000,1,51530,58240,66751,1940,1,5
310000,7.090076835776092,1983,36050,1,104567,77052,39401,1365,1,6
137800,6.525029657843462,3195,25500,1,77534,17490,72996,1325,1,3
93888,7.829630389150193,2196,126000,1,22652,39126,32914,1650,6,4
74800,7.086737934510577,738,120304,1,35433,31770,57903,1610,1,5
170800,7.098375638590786,1918,73000,1,58580,45356,32200,1720,2,5
86800,7.091742115095153,730,153438,1,48868,49637,58190,1680,2,4
610888,8.279950715722526,2801,25000,1,261645,176179,62000,2275,1,5
1168,8.27893600229198,3406,1000,1,335969,176719,114009,1603,1,6
46800,6.6039438246004725,943,98800,1,20965,14036,47889,1295,1,2
172800,6.52795791762255,2738,25000,1,80712,39341,60001,1435,1,5
65888,7.091742115095153,575,73000,1,36868,37636,77600,1350,1,4
77000,7.085064293952548,215,102000,1,28476,43086,82000,1520,1,6
255000,7.0967213784947605,2617,24000,1,71469,43008,45012,2123,1,5
61800,6.60934924316738,1185,75000,1,29836,19990,50889,1215,3,2
61777,7.491087593534876,610,108000,1,39196,39966,75000,1615,2,4
158800,8.463370384718731,2802,103000,1,41624,84556,53932,1675,6,6
660000,9.082961442646353,3469,50000,1,104646,246375,109948,2495,2,4
108000,7.091742115095153,762,106000,1,45464,39668,57903,1735,3,5
133500,7.775695749915245,370,67100,1,67868,72157,62140,1940,3,5
85800,6.7912214627261855,2957,122000,1,38866,18255,47765,1100,4,1
408000,8.514389264083503,1282,96900,1,18452,157462,52008,1470,4,6
100000,5.634789603169249,3352,195000,0,9999,6489,10811,1440,1,6
399800,8.38160253710989,3138,77000,1,80893,148352,93644,1560,4,6
61000,7.098375638590786,395,113000,1,38115,48615,72002,1675,5,6
490500,8.72355674269043,2653,63000,1,31188,337248,42683,1515,4,6
119800,7.085064293952548,1649,65000,1,45131,34515,37330,1408,2,6
488800,8.274357006756292,1498,25000,1,201394,162298,33420,1685,1,6
1260,8.222553638396958,3438,20,1,494989,264398,110000,1675,1,6
249988,7.776535028185241,2066,59000,1,112396,80836,42564,2153,1,5
17800,6.716594773520978,8,140000,1,2595,13920,14664,1010,4,1
193800,7.098375638590786,2229,48728,1,87635,62326,39700,1605,1,4
126000,7.091742115095153,463,90888,1,43327,48963,75289,1555,3,6
71800,7.396335293800808,974,174297,1,31847,27643,49602,1769,2,3
73800,6.946013991099227,2463,146000,1,22319,27863,32875,1155,6,6
358800,9.26992916338784,1922,91800,1,16535,410321,31335,1690,1,6
98800,6.872128101338986,2653,95000,1,27866,33333,38137,1230,6,6
585000,8.671458150427666,1157,9500,1,279000,240131,50389,1870,1,6
113800,7.503840746698951,1497,110000,1,20741,37362,50168,1540,6,6
391800,7.085064293952548,3049,38,1,137238,63673,86102,1870,1,5
137000,7.280697195384741,2928,141000,1,48801,44138,60586,1455,3,4
33339,6.606650186198215,215,77077,1,18763,33057,74002,1430,2,4
96000,6.52795791762255,1520,67000,1,47356,30907,54334,1365,2,6
66800,6.86484777797086,2198,25000,1,18512,13858,30574,1265,1,1
73300,7.872836175025724,1497,5000,0,20741,17161,50168,1405,2,6
270800,7.775695749915245,2197,33300,1,99886,71641,34989,1875,1,5
153000,6.52795791762255,2623,27100,1,53964,28758,41503,1527,2,5
114800,8.375629627094451,2438,135000,1,22652,54812,33568,2030,5,3
152800,6.373319789577012,2684,36000,1,55703,28129,43501,1365,2,1
77800,6.6039438246004725,1923,55000,1,21039,12194,22297,1345,2,2
112800,6.436150368369428,2560,67735,1,40719,19998,40301,1270,1,1
83800,6.60934924316738,2043,39000,1,33119,16713,36704,1205,1,2
189777,7.775695749915245,946,94000,1,95272,91729,49000,1970,3,5
49500,6.881411303642535,822,102000,1,19962,18373,38610,1350,2,3
97800,6.60934924316738,2072,65068,1,33925,20031,33199,1237,1,2
575000,8.671458150427666,881,36000,1,214879,203760,48002,1497,4,6
23800,6.8658910748834385,402,165000,1,6519,13445,16570,1251,5,2
263888,7.091742115095153,2435,29000,1,87290,61688,37109,1635,1,6
68800,7.098375638590786,1187,122000,1,31215,19595,56206,1682,2,5
61800,6.933423025730715,1950,158000,1,13850,19338,25727,1150,1,2
63998,7.069874128458572,1160,108221,1,33858,26641,50010,1557,2,4
101800,7.396335293800808,1128,89000,1,43174,30986,51000,1855,3,7
82800,6.60934924316738,1642,76500,1,31955,19724,40000,1249,2,2
60800,6.6039438246004725,1132,86500,1,22278,12453,36001,1345,2,2
45800,6.226536669287466,1279,89000,1,21799,14213,52000,940,3,2
40998,6.786716950605081,1102,121509,1,14174,14492,23241,1267,3,2
283800,7.091742115095153,2650,26000,1,94774,64210,39889,1635,2,6
97800,6.52795791762255,1615,106000,1,42486,30910,39903,1365,1,6
268800,7.775695749915245,2068,40000,1,130208,91812,48000,1940,2,4
156800,8.512582578858554,977,99588,1,13162,130911,48479,1565,4,6
105800,5.971261839790462,2286,58500,1,40824,23583,35010,1200,3,1
59500,6.52795791762255,852,89000,1,26593,27677,46970,1425,2,4
90800,7.091742115095153,943,116000,1,51949,52377,47000,1655,1,4
342500,7.090076835776092,2555,31000,1,101935,70597,39500,1365,1,6
189000,6.52795791762255,2954,9800,1,127531,34923,108051,1470,1,4
136800,6.230481447578482,2647,58339,1,51931,24855,43501,1397,1,3
79800,7.091742115095153,946,118000,1,36439,40715,38610,1465,2,4
63800,6.359573868672378,1701,66500,1,20626,14898,37000,1020,3,1
128800,6.525029657843462,3130,11200,1,68489,22749,71556,1190,1,5
60800,7.10002716662926,765,87500,1,32024,24270,55501,1585,2,4
75998,7.10002716662926,798,78355,1,57412,56552,60003,1660,2,4
132800,7.069874128458572,1642,57043,1,48484,38070,38000,1841,3,5
518800,7.768110378525988,2315,13452,1,183597,132700,39700,1580,3,6
31998,4.248495242049359,916,72098,1,10795,13361,30300,940,3,2
92800,6.883462586413092,1831,72000,1,38009,26318,32429,1480,1,4
79800,7.43307534889858,2435,160000,1,22532,26856,33568,1390,5,4
200800,7.098375638590786,1885,104842,1,109006,84372,30851,1720,2,4
89800,6.230481447578482,1921,49656,1,34803,25647,26170,1385,1,5
61388,6.359573868672378,1551,79800,1,21529,15356,41761,1052,1,1
89500,6.60934924316738,2072,55000,1,28103,18787,24390,1230,2,2
130800,7.775695749915245,644,104000,1,92579,96961,65501,1935,2,4
139600,7.088408778675395,2011,29900,1,60669,38007,48000,1485,2,5
105800,7.10002716662926,1218,80000,1,55216,47615,50621,1720,1,5
68800,6.60934924316738,1467,118220,1,30671,19741,41617,1230,1,2
106999,7.098375638590786,887,120588,1,54723,55619,46502,1665,2,4
107888,7.091742115095153,1155,118000,1,55254,50256,46229,1605,4,4
48999,6.525029657843462,734,92000,1,20933,20054,52301,1190,3,5
50800,7.009408932708637,1915,165000,1,13694,11523,26047,1264,3,2
75800,6.396929655216146,1703,90000,1,23540,18528,37330,1457,2,7
84200,6.359573868672378,2313,37550,1,23446,15850,30010,1030,1,1
201800,7.091742115095153,2799,21339,1,78133,47085,45001,1525,2,6
98800,6.7912214627261855,2928,128000,1,37440,30328,46482,1500,2,4
116300,6.52795791762255,1494,42078,1,46836,37835,31001,1415,2,5
91800,7.086737934510577,1372,96750,1,38881,32340,48001,1610,2,5
84888,6.692083742506628,2592,199850,1,26032,24811,36475,1285,6,6
89800,7.086737934510577,1131,78339,1,43688,35484,53001,1610,2,5
648500,8.039157390473237,3471,4000,0,263574,107832,118990,1493,1,6
146800,7.949444420250626,2957,160000,1,54019,56172,66387,1520,4,4
75000,7.098375638590786,1190,99600,1,38529,29696,51109,1530,2,4
115800,7.085064293952548,1102,58000,1,57340,50751,53001,1410,4,6
53988,7.491087593534876,607,42431,1,34566,34805,71509,1615,1,4
53800,7.0967213784947605,1007,114000,1,20635,16215,38610,1566,1,5
80800,6.6039438246004725,1946,93000,1,24178,13670,25920,1287,2,2
78800,7.098375638590786,1102,97973,1,37614,24596,53001,1626,1,5
108800,6.52795791762255,1977,83838,1,40991,29536,29159,1380,1,1
153800,7.098375638590786,1892,67456,1,53642,41424,31101,1660,1,5
64000,6.881411303642535,1163,115367,1,26698,18373,46229,1350,1,3
75800,7.806696372521179,1862,165000,1,16501,34201,32121,1770,3,3
125888,6.52795791762255,2011,150000,1,59380,36905,48000,1430,1,5
171800,7.088408778675395,2955,39600,1,81097,30048,68310,1530,1,5
104800,6.52795791762255,1614,77000,1,44774,33671,39000,1425,1,4
98800,7.069874128458572,739,85000,1,57130,56796,62101,2077,1,5
80800,7.086737934510577,1218,74000,1,37599,31675,50621,1610,3,5
239800,7.098375638590786,3160,22000,1,141121,51767,106001,1620,1,4
84788,7.424761761823209,2285,233000,1,24084,22003,38071,1380,5,3
41888,6.601230118728877,826,101000,1,20253,18200,54301,1240,4,5
235800,7.491087593534876,2224,50000,1,73134,48189,40989,2045,1,3
48800,6.525029657843462,947,84000,1,17496,18425,47300,1320,3,3
61800,6.606650186198215,883,91000,1,28530,28107,51301,1430,3,4
39800,6.525029657843462,976,95200,1,21945,16622,55200,1321,3,2
80800,6.606650186198215,1367,88000,1,32272,23295,51600,1395,1,1
93900,7.503840746698951,1497,276000,0,20741,28372,50168,1270,4,6
55800,6.930494765951626,1828,172000,1,15038,15568,29670,1200,3,2
129800,7.098375638590786,1643,75755,1,58159,47763,38389,1530,2,4
89800,6.606650186198215,1612,102000,1,30989,26306,40000,1425,1,1
216800,7.085064293952548,2676,9000,1,74228,44107,46002,1435,1,6
56800,6.60934924316738,735,99000,1,27483,19990,53334,1215,1,2
217800,7.098375638590786,3292,17000,1,117775,45139,105001,1490,1,4
143800,7.091742115095153,1550,76000,1,73700,58073,47002,1615,2,4
255800,7.767263996757308,2227,17000,1,127970,89205,41001,1615,3,6
199800,7.775695749915245,1490,55000,1,92697,72468,51000,1940,2,5
35800,6.230481447578482,401,108000,1,18592,18413,57089,1285,1,5
96800,6.606650186198215,1306,70500,1,47303,36252,54000,1425,1,4
290000,7.77485576666552,1864,76887,1,109652,84927,32000,1985,1,5
299800,7.098375638590786,3353,14000,1,149956,56728,102002,2140,1,5
299800,7.098375638590786,3349,4000,1,145452,55490,116577,2140,1,5
78800,7.086737934510577,1131,83438,1,39174,34095,53001,1610,2,5
217800,8.451907724717607,2341,72000,1,22744,117586,35416,1505,6,6
69888,6.692083742506628,2408,153000,1,21815,24809,32875,1285,6,6
63000,6.606650186198215,730,103600,1,34803,35294,62140,1425,1,4
45800,6.883462586413092,767,160000,1,25180,19953,61103,1360,1,3
150800,7.085064293952548,1889,132000,1,58273,45827,31001,1795,1,5
105800,7.0967213784947605,2460,50000,1,35760,13865,37102,1438,2,2
72500,6.230481447578482,1951,47420,1,17516,13467,25689,1048,2,1
105800,7.098375638590786,1467,146000,1,46342,30808,53711,1695,1,5
49688,6.606650186198215,456,93000,1,29282,38804,70890,1425,4,4
23900,6.790097235513905,404,165600,1,6446,17790,16570,1150,3,2
58000,6.52795791762255,1217,75000,1,25121,17792,49430,1046,2,1
10001,7.01211529430638,247,169000,1,2134,17804,14920,1240,6,1
68800,5.786897381366708,1708,72000,1,21848,16789,36426,920,3,1
96800,7.829630389150193,2468,138000,1,22835,44528,33568,1725,5,4
300000,7.491087593534876,3137,9000,1,121866,51846,91112,2030,1,3
70000,6.525029657843462,1646,72358,1,27255,13707,38830,1085,1,2
97800,6.436150368369428,2014,88095,1,38631,25025,33199,1270,1,1
358000,8.853808274977197,3075,30583,1,70636,259444,83464,1525,4,6
63800,6.883462586413092,761,44880,1,28636,19955,57002,1360,1,3
568000,9.170039075202657,3132,51000,1,82190,389257,95025,2420,2,4
79999,7.098375638590786,796,102954,1,47114,46467,58190,1755,3,5
240000,7.098375638590786,2310,31000,1,100129,75150,30890,1983,2,5
61800,6.60934924316738,1246,79000,1,29894,19990,49430,1215,4,2
89998,6.436150368369428,2010,69257,1,41776,20151,48000,1289,1,2
91998,7.737616282857904,2288,131225,1,24115,32589,38071,1710,2,3
7500,6.933423025730715,187,143000,1,1434,16812,13088,1313,5,2
60800,7.2868764117507,1706,209000,1,17873,51256,37906,1540,1,4
37988,7.400009517162692,607,113098,1,21531,17026,71509,1520,1,5
43800,8.181160858023409,917,200000,1,11960,73824,47450,1580,6,6
79800,7.898782356970309,2043,162000,1,22296,59847,39563,1685,2,6
47333,6.429719478039138,917,55388,1,21979,17516,45504,1417,1,2
86800,6.525029657843462,2014,66000,1,22000,19487,26659,1130,2,7
131388,7.088408778675395,1922,89732,1,48786,35007,33989,1485,1,5
114800,7.775695749915245,551,129000,1,92213,96954,76612,1935,1,4
285800,7.775695749915245,2251,67000,1,120329,87297,38889,1940,1,4
55500,6.230481447578482,1340,65161,1,20773,17532,42801,1265,3,1
44300,6.230481447578482,972,134000,1,22742,18974,53694,1285,3,5
70800,6.60934924316738,1305,125000,1,32379,20818,52000,1249,3,2
108988,6.436150368369428,1831,43500,1,33421,22501,32000,1288,1,3
163988,7.775695749915245,1278,117801,1,106291,90290,53300,1940,2,4
55800,7.898782356970309,1733,252500,1,17666,54645,36888,1605,3,4
958800,8.279950715722526,2593,17000,1,265431,179194,56032,2320,2,5
132000,7.098375638590786,1670,83598,1,52817,41483,38501,1660,3,5
70000,7.2868764117507,1468,110000,1,16405,50289,33377,1415,5,6
190800,7.069874128458572,2593,46000,1,62065,36983,41101,1757,1,5
46388,6.525029657843462,971,90363,1,18429,19781,47020,1190,3,5
169888,7.775695749915245,1309,60000,1,106892,90326,54000,1940,2,4
77777,7.434847875211999,2466,168577,1,22725,19302,33568,1490,1,4
113777,7.098375638590786,737,73800,1,60609,56222,57903,2070,3,5
133800,7.091742115095153,1494,123000,1,76863,57757,57414,1615,2,4
121800,5.971261839790462,2831,20168,1,52523,22436,45001,1369,1,5
54800,7.491087593534876,575,116132,1,38663,39966,77600,1615,2,4
82800,7.10002716662926,1248,99000,1,46192,36255,53300,1585,3,4
60300,7.396335293800808,857,85357,1,33907,33305,45009,1570,1,4
215800,7.491087593534876,2070,17000,1,69320,48189,48209,2055,1,3
87888,6.612041034833092,2591,133700,1,37210,34860,46704,1503,5,6
89800,6.606650186198215,1128,90000,1,34626,28815,42900,1430,2,4
64000,6.52795791762255,1126,64100,1,24289,16353,42801,1078,3,2
73800,6.60934924316738,1368,50000,1,29320,19995,42801,1215,1,2
109800,7.098375638590786,1278,98000,1,46844,36045,54405,1680,2,5
198800,6.373319789577012,3318,15283,1,110972,35787,87235,1410,1,4
76888,6.606650186198215,1340,68000,1,28810,22519,45201,1395,1,1
107000,5.786897381366708,2098,37000,1,28445,17246,26667,1040,1,5
248800,7.085064293952548,2926,13989,1,135678,44388,107001,1826,1,5
58800,6.436150368369428,823,153000,1,31800,29913,50089,1480,2,5
127500,7.085064293952548,1492,104174,1,49611,40020,32311,1550,3,7
89800,6.525029657843462,1952,58588,1,27039,17343,26170,1325,1,3
67500,7.487733761436444,1224,78593,1,34733,26059,48209,1515,2,4
72999,5.971261839790462,1670,77598,1,30494,18517,38000,1257,3,1
166800,6.436150368369428,2220,57402,1,56477,36446,35001,1470,2,6
94800,7.755767170102998,2591,128353,1,28547,38395,40014,1650,1,4
108888,7.487733761436444,1922,45888,1,37066,25534,30851,1605,2,7
51800,6.930494765951626,1648,157000,1,17495,15916,38192,1080,3,1
53800,7.0967213784947605,1006,110000,1,20624,16215,38610,1566,1,5
81800,6.704414354964107,3197,105000,1,62997,23955,71565,1135,6,6
64800,6.525029657843462,1100,76000,1,22492,19017,42900,1130,1,7
64800,6.940222469119639,2287,128000,0,20405,14240,32368,1207,6,6
102800,6.52795791762255,1559,83531,1,44944,33947,39903,1425,1,4
119800,6.495265555937008,2679,23000,1,37916,22909,41996,1090,2,5
43800,6.60934924316738,552,121000,1,29812,35713,78004,1410,4,4
141800,6.373319789577012,2344,22000,1,52627,32745,37705,1375,1,1
62800,7.396335293800808,734,72000,1,31380,28184,62101,1855,2,7
1680,9.017968479328726,3072,20800,1,438114,294080,82501,2765,1,5
56800,7.098375638590786,578,130000,1,36975,41532,78001,1615,2,4
91888,7.0967213784947605,1980,71000,1,30159,13438,36961,1591,1,5
115000,7.872836175025724,1982,163000,0,18047,37475,33018,1505,3,6
147000,7.098375638590786,1493,55000,1,55909,46922,31307,1495,1,6
96888,6.7912214627261855,2956,154000,1,38853,33636,47765,1335,4,6
84800,5.971261839790462,2070,62998,1,21761,19079,26301,1185,1,5
47800,6.525029657843462,1004,118000,1,21476,16481,52301,1321,3,2
112888,6.883462586413092,1676,127000,1,51969,40661,38501,1645,1,4
117800,7.659171367666058,941,65300,1,73082,71328,49156,1730,3,4
90888,6.230481447578482,1670,49000,1,39361,27988,38000,1270,3,5
83800,6.60934924316738,2042,39500,1,33109,16713,36704,1205,1,2
116888,6.52795791762255,1829,84000,1,45238,33544,31801,1425,3,4
1100,8.222553638396958,3192,6800,1,491100,267308,107800,1580,1,6
117888,6.60934924316738,2223,36836,1,40290,20512,35710,1237,1,2
111988,7.091742115095153,1095,88498,1,63512,54809,57002,1605,1,4
141800,6.525029657843462,3316,75,1,103312,18038,100000,1250,1,5
76800,7.421775793644647,2193,159000,1,22655,45477,37502,1550,3,4
90000,7.360739903058278,2741,117000,1,35714,51271,47316,1610,6,6
35800,6.883462586413092,517,110900,1,22803,28940,71889,1545,2,4
48800,7.400009517162692,824,110000,1,26174,21859,55001,1530,2,5
49800,6.60934924316738,856,134000,1,22003,19589,43000,1205,2,2
168000,7.979338895262328,1670,49645,1,52111,40636,39001,1780,1,4
56800,7.2909747781429814,1494,145000,1,20562,20064,50168,1219,3,2
58800,6.699500340161678,1706,120000,1,45165,11608,47894,1267,3,2
180000,7.775695749915245,1129,98000,1,81721,68726,49012,1855,2,5
76800,5.472270673671475,2070,47852,1,20120,17957,11589,1345,2,2
870000,8.461257559085935,374,43600,1,293950,305293,65700,1410,2,6
42800,7.086737934510577,517,85000,1,20267,26381,67901,1580,1,5
145800,7.767263996757308,398,64000,1,56213,64397,72003,1560,2,6
142880,7.098375638590786,1103,34500,1,67129,56222,50000,2070,1,5
81800,7.098375638590786,1584,75895,1,35255,22778,44000,1425,2,5
219800,7.098375638590786,3043,27438,1,117438,42883,93590,1480,1,6
159800,7.77485576666552,794,104582,1,107298,102435,62019,2214,3,5
215800,7.098375638590786,3130,16514,1,119002,40362,95889,1415,1,6
40800,6.230481447578482,795,75000,1,20672,18454,56989,1285,1,5
50800,6.525029657843462,1157,106149,1,24669,17612,54200,1321,3,2
39800,6.226536669287466,1097,92110,1,18291,14786,50000,940,1,2
84800,6.6039438246004725,1946,78000,1,22888,13635,23568,1287,1,2
79800,6.525029657843462,1612,55000,1,31444,21077,36810,1190,1,5
116800,7.675546002537848,2590,154000,1,46292,40724,58124,1725,4,4
36800,6.230481447578482,731,160914,1,19853,18413,57301,1285,5,5
104888,6.606650186198215,1132,88000,1,48387,37239,50001,1425,1,4
106888,6.52795791762255,1732,99000,1,45164,35811,32551,1430,2,5
223800,7.775695749915245,1615,61854,1,122964,92086,45289,1940,3,4
333800,7.090076835776092,2462,23200,1,98030,70576,35001,1365,2,6
54500,7.0967213784947605,1004,92000,1,25543,15840,57508,1566,2,5
239800,7.491087593534876,2228,69290,1,70578,48192,37109,2045,1,3
187000,6.373319789577012,2921,13000,1,78203,37562,59599,1420,1,4
53535,6.525029657843462,1369,102000,1,25867,14934,51600,1310,3,2
23388,6.943122422819428,612,155000,1,5548,23808,16438,1220,6,2
120800,5.971261839790462,2258,82000,1,39226,23669,32889,1315,1,5
150000,7.396335293800808,1834,96000,1,52406,33099,40512,1865,2,3
45800,6.786716950605081,1312,65000,1,24349,11470,33793,1267,2,2
245800,7.77485576666552,1706,33000,1,105246,84810,38700,2299,1,5
97800,6.52795791762255,1556,51000,1,44132,30910,47390,1365,1,6
26800,6.60934924316738,270,126000,1,17303,30617,64889,1405,1,4
41800,7.3987862754199485,488,50000,1,27045,27923,70890,1785,1,5
215888,7.491087593534876,2250,35193,1,58959,39760,37109,1940,1,3
100800,6.226536669287466,3107,23026,1,64589,12583,70901,945,1,2
41777,6.525029657843462,917,103000,1,17220,18829,47300,1190,3,5
228800,7.491087593534876,2286,51000,1,68346,48189,38889,2045,1,3
141555,6.436150368369428,2312,43555,1,42680,27687,30890,1545,2,5
64800,6.883462586413092,1101,66666,1,36046,29813,57002,1480,2,4
168800,7.069874128458572,2563,12900,1,56411,32006,40989,1692,1,5
86488,6.52795791762255,1894,17700,1,27231,16803,28000,1088,1,1
54800,7.495541943884256,426,59000,1,40537,46806,76904,1640,2,4
69800,7.10002716662926,1284,73068,1,33362,22761,50621,1540,2,5
7800,7.009408932708637,186,219000,1,1427,14114,13088,1251,5,2
70800,6.230481447578482,1525,53768,1,26727,20143,38200,1325,1,5
55800,7.898782356970309,1312,113000,1,19055,67792,52491,1685,4,6
97888,6.436150368369428,2222,66000,1,34370,19700,32000,1270,1,1
286800,7.491087593534876,3138,10000,1,138926,55706,98389,2030,1,3
41800,6.606650186198215,643,56000,1,22638,22896,68589,1395,2,1
60800,6.785587645007929,2011,119611,1,14522,14555,26175,1010,4,1
151800,7.069874128458572,2286,80000,1,57317,37674,37705,1605,1,4
51999,7.098375638590786,910,109125,1,25001,21481,47000,1454,2,4
