Road Tax,OMV,Curb Weight,Mileage,COE Left,Price,COE Price,No. Of Owners
684,30886,1340,14000,3351,159800,88503,1
1194,34050,1790,82000,2226,155988,41001,1
2364,144255,1500,13000,1466,488000,31000,2
1786,25964,1515,75000,1160,65988,56340,1
1202,46510,1680,108000,731,72988,60001,1
392,22373,1369,41000,2587,124988,47000,1
1196,33944,1610,140000,1125,96800,48005,3
1815,22646,1312,216000,1610,79800,44998,5
682,18440,1036,128000,762,47988,51506,1
976,44560,1645,64000,760,67988,61103,2
738,14693,1295,121000,519,27988,57199,1
1210,19148,1682,103000,976,57988,56000,2
1815,31517,1270,202000,1468,125000,34991,6
1210,33089,1485,85000,1129,83800,56206,1
1210,18134,1682,98000,1250,72800,53300,1
1107,11740,1264,185000,1947,49800,25727,3
744,13452,1449,75000,1130,62800,36001,1
1212,22664,1540,72200,1215,74888,50621,1
742,17007,1205,31500,2557,112988,45189,1
740,28937,1435,95000,1679,106800,38000,2
684,30645,1380,50000,2223,131888,37766,1
740,37206,1425,85184,1185,89800,56206,1
508,13694,1048,40000,2316,82988,35010,1
586,35059,1550,14000,2956,215800,80000,1
1196,31675,1610,81000,1245,83988,53300,2
3307,92958,1860,138000,2012,85800,35411,6
738,13572,1284,91000,946,42888,47300,2
1210,64699,1615,80931,1701,168800,37605,2
1208,16705,1489,63000,2589,118800,41101,1
1023,14442,1050,181000,1673,55388,38192,6
742,21219,1280,12000,2796,122800,48510,1
578,15077,1030,77910,1642,65000,38830,2
624,25046,1288,137200,979,54888,57010,1
1023,16628,1050,171000,2012,65988,26175,6
684,36561,1500,25000,3348,212988,88007,1
586,30367,1555,27698,2954,208800,64700,1
682,18932,1130,72000,1610,72800,42339,2
3330,43525,1995,13500,1340,147000,50110,2
182,13830,1010,53000,2035,66800,10000,2
624,25069,1414,94657,1702,85800,38001,3
740,28937,1435,66000,1736,108988,38941,2
1202,59204,1740,58000,1705,174000,38389,1
1461,35202,1580,133000,1617,62800,40881,3
578,15614,1030,63000,1828,76800,27000,2
740,21712,1395,81000,1125,62988,52668,2
1210,32841,1365,138000,739,94800,57903,2
1630,27519,1855,30228,395,40800,72890,1
1210,17311,1535,138400,644,38988,65501,1
1208,14835,1591,61000,1307,69800,53001,1
5482,100296,1945,100000,3078,168888,83464,6
2262,88655,1730,17000,1919,277999,32200,2
392,18185,1185,50000,2465,92888,32699,1
1176,36151,1722,71000,1095,85999,53001,1
1212,19212,1460,94500,365,38800,60789,1
738,14302,1287,32000,2768,111988,48002,1
1210,45526,1530,119000,764,81988,60689,3
738,18634,1287,62949,2101,96500,36704,1
4568,114261,1865,81400,1186,204800,52807,1
508,18358,1150,86977,737,31800,56001,3
242,18658,1280,33800,2738,106800,32640,1
1467,19860,1370,161000,1735,61988,34991,4
508,13467,1048,41089,1949,70500,26301,2
600,24193,1323,7500,2676,131988,46002,1
740,28410,1435,95000,1825,111388,25000,1
1792,40888,1615,91000,1130,109800,51000,1
682,18444,1090,16773,1528,64800,46791,1
2362,59107,1750,88000,764,101988,60689,3
7545,134546,1880,56600,1921,205000,31933,1
738,14501,1287,48000,2073,87300,22869,1
624,29832,1480,120088,912,61800,49602,1
738,12108,1287,56000,2252,89988,32309,1
682,20197,1130,42000,1828,88500,31917,1
682,17916,1331,83000,1890,80800,25000,2
2380,92016,1647,70000,519,113900,76790,2
6976,200572,1990,58000,1589,588800,44000,2
1210,26478,1528,88000,976,58800,57390,2
1212,48484,1660,114915,1130,98000,49000,1
508,18689,1285,95000,1219,60800,48401,4
682,18858,1320,97000,765,54800,50000,1
684,34175,1505,35000,2564,162888,36534,2
1210,17117,1532,87253,1522,74800,57390,1
508,18413,1285,73480,735,37800,55399,2
2382,177511,1810,20400,820,246800,60001,2
1039,17853,1195,117000,2251,68988,31976,2
1210,61005,1545,8500,3290,297800,105001,1
682,20509,1130,21000,2191,100800,35710,2
1113,16084,1195,114950,1983,59800,25525,2
1202,39929,1465,117750,610,64800,65501,3
738,14588,1345,63501,1984,82800,25689,1
1194,64010,1795,35000,2194,258888,39728,1
976,19955,1360,100000,1279,71800,54405,2
1210,65232,1715,17500,3168,303800,91112,1
738,12584,1345,52355,2071,81800,28589,1
3332,113482,1770,49000,739,159800,58190,2
684,16839,1046,54332,1309,63800,46489,1
610,21148,1180,19335,2190,106800,37900,3
604,16278,1650,98000,887,43800,46667,2
1210,33661,1642,119400,2043,158800,43102,2
1194,37799,1790,95000,766,58800,59889,2
682,19876,1130,58780,2097,86800,26667,2
885,20225,1060,34000,1923,63800,26047,1
1194,67241,1920,9000,3437,379800,105501,1
6498,109581,1880,155000,1647,88800,40881,6
767,14194,1010,160000,977,36000,22636,4
3100,41669,1990,106000,582,72888,78000,1
1202,40392,1465,66000,735,85000,57010,2
8250,409646,2765,13500,2983,1750,83889,1
1210,30808,1695,30900,2197,156600,38802,1
959,10730,1251,143000,402,22988,16570,4
738,13023,1345,107000,1307,57800,51106,2
578,15949,1052,80049,1949,73800,28199,3
392,24475,1280,108000,1127,73888,42902,2
1210,42293,1450,91000,398,70000,73900,2
2362,64913,2030,107000,971,119800,49700,2
1210,35537,1450,110000,918,74000,51010,3
2380,91638,1985,91000,1463,288888,33900,1
740,35465,1425,75000,917,76888,55001,4
3998,109629,1760,150800,2928,152000,60586,4
1210,30808,1695,123000,2252,143800,37900,1
3940,249695,1419,17000,2199,928888,40512,2
2362,97028,2109,40000,2801,455555,56032,1
1194,34596,1505,102000,1134,84800,53001,3
508,13497,1048,62249,1619,59800,38830,2
1194,40037,1550,78278,2008,148800,41000,1
2382,91812,1940,32376,1916,248000,32200,2
2364,116240,1580,10000,2956,589888,79601,1
506,13930,940,73000,1005,41900,53000,2
1210,18725,1664,117500,369,48800,61001,2
816,33018,1405,121553,1678,67998,46191,4
1202,47861,1555,2210,3500,311800,124002,1
2371,35885,1467,110000,2198,95800,32914,3
1630,28006,1769,101207,735,77800,57010,1
736,19799,1240,76143,1126,68800,36001,1
1194,37716,1790,113893,766,58800,61103,3
586,29975,1365,57980,1950,121800,28510,1
684,36901,1430,60257,2194,137800,40000,1
2856,63336,1685,160000,3046,139888,80583,4
586,32745,1375,51700,2438,148800,30012,1
684,18174,1096,83000,799,39888,56989,2
738,11770,1345,88446,1552,62800,36890,2
586,32468,1380,27795,2798,166800,49640,1
976,23454,1360,125423,732,47800,60001,1
684,27527,1324,82498,1831,105800,34381,1
1461,21937,1340,120327,1923,66800,31335,2
2362,59633,1815,101000,367,86800,62140,3
1364,47161,1580,134318,2227,85800,39129,4
662,23202,1090,20476,2585,128800,48000,2
682,19627,1190,120000,888,42600,46009,2
662,23315,1501,60026,1465,72800,31997,2
738,12668,1295,70000,1125,58800,46778,2
624,19898,1270,91717,1857,83800,28199,1
1113,16084,1195,153000,1855,54988,29670,1
1792,45431,2075,158845,1131,130800,56206,1
2457,27006,1750,133000,1827,74800,32121,5
2362,79600,1610,104713,1248,173800,53300,2
578,15689,1030,55000,1831,77800,31917,1
684,30970,1523,29917,2646,158800,49001,1
2457,31076,1750,139642,1670,66800,38712,5
1467,20486,1370,138747,1615,54800,40881,3
508,18234,1229,87817,852,43800,45002,4
1113,17500,1195,140023,2074,61800,30512,2
1202,46586,1490,22351,2588,198800,41503,3
2457,27174,1710,150256,1551,62800,50578,3
2382,97016,1935,175406,459,118800,72990,2
2380,76168,2265,5000,3412,389988,110524,1
1194,28980,1530,24037,2921,155800,70200,1
1210,53268,1505,9000,2585,237888,56032,1
2380,58302,1970,42574,795,105800,55001,5
2457,34438,1770,136400,1983,81888,33018,4
1452,38078,1420,170000,3107,133000,88862,5
1452,30804,1259,155000,2802,129888,53932,4
740,24762,1395,79000,515,36800,66010,3
2450,30495,1510,200000,1858,88000,37941,3
1792,29296,1475,96000,853,55500,50089,2
742,25876,1438,108000,460,32800,76904,2
586,35990,1420,3578,3497,223800,124501,1
586,36461,1410,130,3497,220800,124501,1
586,29546,1385,125,3498,208800,118001,1
392,23964,1200,44491,2705,131800,45600,1
1210,18941,1682,139004,911,53800,47000,3
1210,47544,1530,76192,461,65800,76790,4
974,20048,1350,73120,1218,68888,48209,2
684,32596,1480,99000,1736,101688,36810,2
1791,29943,1613,169000,948,34000,46048,4
740,27247,1430,123188,396,54888,55399,2
1196,24377,1570,109000,635,52800,65501,2
1194,58240,1940,133000,493,98800,66751,1
1200,77052,1365,36050,1983,310000,39401,1
682,17490,1325,25500,3195,137800,72996,1
2514,39126,1650,126000,2196,93888,32914,6
1196,31770,1610,120304,738,74800,57903,1
1210,45356,1720,73000,1918,170800,32200,2
1202,49637,1680,153438,730,86800,58190,2
3944,176179,2275,25000,2801,610888,62000,1
3940,176719,1603,1000,3406,1168,114009,1
738,14036,1295,98800,943,46800,47889,1
684,39341,1435,25000,2738,172800,60001,1
1202,37636,1350,73000,575,65888,77600,1
1194,43086,1520,102000,215,77000,82000,1
1208,43008,2123,24000,2617,255000,45012,1
742,19990,1215,75000,1185,61800,50889,3
1792,39966,1615,108000,610,61777,75000,2
4738,84556,1675,103000,2802,158800,53932,6
8804,246375,2495,50000,3469,660000,109948,2
1202,39668,1735,106000,762,108000,57903,3
2382,72157,1940,67100,370,133500,62140,3
890,18255,1100,122000,2957,85800,47765,4
4986,157462,1470,96900,1282,408000,52008,4
280,6489,1440,195000,3352,100000,10811,1
4366,148352,1560,77000,3138,399800,93644,4
1210,48615,1675,113000,395,61000,72002,5
6146,337248,1515,63000,2653,490500,42683,4
1194,34515,1408,65000,1649,119800,37330,2
3922,162298,1685,25000,1498,488800,33420,1
3724,264398,1675,20,3438,1260,110000,1
2384,80836,2153,59000,2066,249988,42564,1
826,13920,1010,140000,8,17800,14664,4
1210,62326,1605,48728,2229,193800,39700,1
1202,48963,1555,90888,463,126000,75289,3
1630,27643,1769,174297,974,71800,49602,2
1039,27863,1155,146000,2463,73800,32875,6
10614,410321,1690,91800,1922,358800,31335,1
965,33333,1230,95000,2653,98800,38137,6
5834,240131,1870,9500,1157,585000,50389,1
1815,37362,1540,110000,1497,113800,50168,6
1194,63673,1870,38,3049,391800,86102,1
1452,44138,1455,141000,2928,137000,60586,3
740,33057,1430,77077,215,33339,74002,2
684,30907,1365,67000,1520,96000,54334,2
958,13858,1265,25000,2198,66800,30574,1
2625,17161,1405,5000,1497,73300,50168,2
2382,71641,1875,33300,2197,270800,34989,1
684,28758,1527,27100,2623,153000,41503,2
4340,54812,2030,135000,2438,114800,33568,5
586,28129,1365,36000,2684,152800,43501,2
738,12194,1345,55000,1923,77800,22297,2
624,19998,1270,67735,2560,112800,40301,1
742,16713,1205,39000,2043,83800,36704,1
2382,91729,1970,94000,946,189777,49000,3
974,18373,1350,102000,822,49500,38610,2
742,20031,1237,65068,2072,97800,33199,1
5834,203760,1497,36000,881,575000,48002,4
959,13445,1251,165000,402,23800,16570,5
1202,61688,1635,29000,2435,263888,37109,1
1210,19595,1682,122000,1187,68800,56206,2
1026,19338,1150,158000,1950,61800,25727,1
1176,26641,1557,108221,1160,63998,50010,2
1630,30986,1855,89000,1128,101800,51000,3
742,19724,1249,76500,1642,82800,40000,2
738,12453,1345,86500,1132,60800,36001,2
506,14213,940,89000,1279,45800,52000,3
886,14492,1267,121509,1102,40998,23241,3
1202,64210,1635,26000,2650,283800,39889,2
684,30910,1365,106000,1615,97800,39903,1
2382,91812,1940,40000,2068,268800,48000,2
4977,130911,1565,99588,977,156800,48479,4
392,23583,1200,58500,2286,105800,35010,3
684,27677,1425,89000,852,59500,46970,2
1202,52377,1655,116000,943,90800,47000,1
1200,70597,1365,31000,2555,342500,39500,1
684,34923,1470,9800,2954,189000,108051,1
508,24855,1397,58339,2647,136800,43501,1
1202,40715,1465,118000,946,79800,38610,2
578,14898,1020,66500,1701,63800,37000,3
682,22749,1190,11200,3130,128800,71556,1
1212,24270,1585,87500,765,60800,55501,2
1212,56552,1660,78355,798,75998,60003,2
1176,38070,1841,57043,1642,132800,38000,3
2364,132700,1580,13452,2315,518800,39700,3
70,13361,940,72098,916,31998,30300,3
976,26318,1480,72000,1831,92800,32429,1
1691,26856,1390,160000,2435,79800,33568,5
1210,84372,1720,104842,1885,200800,30851,2
508,25647,1385,49656,1921,89800,26170,1
578,15356,1052,79800,1551,61388,41761,1
742,18787,1230,55000,2072,89500,24390,2
2382,96961,1935,104000,644,130800,65501,2
1198,38007,1485,29900,2011,139600,48000,2
1212,47615,1720,80000,1218,105800,50621,1
742,19741,1230,118220,1467,68800,41617,1
1210,55619,1665,120588,887,106999,46502,2
1202,50256,1605,118000,1155,107888,46229,4
682,20054,1190,92000,734,48999,52301,3
1107,11523,1264,165000,1915,50800,26047,3
600,18528,1457,90000,1703,75800,37330,2
578,15850,1030,37550,2313,84200,30010,1
1202,47085,1525,21339,2799,201800,45001,2
890,30328,1500,128000,2928,98800,46482,2
684,37835,1415,42078,1494,116300,31001,2
1196,32340,1610,96750,1372,91800,48001,2
806,24811,1285,199850,2592,84888,36475,6
1196,35484,1610,78339,1131,89800,53001,2
3100,107832,1493,4000,3471,648500,118990,1
2834,56172,1520,160000,2957,146800,66387,4
1210,29696,1530,99600,1190,75000,51109,2
1194,50751,1410,58000,1102,115800,53001,4
1792,34805,1615,42431,607,53988,71509,1
1208,16215,1566,114000,1007,53800,38610,1
738,13670,1287,93000,1946,80800,25920,2
1210,24596,1626,97973,1102,78800,53001,1
684,29536,1380,83838,1977,108800,29159,1
1210,41424,1660,67456,1892,153800,31101,1
974,18373,1350,115367,1163,64000,46229,1
2457,34201,1770,165000,1862,75800,32121,3
684,36905,1430,150000,2011,125888,48000,1
1198,30048,1530,39600,2955,171800,68310,1
684,33671,1425,77000,1614,104800,39000,1
1176,56796,2077,85000,739,98800,62101,1
1196,31675,1610,74000,1218,80800,50621,3
1210,51767,1620,22000,3160,239800,106001,1
1677,22003,1380,233000,2285,84788,38071,5
736,18200,1240,101000,826,41888,54301,4
1792,48189,2045,50000,2224,235800,40989,1
682,18425,1320,84000,947,48800,47300,3
740,28107,1430,91000,883,61800,51301,3
682,16622,1321,95200,976,39800,55200,3
740,23295,1395,88000,1367,80800,51600,1
1815,28372,1270,276000,1497,93900,50168,4
1023,15568,1200,172000,1828,55800,29670,3
1210,47763,1530,75755,1643,129800,38389,2
740,26306,1425,102000,1612,89800,40000,1
1194,44107,1435,9000,2676,216800,46002,1
742,19990,1215,99000,735,56800,53334,1
1210,45139,1490,17000,3292,217800,105001,1
1202,58073,1615,76000,1550,143800,47002,2
2362,89205,1615,17000,2227,255800,41001,3
2382,72468,1940,55000,1490,199800,51000,2
508,18413,1285,108000,401,35800,57089,1
740,36252,1425,70500,1306,96800,54000,1
2380,84927,1985,76887,1864,290000,32000,1
1210,56728,2140,14000,3353,299800,102002,1
1210,55490,2140,4000,3349,299800,116577,1
1196,34095,1610,83438,1131,78800,53001,2
4684,117586,1505,72000,2341,217800,35416,6
806,24809,1285,153000,2408,69888,32875,6
740,35294,1425,103600,730,63000,62140,1
976,19953,1360,160000,767,45800,61103,1
1194,45827,1795,132000,1889,150800,31001,1
1208,13865,1438,50000,2460,105800,37102,2
508,13467,1048,47420,1951,72500,25689,2
1210,30808,1695,146000,1467,105800,53711,1
740,38804,1425,93000,456,49688,70890,4
889,17790,1150,165600,404,23900,16570,3
684,17792,1046,75000,1217,58000,49430,2
1110,17804,1240,169000,247,10001,14920,6
326,16789,920,72000,1708,68800,36426,3
2514,44528,1725,138000,2468,96800,33568,5
1792,51846,2030,9000,3137,300000,91112,1
682,13707,1085,72358,1646,70000,38830,1
624,25025,1270,88095,2014,97800,33199,1
7001,259444,1525,30583,3075,358000,83464,4
976,19955,1360,44880,761,63800,57002,1
9605,389257,2420,51000,3132,568000,95025,2
1210,46467,1755,102954,796,79999,58190,3
1210,75150,1983,31000,2310,240000,30890,2
742,19990,1215,79000,1246,61800,49430,4
624,20151,1289,69257,2010,89998,48000,1
2293,32589,1710,131225,2288,91998,38071,2
1026,16812,1313,143000,187,7500,13088,5
1461,51256,1540,209000,1706,60800,37906,1
1636,17026,1520,113098,607,37988,71509,1
3573,73824,1580,200000,917,43800,47450,6
2694,59847,1685,162000,2043,79800,39563,2
620,17516,1417,55388,917,47333,45504,1
682,19487,1130,66000,2014,86800,26659,2
1198,35007,1485,89732,1922,131388,33989,1
2382,96954,1935,129000,551,114800,76612,1
2382,87297,1940,67000,2251,285800,38889,1
508,17532,1265,65161,1340,55500,42801,3
508,18974,1285,134000,972,44300,53694,3
742,20818,1249,125000,1305,70800,52000,3
624,22501,1288,43500,1831,108988,32000,1
2382,90290,1940,117801,1278,163988,53300,2
2694,54645,1605,252500,1733,55800,36888,3
3944,179194,2320,17000,2593,958800,56032,2
1210,41483,1660,83598,1670,132000,38501,3
1461,50289,1415,110000,1468,70000,33377,5
1176,36983,1757,46000,2593,190800,41101,1
682,19781,1190,90363,971,46388,47020,3
2382,90326,1940,60000,1309,169888,54000,2
1694,19302,1490,168577,2466,77777,33568,1
1210,56222,2070,73800,737,113777,57903,3
1202,57757,1615,123000,1494,133800,57414,2
392,22436,1369,20168,2831,121800,45001,1
1792,39966,1615,116132,575,54800,77600,2
1212,36255,1585,99000,1248,82800,53300,3
1630,33305,1570,85357,857,60300,45009,1
1792,48189,2055,17000,2070,215800,48209,1
744,34860,1503,133700,2591,87888,46704,5
740,28815,1430,90000,1128,89800,42900,2
684,16353,1078,64100,1126,64000,42801,3
742,19995,1215,50000,1368,73800,42801,1
1210,36045,1680,98000,1278,109800,54405,2
586,35787,1410,15283,3318,198800,87235,1
740,22519,1395,68000,1340,76888,45201,1
326,17246,1040,37000,2098,107000,26667,1
1194,44388,1826,13989,2926,248800,107001,1
624,29913,1480,153000,823,58800,50089,2
1194,40020,1550,104174,1492,127500,32311,3
682,17343,1325,58588,1952,89800,26170,1
1786,26059,1515,78593,1224,67500,48209,2
392,18517,1257,77598,1670,72999,38000,3
624,36446,1470,57402,2220,166800,35001,2
2335,38395,1650,128353,2591,94800,40014,1
1786,25534,1605,45888,1922,108888,30851,2
1023,15916,1080,157000,1648,51800,38192,3
1208,16215,1566,110000,1006,53800,38610,1
816,23955,1135,105000,3197,81800,71565,6
682,19017,1130,76000,1100,64800,42900,1
1033,14240,1207,128000,2287,64800,32368,6
684,33947,1425,83531,1559,102800,39903,1
662,22909,1090,23000,2679,119800,41996,2
742,35713,1410,121000,552,43800,78004,4
586,32745,1375,22000,2344,141800,37705,1
1630,28184,1855,72000,734,62800,62101,2
8250,294080,2765,20800,3072,1680,82501,1
1210,41532,1615,130000,578,56800,78001,2
1208,13438,1591,71000,1980,91888,36961,1
2625,37475,1505,163000,1982,115000,33018,3
1210,46922,1495,55000,1493,147000,31307,1
890,33636,1335,154000,2956,96888,47765,4
392,19079,1185,62998,2070,84800,26301,1
682,16481,1321,118000,1004,47800,52301,3
976,40661,1645,127000,1676,112888,38501,1
2120,71328,1730,65300,941,117800,49156,3
508,27988,1270,49000,1670,90888,38000,3
742,16713,1205,39500,2042,83800,36704,1
684,33544,1425,84000,1829,116888,31801,3
3724,267308,1580,6800,3192,1100,107800,1
742,20512,1237,36836,2223,117888,35710,1
1202,54809,1605,88498,1095,111988,57002,1
682,18038,1250,75,3316,141800,100000,1
1672,45477,1550,159000,2193,76800,37502,3
1573,51271,1610,117000,2741,90000,47316,6
976,28940,1545,110900,517,35800,71889,2
1636,21859,1530,110000,824,48800,55001,2
742,19589,1205,134000,856,49800,43000,2
2920,40636,1780,49645,1670,168000,39001,1
1467,20064,1219,145000,1494,56800,50168,3
812,11608,1267,120000,1706,58800,47894,3
2382,68726,1855,98000,1129,180000,49012,2
238,17957,1345,47852,2070,76800,11589,2
4728,305293,1410,43600,374,870000,65700,2
1196,26381,1580,85000,517,42800,67901,1
2362,64397,1560,64000,398,145800,72003,2
1210,56222,2070,34500,1103,142880,50000,1
1210,22778,1425,75895,1584,81800,44000,2
1210,42883,1480,27438,3043,219800,93590,1
2380,102435,2214,104582,794,159800,62019,3
1210,40362,1415,16514,3130,215800,95889,1
508,18454,1285,75000,795,40800,56989,1
682,17612,1321,106149,1157,50800,54200,3
506,14786,940,92110,1097,39800,50000,1
738,13635,1287,78000,1946,84800,23568,1
682,21077,1190,55000,1612,79800,36810,1
2155,40724,1725,154000,2590,116800,58124,4
508,18413,1285,160914,731,36800,57301,5
740,37239,1425,88000,1132,104888,50001,1
684,35811,1430,99000,1732,106888,32551,2
2382,92086,1940,61854,1615,223800,45289,3
1200,70576,1365,23200,2462,333800,35001,2
1208,15840,1566,92000,1004,54500,57508,2
1792,48192,2045,69290,2228,239800,37109,1
586,37562,1420,13000,2921,187000,59599,1
682,14934,1310,102000,1369,53535,51600,3
1036,23808,1220,155000,612,23388,16438,6
392,23669,1315,82000,2258,120800,32889,1
1630,33099,1865,96000,1834,150000,40512,2
886,11470,1267,65000,1312,45800,33793,2
2380,84810,2299,33000,1706,245800,38700,1
684,30910,1365,51000,1556,97800,47390,1
742,30617,1405,126000,270,26800,64889,1
1634,27923,1785,50000,488,41800,70890,1
1792,39760,1940,35193,2250,215888,37109,1
506,12583,945,23026,3107,100800,70901,1
682,18829,1190,103000,917,41777,47300,3
1792,48189,2045,51000,2286,228800,38889,1
624,27687,1545,43555,2312,141555,30890,2
976,29813,1480,66666,1101,64800,57002,2
1176,32006,1692,12900,2563,168800,40989,1
684,16803,1088,17700,1894,86488,28000,1
1800,46806,1640,59000,426,54800,76904,2
1212,22761,1540,73068,1284,69800,50621,2
1107,14114,1251,219000,186,7800,13088,5
508,20143,1325,53768,1525,70800,38200,1
2694,67792,1685,113000,1312,55800,52491,4
624,19700,1270,66000,2222,97888,32000,1
1792,55706,2030,10000,3138,286800,98389,1
740,22896,1395,56000,643,41800,68589,2
885,14555,1010,119611,2011,60800,26175,4
1176,37674,1605,80000,2286,151800,37705,1
1210,21481,1454,109125,910,51999,47000,2
1202,66423,1685,68000,1677,177800,39000,2
1792,40884,1615,87000,763,70800,60689,3
682,19210,1190,97000,765,38800,57301,2
682,23533,1320,80700,1864,100800,34001,1
392,19882,970,48500,2560,111800,47000,1
624,22167,1383,74000,823,44800,51301,2
738,14569,1284,94650,1004,45800,52301,1
682,19884,1250,6698,2955,134000,68001,1
1176,37616,1695,104000,1673,119800,37989,1
682,14344,1310,87743,1676,72800,38001,2
742,25911,1320,85000,373,41800,57885,2
2382,103351,1955,74964,1832,289800,35906,1
1210,21929,1265,106000,1128,60800,53001,1
392,12274,1233,132000,1461,75000,32699,2
3332,108869,1770,124000,797,152800,59889,2
684,17647,1046,86000,1099,54800,44371,1
1815,33233,1345,109000,1829,88800,39936,4
392,20253,970,34862,2591,112800,48000,1
624,32727,1450,94000,1525,91800,53711,1
392,17805,1185,26000,2922,113800,45189,1
1176,28426,1683,96000,1467,123800,32429,2
1026,15228,1313,145000,1825,60800,30284,2
1630,30877,1858,68000,1468,126800,34381,1
2380,87279,1985,72000,1860,295800,32000,2
1210,19333,1379,128000,734,41999,58190,2
624,27624,1377,20000,2924,148800,80210,1
738,17031,1295,109000,795,40800,54301,2
684,21083,1221,114363,918,52888,46009,1
1458,17728,1300,135000,1467,62800,34991,3
392,18758,1185,81634,2009,85800,25689,1
70,24335,1421,15845,2037,108800,19704,1
1210,39331,1620,41468,2197,143800,40009,3
182,18253,1067,35628,2196,83800,18710,1
1210,23227,1626,57108,739,62500,56500,2
1194,46417,1795,65000,1098,123800,53711,1
620,19204,1245,92000,605,32800,66000,3
976,30928,1480,92000,1948,105800,34509,3
2384,62936,1620,35000,2225,225800,41001,2
740,31443,1480,94000,1314,87800,52000,1
1194,61901,1940,65200,457,108800,70890,2
1208,17309,1591,77000,2101,111999,39406,1
976,18731,1245,116000,1283,54200,54406,1
506,12720,940,34318,1372,52800,42801,1
1210,38582,1405,64000,1495,138800,34381,2
682,22446,1130,109,2928,128800,72996,1
392,15653,1178,94325,641,27800,48865,3
1461,42014,1490,124000,1467,65800,34991,4
742,19990,1215,95266,1161,61800,50101,2
1039,20611,1275,150000,523,19800,16604,4
182,18727,1036,14542,1314,50800,34106,1
1266,66616,1695,146000,2197,103800,32914,4
4002,136821,1490,49000,3285,405800,118357,2
2694,55328,1605,176000,1922,55500,31335,6
740,38166,1475,92000,1186,95999,55501,3
684,26392,1324,97600,1645,94800,37605,1
1208,34984,1429,75000,2434,143800,34989,1
1200,68592,1365,20000,1856,263388,32000,3
1212,26452,1695,92300,1340,71000,47501,2
1210,23227,1626,77000,1162,66800,46229,3
682,24221,1190,52000,2314,102800,32699,1
738,17756,1345,96966,1162,55800,50101,1
1194,44911,1830,102000,429,52800,74000,2
1630,29743,1855,138000,0,35800,65001,2
624,32727,1450,104970,1460,87000,49996,2
738,15036,1345,93000,2196,99800,35710,1
682,17063,1310,128000,1126,49800,50991,2
684,26990,1324,130000,1125,71800,56206,4
684,27677,1425,147093,851,54800,46970,3
732,26208,1425,72000,1648,86500,37605,2
624,27621,1310,90500,734,45800,56001,3
684,16850,1088,88783,1737,79800,32699,1
1520,32919,1560,102000,760,93800,57002,2
1113,14110,1422,163326,1982,63800,25525,4
958,17230,1175,108000,2404,67800,32875,4
508,18689,1285,103874,764,53800,51506,1
1210,30808,1695,34300,2281,149800,37109,1
682,18038,1250,67,3317,141800,101000,1
508,19750,1325,77000,1490,68800,41761,1
1196,31368,1610,86000,1194,79800,52600,2
736,7692,955,120474,2562,68800,35200,5
1196,26990,1610,97334,820,58800,55001,1
392,24614,1280,91000,1186,64888,50010,3
740,32856,1425,97000,38,40800,68689,2
684,25281,1589,90000,1335,71800,45201,1
682,17812,1321,117000,884,35800,45504,2
1791,27436,1391,186240,1187,48888,52077,6
2371,42989,1673,138502,737,20800,19108,2
1210,20817,1682,115500,1104,67500,56410,2
682,15104,1321,76500,798,37888,57301,1
2364,148688,1590,14800,2651,599000,50100,2
686,20925,1249,133000,1677,65888,46191,2
1210,47057,1755,66000,610,73888,65501,1
624,26039,1288,46000,1860,125800,37000,1
1196,28613,1610,119000,365,54800,57885,1
1638,34489,1775,35000,1495,139800,34381,1
624,29326,1338,20000,2191,136800,35710,1
1202,42793,1655,126000,493,54800,70890,1
1202,42038,1465,110000,732,89900,56000,2
684,19572,1160,90000,730,41888,57301,1
2382,91812,1940,53000,1917,254800,31302,1
1638,45417,1920,87000,456,75000,75289,2
1196,30287,1610,130000,761,56800,61010,1
624,26700,1288,84000,1101,69800,55501,2
738,17516,1295,114200,1248,59800,50789,1
586,36901,1375,35000,2066,136800,42002,1
1212,18499,1540,80000,911,53888,44001,1
684,22664,1450,80112,794,41888,56989,3
684,33575,1375,6000,3291,160800,86000,2
2380,67936,1940,2900,3405,352000,113881,1
738,13260,1284,90000,1251,55800,49430,1
738,18005,1287,75000,1463,79800,33798,1
4366,138801,1490,91000,3045,359888,80583,4
682,23274,1190,33000,2556,112800,37334,1
3322,80488,2105,133000,34,108800,71990,2
1169,55040,1650,118000,2741,99800,47316,3
738,11923,1289,113000,769,35800,56001,4
684,30928,1340,12600,3192,157888,78899,1
1210,54627,1605,6764,3439,278800,116000,1
738,12577,1345,69000,1125,61800,42902,2
1107,10727,1264,80699,1982,57300,25525,1
8751,271035,1500,70000,1982,270000,33018,6
1176,55921,2053,127900,911,106800,49602,3
1210,54207,1781,109654,1708,138800,31001,2
684,24947,1225,59000,1862,94500,31997,1
742,19346,1315,40500,2952,126800,55001,1
742,19589,1205,97000,913,50800,45000,3
3100,63612,1980,13800,2679,248800,45510,3
1210,51775,1530,97000,1858,157388,40002,1
1672,42375,1565,120500,1982,72800,33018,4
1198,35133,1485,64399,2259,142800,36000,2
1202,30137,1644,79000,790,55500,60689,2
740,22983,1395,135000,1277,75800,48401,1
740,27932,1430,129000,948,67800,47300,3
1210,22084,1454,94228,1095,60800,58201,1
680,18931,1563,72122,2228,121800,41001,1
