Road Tax,OMV,Curb Weight,Mileage,COE Left,Price,COE Price,No. Of Owners
2262,157145,2020,25000,1856,360800,33900,3
742,20254,1249,37800,1707,86300,36426,1
885,15495,1010,165000,2008,85000,27886,2
682,25812,1285,155000,3197,91800,71565,2
1792,28263,1470,80000,367,45800,71889,1
1815,27606,1390,184810,976,85888,48479,6
1796,87704,1385,51000,1157,246800,57903,3
1210,57799,1720,44000,1860,206800,37000,2
620,19366,1417,123800,796,38988,56989,3
392,17239,1185,79886,1982,79800,26170,2
2384,81641,1770,98000,827,141888,59889,3
684,46412,1635,89000,2345,170888,32801,2
740,37206,1425,97000,1215,91999,56206,2
578,16436,1030,45000,2259,83800,35320,2
1210,62501,1645,15990,2953,299800,113299,1
742,25951,1405,114108,612,46800,74501,6
1210,62501,1645,14383,3289,299800,105001,1
586,35045,1550,18055,3197,212800,74989,1
740,32856,1425,140000,37,42800,72990,2
826,16739,1110,158000,2372,74800,32875,4
2457,26292,1710,155846,1465,59800,50168,5
1210,19125,1664,88000,576,44388,77600,1
1176,36151,1722,105831,1278,89800,54406,1
682,24552,1510,120000,1000,65000,57501,2
280,3400,930,75000,1550,68888,4297,3
1552,35207,1364,38331,2741,127800,47316,3
238,11639,1295,37990,1672,62500,21941,1
1194,34335,1790,115000,1130,77800,56206,1
1210,29772,1757,95000,1830,131800,38602,1
682,22085,1190,49638,1612,72800,38000,1
506,13450,940,96216,1097,50800,49430,3
2293,34898,1770,141389,2347,89800,35416,3
2382,89948,1940,85000,1190,168888,53106,1
2457,29264,1540,135402,2042,62800,39563,4
1210,17216,1355,90000,886,46800,46502,1
624,23827,1249,71343,1101,57800,50991,1
682,16049,1329,46000,1888,81888,25501,1
1198,34128,1565,94000,1832,110800,33420,1
1202,61824,1670,21900,2349,209300,32889,1
1107,11888,1264,129556,1951,54800,25525,3
885,11994,1010,170000,1730,52800,37165,4
1113,17500,1195,135840,2067,58800,29839,3
1113,16990,1195,129350,2013,56800,26175,5
682,20949,1130,106831,915,43800,46009,2
682,14472,1060,89800,883,39500,45000,3
684,33263,1360,35100,2951,159800,53709,1
508,17378,1139,102000,735,33800,57301,2
1208,16215,1566,136000,768,54800,57002,2
508,19084,1285,96800,374,39800,66000,1
976,32122,1480,60500,1828,98800,31301,2
742,19990,1215,89000,1314,66588,51765,2
682,21206,1190,51238,1701,80800,36426,1
1458,22825,1300,123257,1217,44800,52077,5
1364,46897,1615,122500,2400,87800,33568,3
684,26078,1324,73675,764,69900,49156,1
1113,37582,1500,133240,1982,68800,25525,4
3988,91109,1450,91000,2226,188000,34935,6
586,31260,1485,31000,2675,169800,49300,1
1210,19136,1535,95000,914,50200,49602,1
2335,50833,1650,113000,2770,103800,49716,3
740,28046,1430,128500,820,70000,59200,2
1573,28276,1387,140000,2622,107800,40714,1
816,28100,1155,144000,2952,103800,78930,6
3573,78241,1840,180000,1950,94888,31933,6
1198,38007,1485,32000,2280,148800,30890,2
684,19055,1126,20973,3043,127800,60761,1
1212,22955,1500,70000,1004,58800,49700,1
885,13858,1010,150000,1644,50500,38192,3
2834,78437,1660,144000,2562,118800,38216,4
4488,73865,1470,105500,1709,138800,36888,6
1202,58787,1615,55000,1888,164800,31101,3
740,35663,1425,107047,1095,87000,57508,2
868,23882,1285,238000,523,27800,16604,6
742,20879,1230,54180,1833,102000,31783,1
586,36039,1485,7000,3194,203000,107800,2
1202,52041,1655,141000,883,89000,50089,1
1107,11333,1264,118496,2011,50999,26175,3
1194,40233,1526,55000,2466,228888,35889,2
2384,80981,2153,58000,2258,265800,40101,2
4988,136008,2015,80000,401,173800,82900,2
3944,163031,1413,28888,1983,728888,36961,2
4727,110084,1740,88000,2738,320000,47316,5
1452,52425,1620,103000,2591,119500,58124,4
3636,167743,1440,21000,1521,555000,48011,6
1694,33493,1270,178000,2464,165000,33568,5
4361,278169,1514,40000,3166,422800,95025,1
1194,63964,1795,39000,2224,267000,42020,2
7700,140910,2025,135000,1860,159999,37941,5
586,36625,1420,21000,2615,195500,40690,1
890,30091,1315,92000,3166,108888,70109,3
1212,27675,1500,79000,1248,73500,53300,2
3097,88183,1850,168400,2197,95800,32914,2
1202,44140,1535,7500,3288,268800,110000,1
2457,29189,1710,132384,1894,76800,31335,6
624,26038,1572,45000,2038,127800,48010,1
2362,72315,2030,74000,548,96800,72100,3
806,19218,1536,142000,2765,87998,45272,4
1809,25968,1520,115000,1834,60998,32121,4
1364,22575,1340,110000,2254,78800,39313,3
1210,33613,1642,103000,1918,135000,31001,2
1194,45045,1580,11000,2828,252000,56100,2
1210,43359,1660,60000,2040,155800,48000,2
5888,141137,1565,71000,2011,178300,35411,6
1107,13045,1251,178000,1922,57800,26047,4
1202,46713,1680,62000,402,48000,72002,2
684,30895,1430,98000,766,74800,53001,3
682,18902,1190,89500,731,39800,56001,2
1194,38524,1565,132600,425,41800,73900,2
806,25187,1285,155000,887,31998,20699,6
624,20481,1249,104400,855,44800,43000,2
738,13477,1284,138130,912,38800,46009,4
684,30479,1480,78000,1465,103800,31997,1
976,39389,1645,82888,400,57888,61010,3
684,27853,1324,77981,1224,72800,51109,1
608,25603,1310,116000,940,51800,49000,2
738,13106,1284,138000,1188,53800,50101,1
740,23253,1395,107570,913,57800,43000,1
1461,51279,1540,178000,1467,60888,34991,3
740,36344,1435,106000,1194,87800,52807,1
744,15274,1480,128000,887,44000,45000,3
1792,44768,1970,45000,2223,240800,30890,2
1212,24330,1585,85365,1097,59800,53001,2
10611,192662,2525,102000,856,75800,50932,6
1674,54909,2180,9,3320,428800,146002,1
684,21908,1255,75788,2589,122800,70002,1
738,16971,1295,112965,764,47800,50000,4
1196,36535,1610,48000,1246,87800,53001,1
1202,52959,1680,77000,791,80800,60001,2
238,13828,1287,67000,1494,71800,14997,1
1210,21934,1626,144000,606,41800,74501,1
740,22896,1395,158018,637,42800,58700,3
1210,22572,1626,85000,978,58800,51010,2
684,27737,1425,114910,850,58800,44001,2
974,20642,1350,81300,1248,69800,54000,2
508,13305,1048,75117,1702,65800,38001,3
684,23718,1490,60800,2104,110888,35312,1
4746,66738,1190,130000,1705,92000,37906,6
682,14937,1310,98000,1460,58000,45201,3
508,15223,1088,87000,1461,51888,41761,2
684,29235,1425,110000,793,52888,60001,2
586,32046,1375,63000,1891,121800,31101,2
1210,23891,1528,138000,946,56800,49700,1
744,17192,1480,122163,371,39800,56209,2
682,19612,1191,57173,1469,88800,31997,1
1210,20840,1535,92800,1104,59800,58201,1
1026,21214,1175,127074,1977,58800,25525,3
684,34076,1320,33037,2590,150800,41101,1
5025,112755,1980,63000,3197,215500,97176,3
682,21292,1185,110800,1187,59888,42785,2
586,33180,1410,58000,2222,162888,37766,1
738,19248,1287,73000,1825,96800,32725,1
1570,30194,1455,138421,886,38888,23851,6
682,19063,1190,112000,853,39500,43000,4
1467,21500,1350,135000,1922,65800,31335,3
1210,31056,1679,22000,2951,170888,85000,1
5482,94458,1770,112000,2923,136888,60586,5
1467,19547,1219,150000,1102,53800,50355,3
740,32861,1425,153000,371,37500,73010,2
1210,17113,1682,133500,644,39999,60789,2
2335,39329,1650,112000,2557,92800,38216,5
2382,91724,1940,97000,1522,208888,57390,2
890,25849,1205,110000,2956,91800,47765,3
740,22556,1395,71000,888,63800,45000,1
2382,89948,1940,158000,765,152800,56500,1
1210,65922,1720,53400,2044,192800,42564,2
1194,33715,1480,17000,2255,137800,36000,1
2382,92820,1940,118000,2010,228800,39401,1
1210,42650,1832,60232,2194,161800,41805,2
1792,34805,1615,108500,402,61800,58190,2
586,45553,1610,13400,2980,232800,56001,1
742,18686,1280,36000,2736,118800,44589,1
1200,69758,1365,73000,1469,260000,36000,1
1196,30150,1610,129000,762,74800,56089,1
1815,28776,1270,266000,1551,109800,50578,6
1210,47062,1755,127000,1247,112000,51000,1
682,19020,1130,58000,1674,76800,36426,1
2362,84281,1850,59000,1160,151800,53001,3
1196,25581,1610,121000,365,53800,60101,1
742,30655,1405,135000,3,26800,68689,1
1202,43251,1735,68000,1338,121800,50110,1
1461,39421,1485,148000,1463,70800,34991,4
2457,29049,1540,140000,1341,43000,52473,3
1194,34050,1790,46900,2468,159500,35889,2
508,21121,1203,60000,1613,64800,36810,2
858,31017,1360,145000,1922,83800,26047,4
3307,76507,1735,140000,1860,98888,37941,4
1210,17994,1682,147232,824,48800,54920,3
392,21139,1165,87703,918,43800,47889,2
1208,13108,1591,81800,1586,75800,42661,2
742,32618,1410,120000,578,46500,75002,3
1458,18803,1310,135000,1468,61800,33377,5
508,14461,1081,83000,911,34800,46009,1
1364,61737,1575,158000,1832,96800,39936,6
1202,31981,1490,40000,916,82800,49602,1
624,20402,1249,92000,1004,49800,55200,3
508,16576,1150,97000,548,25000,67749,1
624,19211,1249,185000,606,31800,61000,3
624,20151,1289,56000,2285,103800,37705,1
684,25699,1490,107000,1894,101800,31101,2
684,17760,1096,97000,1163,53988,49751,1
2382,97334,1935,88000,1133,178000,53001,2
1210,29662,1175,154000,433,35800,74389,3
742,19990,1215,64320,1339,71800,46489,1
1194,38503,1565,106050,516,45800,71889,3
1210,33306,1695,25500,2068,143800,48209,1
742,19990,1215,71200,1215,65300,49430,1
684,26376,1360,111000,400,45800,61010,3
508,14938,1081,88000,1098,44800,50991,1
684,33244,1550,90800,1192,75800,55501,2
624,19158,1249,110000,794,39888,54301,2
976,28711,1480,59000,2256,112800,37989,2
738,12698,1345,95000,1104,60800,46778,1
1210,20583,1480,22800,2679,148800,46002,1
624,19883,1270,77500,1466,82800,32809,1
684,17647,1046,98200,1190,58800,50889,1
1202,40369,1465,97000,583,58800,66751,1
3772,53747,1570,53000,2316,96800,35416,5
586,36284,1550,28000,2563,199988,45600,1
682,18719,1190,128000,734,35800,57301,1
508,18038,1229,130000,371,33800,56209,3
740,28937,1435,61500,1701,103800,38941,4
1210,68448,1596,21800,2464,284000,34989,3
740,28669,1430,103098,367,55000,62890,2
740,35294,1425,93448,374,62900,60789,1
740,25384,1425,128000,731,48200,55399,3
742,16283,1205,95030,884,44188,46651,3
682,18543,1067,54126,2468,97500,33000,1
682,14402,1085,20919,2556,103800,37334,1
1210,22250,1576,42692,2437,126500,32500,1
508,18093,1229,84500,643,30800,56209,1
1210,24570,1576,72000,2346,120988,32500,1
682,20020,1190,131318,854,41100,45002,2
952,13720,1060,113000,2342,65800,33207,4
684,28279,1360,92000,1128,69500,56889,2
1796,50373,2094,101836,434,55100,72201,2
1210,43529,1680,73170,487,57800,66751,1
508,25647,1385,42678,2220,113200,37766,1
740,35465,1425,112917,942,76900,54920,2
1210,33308,1695,89511,1493,101800,49996,2
2514,41108,1650,145000,2406,89000,33568,3
1557,25004,1395,157000,2735,94800,47316,3
1636,14804,1520,105000,882,46800,55001,2
742,35634,1410,31050,371,39888,72201,1
1638,35288,1790,80500,1130,124800,48005,2
885,11254,1010,139298,1496,47300,41994,4
2364,126159,1450,60000,1190,358800,53001,3
1039,21775,1291,144000,1861,58988,29485,4
1786,25706,1531,46000,948,58800,51010,1
3682,90048,1425,149500,2591,239000,58124,4
1815,24053,1540,141000,1097,51000,50355,3
682,13936,1085,23800,1979,83000,26170,2
682,26529,1670,81000,1132,106800,48005,1
1194,35470,1408,46453,2560,165500,40301,1
7440,185909,2580,104000,3106,358800,88862,5
1212,25328,1585,93326,972,53800,56000,2
2380,71272,2105,60000,730,145900,57002,2
742,30751,1405,92000,3,28500,72810,4
2625,17038,1405,156638,1369,63200,52473,5
1176,25841,1672,141000,979,63800,56089,2
1792,51549,2030,35000,2774,286800,63002,1
1210,43194,1540,102000,1132,107800,53711,2
1210,65624,1983,12619,3103,329000,98389,1
742,26701,1405,99700,553,43800,77600,2
2362,80470,2070,104920,242,85800,67334,2
740,26150,1435,75000,2252,127800,32889,2
742,16283,1205,54000,979,51800,53694,1
2380,89301,1985,22283,2738,398800,52200,2
680,19388,1563,40000,2585,133800,41503,2
1210,17141,1532,113000,1462,76800,48005,1
1202,43644,1465,66000,1155,99800,56410,2
1467,21245,1219,163000,947,33800,46048,3
740,35914,1490,66000,1827,155800,39406,2
2457,30659,1770,140269,1496,63500,50168,5
684,32596,1480,102800,1640,96800,39903,1
1210,42518,1832,40000,2468,180800,35001,2
586,33622,1380,15500,3321,182800,87235,1
738,14802,1292,125000,369,31800,56209,3
738,18612,1287,42000,1984,87800,26309,1
1458,18632,1300,167000,1007,36988,51630,3
1694,29624,1450,66000,372,15200,18751,1
2382,76072,1790,90000,582,95800,78001,2
767,19331,1090,70500,919,33000,22069,3
508,18454,1285,110000,792,39800,56001,3
586,44721,1555,14000,3136,239800,100697,1
1210,29975,1757,13600,2682,171800,45001,1
1636,21335,1530,82000,979,58800,49602,2
608,7790,1115,63600,1582,63900,36890,2
1196,29802,1610,80000,790,59800,55001,4
508,20399,1325,34900,1834,87800,28457,1
742,20173,1249,100897,1127,59999,53334,2
1208,15402,1566,115633,886,47822,46502,3
2457,25270,1780,120311,1676,69800,38712,3
767,19409,1060,106606,401,23800,16570,3
2362,81812,1850,32600,1982,276000,41000,2
3027,57485,1360,163000,1468,88888,50451,5
740,23275,1425,93000,1889,105800,23568,1
1198,35007,1485,53000,2065,139800,35906,1
1638,41542,1920,123000,368,72000,72180,2
1196,31118,1610,66000,889,62800,47000,3
1815,18217,1552,240000,1893,59800,31553,5
976,28946,1545,116000,398,29800,72201,3
684,28033,1490,65500,2467,125500,35001,1
890,31019,1500,166599,2712,90999,41397,6
682,18530,1067,51000,2342,90800,31210,1
740,28689,1435,111000,365,32800,72990,2
624,27195,1310,90000,396,25800,67889,2
682,19894,1190,86000,945,42800,46667,4
740,25919,1425,117500,641,43988,67601,1
586,42598,1610,6600,3198,227988,91112,1
2380,91631,1647,65000,462,113800,70890,2
4002,139228,1490,106000,3442,405800,106916,4
1638,35221,1800,63322,1311,114800,54000,2
1033,15221,1232,187000,7,13800,14664,5
740,35294,1425,108000,734,62888,62140,2
806,24364,1417,89728,2741,88800,42283,2
1210,41966,1755,72900,399,73800,62101,2
742,20275,1237,58268,2197,101800,34001,1
1636,17450,1520,135514,458,31800,73900,3
738,15696,1295,80599,1673,70999,38510,2
684,26690,1360,74000,461,33600,70890,1
508,18689,1285,120000,974,49800,55200,1
5201,411566,1565,35000,3471,699000,109948,5
506,13666,940,83000,1464,55800,42900,2
1266,53826,1650,146000,2741,97800,47316,4
506,13930,940,39726,2095,72800,26667,1
742,14052,1413,98000,974,39800,55100,2
2382,81863,1705,40000,2012,229800,36961,1
662,15781,1110,15000,3139,136800,68501,1
1210,40767,1755,75000,1981,147800,43102,2
1792,36191,1615,108000,857,72800,44001,2
976,19953,1360,88112,765,45800,57501,1
740,35428,1425,159500,798,68999,59889,3
1196,28979,1610,108000,430,41800,73990,1
682,19193,1190,107158,827,42800,45002,1
1196,31322,1610,105438,34,33800,73010,2
1210,16906,1682,95000,1129,79800,51000,2
1210,30806,1695,77000,1860,116800,32552,2
682,18014,1130,88000,761,50800,51506,2
1202,44782,1735,71888,2008,164999,39401,1
974,20753,1350,95000,764,61800,57501,2
682,13891,1085,53388,2462,94999,33520,1
578,14798,1020,100000,1313,55800,51106,2
3922,206645,1760,10000,2287,665800,37989,1
3602,42070,1890,114888,606,59888,75000,3
738,14596,1287,82509,2065,84800,36704,1
682,19398,1210,83000,399,39800,61410,1
626,16770,1045,67000,1245,49800,50789,1
682,21562,1185,85000,1104,57800,50000,2
890,31931,1315,104996,2927,93800,46482,4
624,27195,1310,138000,515,32800,67749,3
3071,69553,2070,123000,2197,107000,32914,5
1208,41155,1391,83000,1703,165800,39001,2
740,28107,1430,104332,791,55500,55399,4
578,15567,1052,52800,1675,70800,38000,1
5738,285582,1780,68000,2652,358800,42683,6
1210,56101,1995,58000,1251,129800,53001,1
508,13438,1048,78000,1886,69500,23568,1
1026,17926,1313,135000,186,8800,13088,6
508,20399,1325,79999,1736,74800,32699,2
684,35415,1375,13227,2591,159800,70002,2
2362,35685,1445,135796,795,83800,55001,4
740,36172,1490,84396,1948,137800,34509,1
955,21176,1300,146018,462,20800,16184,3
742,17982,1205,45000,760,56300,47300,2
1210,20733,1379,199000,430,28800,74389,2
742,19741,1230,39707,1678,78800,38510,1
1196,33172,1610,81700,739,80800,57002,1
1364,24697,1340,120334,2314,82800,35416,6
578,15750,1052,80288,2014,78800,33199,2
740,27747,1435,71000,1492,92800,42900,2
1194,34321,1790,73473,1132,75800,53001,1
742,19833,1237,21256,2349,107800,32699,1
684,15374,1046,93000,487,26800,66010,2
1638,31214,1790,120000,365,41800,71990,2
740,37239,1425,69000,1553,115800,45289,1
578,16331,1070,48000,2561,99888,35990,1
506,15701,970,14900,3139,123800,73801,1
1672,51856,1280,90000,2195,100888,32914,3
682,13456,1085,85137,1678,70800,38941,2
742,27620,1405,88000,524,39888,76612,3
1210,43789,1490,23547,2563,192000,61001,1
1210,40767,1755,45003,2065,155800,48010,1
682,15091,1321,119830,769,35800,55889,2
684,25599,1495,140000,940,53800,51010,1
684,17537,1096,87666,730,48800,53000,1
682,15211,1079,110315,940,39800,47020,1
506,14513,940,89000,1003,39800,49000,2
1210,18003,1472,80000,1642,81000,39001,2
740,37480,1425,91000,1675,123888,37010,2
682,19382,1331,68000,1310,58588,46489,2
682,15677,1100,81055,1527,63800,42339,2
4729,140994,1525,127138,2622,333888,40714,4
1210,18914,1438,138000,3,19000,65001,3
740,36112,1425,94000,1133,87800,57508,2
1039,30742,1205,93000,2225,77800,32416,3
1033,11051,1251,138000,2195,64800,30574,2
738,17871,1295,82000,1164,54800,48000,1
738,11819,1345,78000,1730,73800,33798,2
1210,40966,1540,65000,1371,105777,50001,2
1552,32002,1393,130700,2622,87888,42683,6
1210,56611,1540,79000,2193,199800,35001,1
868,21853,1241,150008,462,19999,16184,4
738,13178,1284,95000,1190,52800,49751,2
1176,24786,1695,68000,1834,113800,31302,3
1208,16117,1591,60000,2255,116800,39700,1
742,26620,1405,131000,578,41966,75002,1
1026,16953,1130,151000,1886,55800,27571,3
1570,27689,1390,203000,2226,94800,34935,6
1364,53923,1615,135000,2197,89800,32914,3
1210,16787,1365,80000,1490,72800,57414,2
958,15434,1325,148000,2347,65800,33207,5
624,26033,1288,40000,2196,132988,38802,1
610,11581,1055,68000,1305,52800,51106,1
738,13571,1284,133000,886,42800,45000,2
1458,18803,1310,145000,1946,94000,31933,3
1792,38998,1940,86000,2073,199966,35906,1
684,35886,1375,31000,2765,157777,58089,1
4332,109983,1760,128500,2741,160000,47316,6
1792,32119,1980,169776,761,95800,60000,2
1194,38525,1565,61223,371,42800,72002,1
1202,35687,1465,168750,458,52888,75200,4
2694,54663,1600,139000,1678,59800,38712,3
740,35294,1425,107000,641,59966,71509,1
624,27607,1310,131178,854,53800,44001,3
1202,40392,1465,80000,733,89800,49602,1
620,17727,1417,87000,1188,56800,50889,2
1798,19177,1604,124000,396,38500,62140,1
1792,39135,1940,92000,1920,192800,31001,2
2382,89948,1940,94000,1307,176800,53001,2
742,16509,1205,55000,1921,79800,25920,1
1636,14835,1520,110000,606,39800,66751,2
740,36348,1510,83000,1888,128800,25501,1
740,26496,1435,63888,1857,123888,31783,1
1815,24659,1540,123000,1832,62800,32279,4
1210,41714,1490,26000,2924,178800,82801,2
1210,16462,1682,108000,1465,81800,48109,1
2380,66955,1940,8000,3405,348000,113881,1
508,18454,1285,79000,886,42800,43000,2
684,28335,1360,139000,636,43988,58109,3
4651,80400,2245,144000,2342,105800,35416,1
1113,17853,1195,125000,2042,61800,27886,3
742,19598,1280,9800,2956,135800,87889,1
1271,25169,1219,131455,2741,86888,47316,3
684,17584,1096,61000,1945,81800,25501,2
682,18266,1067,25000,2560,96800,36534,1
3944,253733,2255,100,3504,1258,105501,1
2514,54498,1430,89000,1860,92800,37941,1
682,22827,1190,67000,1856,92800,31783,1
3332,76773,1875,120000,2433,113000,33568,3
1467,21566,1370,138000,2100,72800,42885,3
2362,73224,1540,36000,1493,255800,53711,2
2457,27887,1605,123000,2011,61800,35411,3
684,26549,1175,70000,1465,88888,50001,2
742,19726,1249,79688,1491,75800,36001,2
1452,33436,1270,117000,2801,153800,53932,6
600,17555,1240,44500,1649,78800,42322,1
742,19726,1249,96800,1499,75820,36001,3
1461,35656,1485,230252,1678,59800,38712,5
738,11605,1345,70000,1645,71800,37000,2
508,19821,1120,78000,464,27800,62002,2
1176,25671,1557,137500,640,41800,58109,2
1210,30808,1695,110448,1460,97800,53711,1
1194,34321,1790,91433,1125,79800,53001,1
1039,36974,1500,148000,2194,73800,30574,5
1210,41984,1615,125000,732,86000,57508,2
1176,39504,1695,58000,2070,143800,34000,1
684,33582,1375,4600,3190,159800,80000,1
78,15154,1030,32000,2006,69800,9659,1
1461,51278,1540,198000,1832,61800,32121,4
1202,46039,1465,115000,1132,113800,50001,1
508,13435,1044,78000,1101,45800,50991,2
3100,37746,1830,103000,6,42800,70002,2
742,19589,1205,108000,769,45966,55399,1
1113,12537,1240,114200,2011,57800,26175,2
1033,14240,1207,100800,494,19800,16519,4
1194,38528,1565,51000,4,42800,69001,1
742,28942,1300,99000,1524,84777,49189,1
2442,30960,1640,122000,739,52800,54463,4
1331,47484,1620,120000,3045,148800,80583,3
976,23454,1360,108000,736,46800,61300,1
586,40777,1555,18,3495,279888,113034,1
738,12425,1292,76000,371,34966,55889,1
736,16292,1160,102000,1468,64800,41761,1
1196,31189,1580,102000,852,59800,51000,4
1792,37288,1980,116000,1218,126800,48556,3
1210,51225,1715,46259,1735,156888,31001,1
1208,14358,1566,111180,791,42800,48043,1
1210,41902,1660,89891,1949,151800,32909,2
1210,39959,1535,30188,2346,169888,38000,1
3998,107709,1760,137009,3013,178888,79034,6
1210,91246,1765,24000,2830,350000,57700,1
1194,59037,2050,55000,1309,151500,53001,3
624,22568,1310,85000,946,50800,49000,4
1202,35533,1465,121000,373,45800,68689,3
1433,38441,1790,95339,2591,133800,58124,5
959,14287,1267,151000,2591,75800,36475,5
604,15936,1650,70000,1000,47888,46628,2
868,23894,1285,125000,2467,79800,32875,4
742,21690,1230,40000,1642,83888,40000,1
392,19090,1185,57555,2068,84800,33199,1
742,26620,1405,139000,575,38800,77600,2
742,20072,1237,30000,1827,99800,31917,2
6617,86895,1969,165000,2987,113777,73954,1
1638,32469,1790,89412,945,78800,56000,1
682,23375,1190,31000,2951,120800,41801,1
1202,59607,1615,85000,1251,123777,50621,2
620,19154,1417,83000,370,18000,63990,5
742,19726,1249,99600,1493,84800,42900,2
1467,19845,1190,156000,1494,54800,50168,3
506,14471,940,58000,1498,61800,46791,3
1208,13948,1566,90000,371,34800,62140,3
684,36862,1505,37000,3043,169800,87000,2
684,27737,1425,80000,889,59888,46502,1
1202,42569,1705,74000,1863,153800,31301,1
740,27610,1425,99000,551,39800,67749,1
738,13043,1295,91000,1278,53900,51765,2
2293,33485,1710,177000,2465,95800,33568,3
1210,54239,1430,6000,3132,252800,91112,1
7294,128402,1875,160000,2433,139800,33568,6
3944,224531,1493,4000,3044,1080,85000,1
1202,43160,1570,40000,2222,218888,38802,1
1630,32696,1858,96000,2190,148800,37000,1
578,15902,1052,19000,1826,75800,32699,1
738,16524,1594,99000,1496,80800,57414,1
1202,33853,1455,119000,523,51777,76790,1
1196,26381,1580,89000,790,57800,58801,4
2378,102018,1725,6000,3191,488888,107001,1
1210,84372,1720,78000,1493,199800,32000,2
1210,73150,1680,74586,971,123800,49000,2
1677,22003,1380,136000,2042,73888,39563,4
1815,26212,1470,173000,947,34988,46048,4
1039,16716,1195,130000,2194,77888,32190,3
684,40112,1430,9200,3291,193800,108003,1
682,14299,1310,70000,1643,69000,39000,2
578,16462,1040,38700,1313,59800,51600,2
586,35464,1550,9300,2955,217800,86000,1
1200,69708,1365,69000,2744,345800,60001,1
684,26078,1324,95000,768,67800,57010,2
508,18038,1229,112586,396,33800,57089,1
1210,48925,1500,1800,3530,240800,123000,1
1200,76132,1365,30000,2224,354800,36502,3
1210,40966,1540,61000,1095,110800,51000,2
508,18583,1285,102285,1251,54800,50789,1
1210,19885,1441,25200,2768,135800,58089,2
1210,29378,1757,58000,2710,169800,47001,1
682,16546,1321,89000,974,40888,55200,3
1786,26073,1568,82000,765,51800,62019,2
1630,30444,1855,139855,181,27500,75300,3
740,37239,1425,85769,1491,112800,49000,2
1210,18609,1535,114500,398,25500,72180,3
6539,116178,1880,97000,2226,186888,38216,6
684,33930,1365,81339,2066,130800,39400,1
1212,20412,1544,130000,640,38888,58109,4
738,10826,1284,111000,1102,55800,42801,2
1552,25959,1648,108000,2562,88888,38216,3
506,13744,940,91000,915,38800,47300,2
1792,48192,2055,108000,1730,185800,34381,1
624,26905,1300,80000,824,47888,51301,3
682,20054,1190,70000,1099,50888,50000,3
2834,72221,1660,95000,2927,135800,60586,5
8254,336575,2585,42200,398,599000,62140,4
740,28107,1430,87000,731,62800,57498,2
1815,37985,1270,23000,1581,148800,50578,3
890,18996,1100,120000,1128,36800,23883,3
2380,49967,1706,79000,736,135000,56500,3
2442,35758,1630,170000,186,8600,17706,6
2382,70388,2130,37000,371,92888,71990,2
684,32337,1430,109000,763,75800,55501,1
5527,78062,1625,111000,2197,147800,32914,2
682,21767,1190,80000,734,49888,53000,3
1210,45320,1540,54100,1891,142800,30851,1
1210,30808,1695,91258,1492,98800,48005,1
3100,45109,2090,105000,583,79800,75000,2
624,20037,1270,79339,1891,90800,23568,3
1792,48189,2045,52000,1891,191800,31001,1
624,18870,1289,40888,2555,112800,40301,1
682,20497,1190,82000,1005,46888,45504,3
608,7776,1115,47000,1643,62888,38830,1
624,17479,1331,70000,2044,85888,36704,1
682,15557,1090,90000,941,38388,45000,3
1210,17994,1682,130000,948,54889,51010,3
684,26902,1393,31900,2340,126888,30012,2
2700,40967,1625,196000,1312,49800,52491,5
624,33813,1498,88000,1253,84800,52807,2
1210,65613,1715,9339,3291,319800,113000,1
1210,17596,1290,47900,2463,103800,35001,1
2378,102823,1725,33000,3045,455800,82501,1
738,10885,1284,117000,1372,52800,51600,5
1104,12413,1100,168000,1365,46800,48200,5
740,37206,1425,89000,1248,95999,48556,3
680,22728,1120,19000,2588,118800,48000,1
508,17532,1265,72000,1339,55000,45201,1
682,16004,1310,97150,1221,51800,49751,3
1202,50925,1555,101000,1004,123800,56089,3
1364,21698,1340,138000,1982,69800,33018,4
392,18907,1185,60038,2038,83000,33199,2
2700,36637,1625,158474,1099,56800,50972,4
742,19990,1215,118219,1189,59999,50101,2
508,18725,1285,50000,1194,58800,50889,2
738,19319,1287,35362,2460,107800,33520,1
976,19953,1360,118000,884,51000,46970,2
2364,141789,1590,611,3440,760000,95856,1
1210,62501,1645,11000,2922,298800,113000,1
1210,36527,1315,44000,1860,131999,30959,2
506,14471,940,69463,733,42800,53000,1
1210,60544,1545,16247,2953,291800,113299,1
624,27413,1383,119000,733,47777,57301,1
1113,17500,1195,135254,2011,59800,26175,1
1113,17853,1195,138000,2011,58800,26175,1
682,24264,1190,47000,1922,88888,25920,1
738,21374,1594,68000,1104,81388,50001,2
742,18787,1230,80000,2072,90388,29159,2
1784,40320,1620,9908,2561,198888,57700,1
1792,36195,1615,124175,1163,92800,50010,3
508,18454,1285,70333,824,45800,51301,1
682,21227,1210,79626,1254,62800,51765,1
682,16723,1321,84000,734,43000,53334,3
814,31873,1485,120000,3435,117999,85845,4
1638,40835,1775,155218,277,42800,68103,3
626,20062,1233,90600,1946,78800,33989,1
1200,69757,1365,38000,1826,267800,31302,2
1792,44186,2030,23,3347,333800,102002,1
1033,14407,1251,155380,610,21800,16438,4
738,16524,1594,90000,1497,77588,57414,3
740,28410,1435,58000,1979,117888,23568,1
974,19125,1350,80000,1336,70588,53001,2
1169,54305,1470,152000,2927,112999,60586,3
684,17802,1046,95000,1128,51777,45655,2
684,24947,1225,48000,1860,93500,28199,2
