Listing ID,Listing URL,Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
1239219,https://www.sgcarmart.com/used_cars/info.php?ID=1239219,Toyota,42800,22530,1196,6-Apr-15,517,85000,2014,Auto,20267,26381,18934,67901,1986,111,1580,1,SUV
1223391,https://www.sgcarmart.com/used_cars/info.php?ID=1223391,Toyota,42800,22400,3100,10-Sep-14,6,103000,2014,Auto,28771,37746,44845,70002,3456,206,1830,2,MPV
1190506,https://www.sgcarmart.com/used_cars/info.php?ID=1190506,Toyota,42800,22770,1638,1-Aug-14,277,155218,2014,Auto,30014,40835,49169,68103,2362,125,1775,3,MPV
1230307,https://www.sgcarmart.com/used_cars/info.php?ID=1230307,Mitsubishi,42888,13890,738,20-May-16,946,91000,2015,Auto,20441,13572,13572,47300,1590,86,1284,2,Mid-Sized Sedan
1196232,https://www.sgcarmart.com/used_cars/info.php?ID=1196232,Mazda,43000,12910,682,29-Aug-16,734,84000,2016,Auto,22362,16723,11723,53334,1496,88,1321,3,Mid-Sized Sedan
1238401,https://www.sgcarmart.com/used_cars/info.php?ID=1238401,Nissan,43000,14790,508,21-Mar-16,886,100714,2016,Auto,19332,18974,13974,45000,1197,85,1285,3,SUV
1202530,https://www.sgcarmart.com/used_cars/info.php?ID=1202530,Toyota,43000,13800,684,27-May-16,942,87601,2015,Auto,20125,13699,13699,45504,1497,80,1045,3,Mid-Sized Sedan
1238720,https://www.sgcarmart.com/used_cars/info.php?ID=1238720,Toyota,43000,11490,2457,11-Jul-07,1341,140000,2007,Auto,19623,29049,31954,52473,2362,123,1540,3,Luxury Sedan
1229260,https://www.sgcarmart.com/used_cars/info.php?ID=1229260,Toyota,43300,13920,684,27-May-16,942,82000,2015,Auto,20125,13699,13699,45504,1497,80,1045,4,Mid-Sized Sedan
1199436,https://www.sgcarmart.com/used_cars/info.php?ID=1199436,Volkswagen,43500,19440,620,25-May-15,576,70591,2014,Auto,25869,26619,24267,77600,1390,118,1373,5,Hatchback
1218962,https://www.sgcarmart.com/used_cars/info.php?ID=1218962,Mazda,43777,19080,1520,29-Jun-15,610,91000,2015,Auto,24491,21644,22302,71509,2261,120,1780,2,MPV
1219131,https://www.sgcarmart.com/used_cars/info.php?ID=1219131,Audi,43800,15690,392,13-May-16,918,87703,2016,Auto,16303,21139,6595,47889,999,70,1165,2,Hatchback
1238226,https://www.sgcarmart.com/used_cars/info.php?ID=1238226,Audi,43800,16660,624,27-Oct-15,732,83150,2015,Auto,23484,26928,19700,57301,1395,92,1300,2,Hatchback
1239296,https://www.sgcarmart.com/used_cars/info.php?ID=1239296,BMW,43800,17380,3573,21-Apr-06,917,200000,2006,Auto,11960,73824,81207,47450,2996,190,1580,6,Sports Car
1238663,https://www.sgcarmart.com/used_cars/info.php?ID=1238663,BMW,43800,17620,742,12-May-15,552,121000,2014,Auto,29812,35713,31999,78004,1598,125,1410,4,Luxury Sedan
1174870,https://www.sgcarmart.com/used_cars/info.php?ID=1174870,BMW,43800,21580,742,13-May-15,553,99700,2014,Auto,22906,26701,19382,77600,1598,100,1405,2,Luxury Sedan
1188592,https://www.sgcarmart.com/used_cars/info.php?ID=1188592,Chevrolet,43800,14480,604,31-Mar-16,887,98000,2016,Auto,21193,16278,16278,46667,1362,103,1650,2,MPV
1222086,https://www.sgcarmart.com/used_cars/info.php?ID=1222086,Honda,43800,15430,684,30-Mar-16,886,128200,2016,Auto,18090,16698,11698,45000,1498,96,1046,3,Hatchback
1210309,https://www.sgcarmart.com/used_cars/info.php?ID=1210309,Honda,43800,15150,682,20-Apr-16,915,106831,2015,Auto,18369,20949,11329,46009,1496,97,1130,2,Stationwagon
1238424,https://www.sgcarmart.com/used_cars/info.php?ID=1238424,Hyundai,43800,14330,738,21-Mar-16,886,120000,2016,Auto,21631,17805,17805,45000,1591,93.8,1345,3,Mid-Sized Sedan
1238264,https://www.sgcarmart.com/used_cars/info.php?ID=1238264,Hyundai,43800,13420,608,12-Aug-16,1008,114088,2016,Auto,21826,11636,11636,52503,1368,73.6,1035,1,Mid-Sized Sedan
1236430,https://www.sgcarmart.com/used_cars/info.php?ID=1236430,Mazda,43800,18200,1210,16-Sep-15,397,71000,2015,Auto,21342,17483,17483,61001,1998,111,1535,1,MPV
1238814,https://www.sgcarmart.com/used_cars/info.php?ID=1238814,Mazda,43800,13450,682,10-Aug-16,1006,120654,2016,Auto,21719,16600,11600,52301,1496,88,1321,3,Mid-Sized Sedan
1203687,https://www.sgcarmart.com/used_cars/info.php?ID=1203687,Mitsubishi,43800,13780,738,17-Jun-16,972,76000,2016,Auto,20886,13855,13855,47020,1590,86,1284,4,Mid-Sized Sedan
1239718,https://www.sgcarmart.com/used_cars/info.php?ID=1239718,Nissan,43800,13890,1786,18-Nov-15,764,120000,2015,Auto,30137,26629,29281,59889,2488,127,1510,2,Luxury Sedan
1238811,https://www.sgcarmart.com/used_cars/info.php?ID=1238811,Opel,43800,12860,392,29-Dec-16,1159,70000,2016,Auto,19596,19774,5000,50951,999,77,1188,2,Hatchback
1238878,https://www.sgcarmart.com/used_cars/info.php?ID=1238878,Peugeot,43800,11040,816,1-Nov-12,1131,71000,2012,Auto,31291,29711,29711,39465,1598,115,1410,1,Luxury Sedan
1225044,https://www.sgcarmart.com/used_cars/info.php?ID=1225044,Toyota,43800,17380,976,3-Aug-15,644,102000,2015,Auto,24135,23454,24836,58109,1798,105,1360,2,MPV
1194380,https://www.sgcarmart.com/used_cars/info.php?ID=1194380,Toyota,43800,16680,684,24-Dec-15,799,76000,2015,Auto,21073,14278,14278,56989,1497,80,1045,2,Mid-Sized Sedan
1174395,https://www.sgcarmart.com/used_cars/info.php?ID=1174395,Volkswagen,43800,18890,508,30-Jul-15,641,73016,2014,Auto,20917,19795,19795,55889,1197,77,1222,2,Hatchback
1215329,https://www.sgcarmart.com/used_cars/info.php?ID=1215329,Volkswagen,43800,16730,508,26-Feb-16,852,87817,2015,Auto,15618,18234,8234,45002,1197,81,1229,4,Hatchback
1238538,https://www.sgcarmart.com/used_cars/info.php?ID=1238538,Volkswagen,43800,16370,1194,12-Dec-14,402,59000,2014,Auto,35859,41062,49487,74389,1984,147,1790,1,MPV
1227754,https://www.sgcarmart.com/used_cars/info.php?ID=1227754,BMW,43988,16930,684,5-Aug-15,636,139000,2015,Auto,25175,28335,26669,58109,1499,100,1360,3,Hatchback
1235908,https://www.sgcarmart.com/used_cars/info.php?ID=1235908,Chevrolet,43988,7920,588,12-May-09,2011,152000,2008,Manual,14522,7664,7664,26175,995,48.5,855,5,Hatchback
1238569,https://www.sgcarmart.com/used_cars/info.php?ID=1238569,Mercedes-Benz,43988,18000,740,31-Jul-15,641,117500,2015,Auto,24939,25919,23287,67601,1595,90,1425,1,Hatchback
1238079,https://www.sgcarmart.com/used_cars/info.php?ID=1238079,Mazda,43998,15830,1210,28-Dec-15,794,157339,2015,Auto,22983,18062,18062,55001,1998,111,1535,1,MPV
1227485,https://www.sgcarmart.com/used_cars/info.php?ID=1227485,Mazda,43998,14420,2143,27-Feb-12,1102,99107,2010,Auto,18475,31446,31446,30293,2488,120,1596,1,SUV
1239087,https://www.sgcarmart.com/used_cars/info.php?ID=1239087,Hyundai,44000,14660,738,5-May-16,910,44502,2016,Auto,19540,12966,12966,46009,1591,93.8,1345,1,Mid-Sized Sedan
1223535,https://www.sgcarmart.com/used_cars/info.php?ID=1223535,Subaru,44000,14910,744,22-Mar-16,887,128000,2015,Auto,20125,15274,15274,45000,1600,84,1480,3,SUV
1211942,https://www.sgcarmart.com/used_cars/info.php?ID=1211942,Nissan,44188,14830,742,19-Mar-16,884,95030,2015,Auto,21094,16283,16283,46651,1598,85,1205,3,Mid-Sized Sedan
1238806,https://www.sgcarmart.com/used_cars/info.php?ID=1238806,Mazda,44300,14480,682,16-May-16,941,111000,2016,Auto,20559,18622,13622,47889,1496,88,1321,2,Mid-Sized Sedan
1239282,https://www.sgcarmart.com/used_cars/info.php?ID=1239282,Nissan,44300,13940,508,17-Jun-16,972,134000,2016,Auto,22742,18974,13974,53694,1197,85,1285,3,SUV
1208577,https://www.sgcarmart.com/used_cars/info.php?ID=1208577,Mazda,44388,21190,1210,5-Jun-15,576,88000,2015,Auto,23254,19125,19125,77600,1998,111,1664,1,MPV
1199858,https://www.sgcarmart.com/used_cars/info.php?ID=1199858,Kia,44500,14900,738,18-Apr-16,914,79000,2016,Auto,20026,14111,14111,46009,1591,95.3,1295,2,Mid-Sized Sedan
1239058,https://www.sgcarmart.com/used_cars/info.php?ID=1239058,Mercedes-Benz,44500,30330,740,15-Oct-14,365,150000,2014,Auto,22287,32856,27999,68689,1595,115,1425,3,Luxury Sedan
1239695,https://www.sgcarmart.com/used_cars/info.php?ID=1239695,BMW,44800,20390,1210,10-Sep-14,7,40000,2013,Auto,32871,46786,52501,74403,1997,135,1615,2,Luxury Sedan
1209318,https://www.sgcarmart.com/used_cars/info.php?ID=1209318,Chevrolet,44800,14710,604,7-Apr-16,884,105232,2016,Auto,21501,16597,16597,46502,1362,103,1650,1,MPV
1238204,https://www.sgcarmart.com/used_cars/info.php?ID=1238204,Honda,44800,15370,182,6-May-16,912,72635,2015,Auto,14417,20600,10840,30889,1496,96,1190,1,SUV
1225010,https://www.sgcarmart.com/used_cars/info.php?ID=1225010,Lexus,44800,12330,7353,15-Jun-07,1312,93000,2007,Auto,19055,85695,94265,52491,4608,280,1925,2,Luxury Sedan
1239021,https://www.sgcarmart.com/used_cars/info.php?ID=1239021,Mazda,44800,16650,682,28-Jan-16,823,139000,2015,Auto,19694,18240,13240,51301,1496,88,1321,2,Mid-Sized Sedan
1169432,https://www.sgcarmart.com/used_cars/info.php?ID=1169432,Mercedes-Benz,44800,21870,1202,17-Jul-14,272,159000,2014,Auto,33113,49580,56412,64889,1991,155,1680,3,Luxury Sedan
1231584,https://www.sgcarmart.com/used_cars/info.php?ID=1231584,Nissan,44800,13910,508,28-Oct-16,1098,88000,2016,Auto,18743,14938,5000,50991,1198,72,1081,1,Hatchback
1239610,https://www.sgcarmart.com/used_cars/info.php?ID=1239610,Toyota,44800,32700,1638,20-Jun-14,246,108000,2014,Auto,27003,37721,44810,67290,2362,125,1930,2,MPV
1238997,https://www.sgcarmart.com/used_cars/info.php?ID=1238997,Toyota,44800,17220,976,21-Oct-15,736,110000,2015,Auto,24066,19953,19953,61300,1798,105,1360,4,MPV
1204529,https://www.sgcarmart.com/used_cars/info.php?ID=1204529,Toyota,44800,14640,684,17-May-16,942,107150,2015,Auto,20001,13699,13699,45504,1497,80,1045,3,Mid-Sized Sedan
1223189,https://www.sgcarmart.com/used_cars/info.php?ID=1223189,Toyota,44800,13270,1458,27-Feb-07,1217,123257,2006,Auto,17564,22825,14110,52077,1794,97,1300,5,MPV
1237935,https://www.sgcarmart.com/used_cars/info.php?ID=1237935,Toyota,44800,20960,1196,15-May-15,575,83000,2015,Auto,25001,29366,23113,77600,1986,111,1620,1,SUV
1177458,https://www.sgcarmart.com/used_cars/info.php?ID=1177458,Volkswagen,44800,17580,508,16-Oct-15,732,103700,2015,Auto,22637,18984,18984,56001,1197,77,1222,3,Hatchback
1194676,https://www.sgcarmart.com/used_cars/info.php?ID=1194676,Volkswagen,44800,15600,624,28-Jan-16,823,74000,2015,Auto,22570,22167,18034,51301,1395,92,1383,2,Hatchback
1179827,https://www.sgcarmart.com/used_cars/info.php?ID=1179827,Volkswagen,44800,16560,624,2-Mar-16,855,104400,2015,Auto,16642,20481,10674,43000,1395,92,1249,2,Hatchback
1239091,https://www.sgcarmart.com/used_cars/info.php?ID=1239091,Honda,45000,15750,682,24-May-16,949,88000,2016,Auto,16904,17734,7734,47020,1496,97,1130,1,Stationwagon
1238380,https://www.sgcarmart.com/used_cars/info.php?ID=1238380,Toyota,45000,16330,742,29-Dec-15,794,47228,2015,Auto,22673,17804,17804,54301,1598,90,1205,2,Mid-Sized Sedan
1239473,https://www.sgcarmart.com/used_cars/info.php?ID=1239473,Honda,45300,16230,682,14-Apr-16,910,72000,2015,Auto,17151,19404,9404,46009,1496,96,1190,1,SUV
1198727,https://www.sgcarmart.com/used_cars/info.php?ID=1198727,Mazda,45300,12950,682,31-Oct-16,1102,126000,2016,Auto,23265,16629,11629,51506,1496,88,1321,3,Mid-Sized Sedan
1239095,https://www.sgcarmart.com/used_cars/info.php?ID=1239095,Kia,45500,16940,1634,26-May-15,576,52000,2015,Auto,31016,31603,36245,68668,2359,138,1785,1,SUV
1229981,https://www.sgcarmart.com/used_cars/info.php?ID=1229981,Audi,45800,17590,624,19-Oct-15,734,90500,2015,Auto,23679,27621,20670,56001,1395,92,1310,3,Luxury Sedan
1238657,https://www.sgcarmart.com/used_cars/info.php?ID=1238657,Audi,45800,17490,1194,26-Mar-15,516,106050,2014,Auto,32897,38503,40905,71889,1984,132,1565,3,Luxury Sedan
1207274,https://www.sgcarmart.com/used_cars/info.php?ID=1207274,BMW,45800,17040,684,30-Sep-15,401,86800,2015,Auto,25749,26883,24637,62101,1499,100,1360,2,Hatchback
1235377,https://www.sgcarmart.com/used_cars/info.php?ID=1235377,BMW,45800,17220,684,30-Sep-15,400,111000,2015,Auto,25110,26376,23927,61010,1499,100,1360,3,Hatchback
1238820,https://www.sgcarmart.com/used_cars/info.php?ID=1238820,Chevrolet,45800,14880,604,29-Apr-16,914,135000,2016,Auto,21484,15922,15922,47510,1362,103,1650,1,MPV
1233057,https://www.sgcarmart.com/used_cars/info.php?ID=1233057,Hyundai,45800,12700,886,22-May-12,1312,65000,2012,Auto,24349,11470,11470,33793,1591,95.6,1267,2,Mid-Sized Sedan
1238895,https://www.sgcarmart.com/used_cars/info.php?ID=1238895,Mercedes-Benz,45800,18890,740,4-Aug-15,635,85533,2015,Auto,24831,25919,23287,66590,1595,90,1425,2,Hatchback
1226900,https://www.sgcarmart.com/used_cars/info.php?ID=1226900,Mercedes-Benz,45800,11700,1461,12-Sep-07,1103,167000,2007,Auto,19701,49529,54482,50355,1796,135,1540,4,Luxury Sedan
1238455,https://www.sgcarmart.com/used_cars/info.php?ID=1238455,Mercedes-Benz,45800,27650,1202,12-Nov-14,373,121000,2014,Auto,24875,35533,31747,68689,1991,135,1465,3,Luxury Sedan
1239198,https://www.sgcarmart.com/used_cars/info.php?ID=1239198,Mitsubishi,45800,12140,506,8-May-17,1279,89000,2016,Auto,21799,14213,5000,52000,1193,57,940,3,Mid-Sized Sedan
1239176,https://www.sgcarmart.com/used_cars/info.php?ID=1239176,Mitsubishi,45800,13800,738,29-Jul-16,1004,94650,2016,Auto,23328,14569,14569,52301,1590,86,1284,1,Mid-Sized Sedan
1223420,https://www.sgcarmart.com/used_cars/info.php?ID=1223420,Nissan,45800,14200,508,31-Oct-16,1101,78000,2016,Auto,18785,13435,5000,50991,1198,58,1044,2,Hatchback
1201415,https://www.sgcarmart.com/used_cars/info.php?ID=1201415,Nissan,45800,17020,508,29-Jan-16,824,70333,2015,Auto,19836,18454,13454,51301,1197,85,1285,1,SUV
1191742,https://www.sgcarmart.com/used_cars/info.php?ID=1191742,Subaru,45800,17590,744,13-Nov-15,739,113060,2015,Auto,22881,18249,18249,57301,1600,84,1480,1,SUV
1200840,https://www.sgcarmart.com/used_cars/info.php?ID=1200840,Subaru,45800,17520,744,13-Nov-15,739,112000,2015,Auto,23056,18541,18541,57301,1600,84,1480,1,SUV
1231019,https://www.sgcarmart.com/used_cars/info.php?ID=1231019,Subaru,45800,16100,744,25-Feb-16,850,100000,2015,Auto,20207,15274,15274,46651,1600,84,1480,2,SUV
1239309,https://www.sgcarmart.com/used_cars/info.php?ID=1239309,Toyota,45800,16570,976,11-Dec-15,767,160000,2015,Auto,25180,19953,19953,61103,1798,105,1360,1,MPV
1225595,https://www.sgcarmart.com/used_cars/info.php?ID=1225595,Toyota,45800,16360,2457,24-Nov-06,1007,167371,2006,Auto,14442,38001,41802,51630,2362,125,1845,3,MPV
1235429,https://www.sgcarmart.com/used_cars/info.php?ID=1235429,Toyota,45800,16280,1792,17-Aug-15,367,80000,2015,Auto,30598,28263,31569,71889,2494,133,1470,1,Luxury Sedan
1238548,https://www.sgcarmart.com/used_cars/info.php?ID=1238548,Toyota,45800,17030,976,20-Nov-15,765,88112,2015,Auto,24055,19953,19953,57501,1798,105,1360,1,MPV
1238169,https://www.sgcarmart.com/used_cars/info.php?ID=1238169,Toyota,45800,15120,742,23-Mar-16,888,92000,2015,Auto,21655,17804,17804,45002,1598,90,1205,2,Mid-Sized Sedan
1222820,https://www.sgcarmart.com/used_cars/info.php?ID=1222820,Toyota,45966,17100,742,24-Nov-15,769,108000,2015,Auto,23455,19589,19589,55399,1598,90,1205,1,Mid-Sized Sedan
1197819,https://www.sgcarmart.com/used_cars/info.php?ID=1197819,MINI,45998,12960,890,13-Aug-12,1281,85108,2012,Auto,22413,17022,17022,31610,1598,72,1100,4,Hatchback
1234624,https://www.sgcarmart.com/used_cars/info.php?ID=1234624,Honda,46300,15130,682,4-Jul-16,979,137000,2016,Auto,21128,20132,10185,55200,1496,96,1190,3,SUV
1239163,https://www.sgcarmart.com/used_cars/info.php?ID=1239163,Honda,46388,15520,682,16-Jun-16,971,90363,2016,Auto,18429,19781,9781,47020,1496,96,1190,3,SUV
1238714,https://www.sgcarmart.com/used_cars/info.php?ID=1238714,BMW,46500,20140,742,28-May-15,578,120000,2014,Auto,27360,32618,27666,75002,1598,125,1410,3,Luxury Sedan
1218931,https://www.sgcarmart.com/used_cars/info.php?ID=1218931,BMW,46800,22260,742,22-Jun-15,612,114108,2014,Auto,22138,25951,18332,74501,1598,100,1405,6,Luxury Sedan
1227713,https://www.sgcarmart.com/used_cars/info.php?ID=1227713,Honda,46800,14770,578,1-Aug-16,1008,66000,2016,Auto,22004,15913,10913,55200,1318,73,1040,1,Hatchback
1235575,https://www.sgcarmart.com/used_cars/info.php?ID=1235575,Honda,46800,15490,682,9-Jun-16,946,87000,2016,Auto,19301,20973,11363,47020,1496,96,1190,3,SUV
1199916,https://www.sgcarmart.com/used_cars/info.php?ID=1199916,Honda,46800,16210,682,7-Jun-16,943,135000,2016,Auto,17076,17719,7719,47020,1496,97,1130,4,Stationwagon
1221296,https://www.sgcarmart.com/used_cars/info.php?ID=1221296,Honda,46800,15370,682,27-Jul-16,1002,70111,2016,Auto,19702,17927,7927,53694,1496,97,1130,2,Stationwagon
1221074,https://www.sgcarmart.com/used_cars/info.php?ID=1221074,Kia,46800,15190,738,27-May-16,943,98800,2016,Auto,20965,14036,14036,47889,1591,95.3,1295,1,Mid-Sized Sedan
1239520,https://www.sgcarmart.com/used_cars/info.php?ID=1239520,Mercedes-Benz,46800,26720,1202,24-Jun-14,240,129000,2014,Auto,32890,49580,56412,67304,1991,155,1680,2,Luxury Sedan
1221147,https://www.sgcarmart.com/used_cars/info.php?ID=1221147,Mitsubishi,46800,15510,1210,31-Mar-16,886,90000,2016,Auto,21770,17216,17216,46502,1998,110,1355,1,SUV
1238638,https://www.sgcarmart.com/used_cars/info.php?ID=1238638,Mitsubishi,46800,16250,1636,17-Mar-16,882,105000,2014,Auto,22203,14804,14804,55001,2360,123,1520,2,SUV
1128310,https://www.sgcarmart.com/used_cars/info.php?ID=1128310,Nissan,46800,13950,508,16-Dec-16,1156,55500,2016,Auto,18478,13435,5000,48000,1198,58,1044,2,Hatchback
1222169,https://www.sgcarmart.com/used_cars/info.php?ID=1222169,Subaru,46800,17470,1798,30-Oct-15,735,87103,2015,Auto,25497,21496,22095,59889,2498,129,1659,1,SUV
1230341,https://www.sgcarmart.com/used_cars/info.php?ID=1230341,Suzuki,46800,12380,1104,25-Jul-07,1365,168000,2007,Auto,18210,12413,13655,48200,1586,92,1100,5,Hatchback
1210690,https://www.sgcarmart.com/used_cars/info.php?ID=1210690,Toyota,46800,17000,976,21-Oct-15,736,108000,2015,Auto,26988,23454,24836,61300,1798,105,1360,1,MPV
1236019,https://www.sgcarmart.com/used_cars/info.php?ID=1236019,Toyota,46800,17250,976,1-Dec-15,766,84000,2015,Auto,24210,19953,19953,60689,1798,105,1360,2,MPV
1232821,https://www.sgcarmart.com/used_cars/info.php?ID=1232821,BMW,46888,16940,684,28-Oct-15,734,128000,2015,Auto,26995,26870,24618,59889,1499,100,1360,1,Hatchback
1235127,https://www.sgcarmart.com/used_cars/info.php?ID=1235127,Honda,46888,15010,682,20-Jul-16,1005,82000,2016,Auto,18997,20497,10696,45504,1496,96,1190,3,SUV
1216699,https://www.sgcarmart.com/used_cars/info.php?ID=1216699,Lexus,47000,22410,1800,6-Aug-14,273,121000,2014,Auto,34036,46806,57529,65002,2500,154,1640,2,Luxury Sedan
1238625,https://www.sgcarmart.com/used_cars/info.php?ID=1238625,Honda,47300,11440,885,30-Jan-08,1496,139298,2007,Auto,17350,11254,12380,41994,1339,73,1010,4,Hatchback
1238699,https://www.sgcarmart.com/used_cars/info.php?ID=1238699,Volkswagen,47333,15290,620,22-Apr-16,917,55388,2015,Auto,21979,17516,17516,45504,1390,90,1417,1,Mid-Sized Sedan
1218036,https://www.sgcarmart.com/used_cars/info.php?ID=1218036,Volkswagen,47777,17190,624,28-Oct-15,733,119000,2015,Auto,26907,27413,25379,57301,1395,92,1383,1,Hatchback
1215034,https://www.sgcarmart.com/used_cars/info.php?ID=1215034,Chevrolet,47800,13830,604,31-Aug-16,736,93000,2016,Auto,25797,15880,15880,56500,1362,103,1650,2,MPV
1225354,https://www.sgcarmart.com/used_cars/info.php?ID=1225354,Hyundai,47800,9010,1107,13-Jul-09,1922,162000,2009,Manual,13816,9319,6629,26047,1591,89.7,1264,5,Mid-Sized Sedan
1237064,https://www.sgcarmart.com/used_cars/info.php?ID=1237064,Kia,47800,13270,738,29-Sep-16,764,112965,2016,Auto,24977,16971,16971,50000,1591,95.3,1295,4,Mid-Sized Sedan
1203305,https://www.sgcarmart.com/used_cars/info.php?ID=1203305,Mazda,47800,15070,682,29-Jul-16,1004,118000,2016,Auto,21476,16481,11481,52301,1496,88,1321,3,Mid-Sized Sedan
1237035,https://www.sgcarmart.com/used_cars/info.php?ID=1237035,Nissan,47800,14620,1210,16-May-16,942,92000,2016,Auto,24112,19906,19906,47000,1997,106,1379,4,SUV
1239429,https://www.sgcarmart.com/used_cars/info.php?ID=1239429,Toyota,47800,15880,682,23-Jun-16,979,92500,2015,Auto,18914,20032,10045,49000,1496,80,1140,1,Stationwagon
1234983,https://www.sgcarmart.com/used_cars/info.php?ID=1234983,Toyota,47800,17380,976,26-Oct-15,732,125423,2015,Auto,27116,23454,24836,60001,1798,105,1360,1,MPV
1239089,https://www.sgcarmart.com/used_cars/info.php?ID=1239089,Volvo,47800,14740,684,19-May-16,944,105000,2016,Auto,23618,22879,19031,47020,1498,90,1450,4,Hatchback
1239076,https://www.sgcarmart.com/used_cars/info.php?ID=1239076,Volkswagen,47806,15480,620,22-Apr-16,917,116000,2015,Auto,21979,17516,17516,45504,1390,90,1417,3,Mid-Sized Sedan
1238588,https://www.sgcarmart.com/used_cars/info.php?ID=1238588,Subaru,47822,16290,1208,31-Mar-16,886,115633,2016,Auto,20682,15402,15402,46502,1995,110,1566,3,SUV
1197535,https://www.sgcarmart.com/used_cars/info.php?ID=1197535,Audi,47888,16570,624,29-Jan-16,824,80000,2015,Auto,23564,26905,19667,51301,1395,92,1300,3,Hatchback
1237699,https://www.sgcarmart.com/used_cars/info.php?ID=1237699,Chevrolet,47888,14220,604,4-Aug-16,1000,70000,2016,Auto,22643,15936,15936,46628,1362,103,1650,2,MPV
1231773,https://www.sgcarmart.com/used_cars/info.php?ID=1231773,Honda,47888,16620,682,20-May-16,945,85000,2015,Auto,17814,19336,9336,47020,1496,96,1190,1,SUV
1236336,https://www.sgcarmart.com/used_cars/info.php?ID=1236336,Toyota,47888,16580,682,20-May-16,946,109000,2016,Auto,17581,19583,9583,45504,1496,80,1320,3,MPV
1227844,https://www.sgcarmart.com/used_cars/info.php?ID=1227844,Volkswagen,47888,18650,1194,9-Jan-15,431,59000,2014,Auto,36556,41054,49476,75289,1984,147,1790,1,MPV
1238417,https://www.sgcarmart.com/used_cars/info.php?ID=1238417,Mazda,47988,14960,682,16-Sep-16,762,128000,2016,Auto,20135,18440,8440,51506,1496,85,1036,1,Hatchback
1230271,https://www.sgcarmart.com/used_cars/info.php?ID=1230271,Mercedes-Benz,48000,19170,1202,2-Dec-14,402,62000,2014,Auto,36986,46713,52399,72002,1991,155,1680,2,Luxury Sedan
1238354,https://www.sgcarmart.com/used_cars/info.php?ID=1238354,Suzuki,48000,13510,610,17-Nov-16,1127,84000,2016,Auto,23973,12372,12372,51506,1372,70,1055,2,Hatchback
1210394,https://www.sgcarmart.com/used_cars/info.php?ID=1210394,Mazda,48111,15210,1210,25-Apr-16,910,128000,2016,Auto,23390,19200,19200,47510,1998,111,1535,2,MPV
1238989,https://www.sgcarmart.com/used_cars/info.php?ID=1238989,Volvo,48188,16750,1176,30-Oct-15,735,126000,2015,Auto,29393,25596,27835,62101,1969,180,1672,2,Luxury Sedan
1228718,https://www.sgcarmart.com/used_cars/info.php?ID=1228718,Mercedes-Benz,48200,17900,740,5-Nov-15,731,128000,2015,Auto,24937,25384,22538,55399,1595,90,1425,3,Hatchback
1229667,https://www.sgcarmart.com/used_cars/info.php?ID=1229667,Nissan,48200,16090,508,6-May-16,911,84500,2016,Auto,20488,18974,13974,47300,1197,85,1285,1,SUV
1232317,https://www.sgcarmart.com/used_cars/info.php?ID=1232317,Volvo,48777,14130,684,28-Jul-16,1004,78000,2016,Auto,26020,22664,18730,53000,1498,90,1450,2,Hatchback
1229203,https://www.sgcarmart.com/used_cars/info.php?ID=1229203,BMW,48800,21970,1210,30-Jan-15,461,124630,2014,Auto,32279,34667,40534,76889,1997,135,1680,3,SUV
1238276,https://www.sgcarmart.com/used_cars/info.php?ID=1238276,Honda,48800,14840,684,25-Aug-16,730,87666,2016,Auto,22696,17537,12537,53000,1497,88,1096,1,Mid-Sized Sedan
1239474,https://www.sgcarmart.com/used_cars/info.php?ID=1239474,Mazda,48800,15610,1210,28-Apr-16,914,87000,2015,Auto,23580,18304,18304,49602,1998,111,1535,1,MPV
1217588,https://www.sgcarmart.com/used_cars/info.php?ID=1217588,Mazda,48800,20740,1210,7-Sep-15,369,117500,2015,Auto,21875,18725,18725,61001,1998,111,1664,2,MPV
1224076,https://www.sgcarmart.com/used_cars/info.php?ID=1224076,Mazda,48800,14760,1210,30-May-16,945,118000,2016,Auto,24918,20019,20027,49156,1998,111,1535,2,MPV
1218731,https://www.sgcarmart.com/used_cars/info.php?ID=1218731,Mazda,48800,15110,1210,19-May-16,944,80000,2016,Auto,24190,19136,19136,49000,1998,111,1535,1,MPV
1228342,https://www.sgcarmart.com/used_cars/info.php?ID=1228342,Mitsubishi,48800,16330,1636,29-Jan-16,824,110000,2015,Auto,26174,21859,22603,55001,2360,123,1530,2,SUV
1202438,https://www.sgcarmart.com/used_cars/info.php?ID=1202438,Mitsubishi,48800,12340,506,14-Jul-17,1344,88000,2016,Auto,20191,13892,5000,45201,1193,57,940,2,Mid-Sized Sedan
1221186,https://www.sgcarmart.com/used_cars/info.php?ID=1221186,Nissan,48800,15390,508,5-Jul-16,971,130000,2016,Auto,23261,18689,13689,55200,1197,85,1285,1,SUV
1224699,https://www.sgcarmart.com/used_cars/info.php?ID=1224699,Perodua,48800,8290,546,20-Nov-09,1832,155000,2009,Auto,17259,5519,5519,29328,989,40.5,875,4,Hatchback
1224659,https://www.sgcarmart.com/used_cars/info.php?ID=1224659,Subaru,48800,17340,1210,29-Jan-16,824,147232,2015,Auto,23390,17994,17994,54920,1998,177,1682,3,SUV
