Listing ID,Listing URL,Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
1237452,https://www.sgcarmart.com/used_cars/info.php?ID=1237452,Hyundai,77588,16650,738,12-Dec-17,1497,90000,2017,Auto,35460,16524,16524,57414,1591,130,1594,3,SUV
1239051,https://www.sgcarmart.com/used_cars/info.php?ID=1239051,Hyundai,77777,11480,1694,21-Jul-10,2466,168577,2010,Auto,22725,19302,19302,33568,1998,121.4,1490,1,Luxury Sedan
1204592,https://www.sgcarmart.com/used_cars/info.php?ID=1204592,Toyota,77777,10770,965,5-Jan-11,2622,191000,2010,Auto,26930,16286,16286,37303,1598,90,1195,3,Mid-Sized Sedan
1234564,https://www.sgcarmart.com/used_cars/info.php?ID=1234564,Honda,77800,20940,1630,1-Aug-16,1008,108000,2016,Auto,38680,33098,38338,56002,2356,129,1855,3,MPV
1199379,https://www.sgcarmart.com/used_cars/info.php?ID=1199379,Honda,77800,21420,1630,8-Sep-16,735,101207,2016,Auto,35282,28006,31209,57010,2356,129,1769,1,MPV
1218682,https://www.sgcarmart.com/used_cars/info.php?ID=1218682,Honda,77800,12740,578,30-Aug-19,1831,55000,2019,Auto,23041,15689,5689,31917,1317,73,1030,1,Hatchback
1236256,https://www.sgcarmart.com/used_cars/info.php?ID=1236256,Honda,77800,15350,682,14-Jun-18,1670,97000,2018,Auto,25568,21594,12232,36426,1496,96,1190,2,SUV
1228712,https://www.sgcarmart.com/used_cars/info.php?ID=1228712,Honda,77800,12760,578,27-Aug-19,1827,50000,2019,Auto,20925,15751,5751,28293,1317,73,1030,1,Hatchback
1230261,https://www.sgcarmart.com/used_cars/info.php?ID=1230261,Hyundai,77800,14440,738,30-Aug-18,1466,75862,2018,Auto,25821,14571,14571,31997,1591,93.8,1345,1,Mid-Sized Sedan
1239416,https://www.sgcarmart.com/used_cars/info.php?ID=1239416,Hyundai,77800,13440,738,11-Feb-19,1923,55000,2018,Auto,21039,12194,12194,22297,1591,93.8,1345,2,Mid-Sized Sedan
1239648,https://www.sgcarmart.com/used_cars/info.php?ID=1239648,Lexus,77800,20880,1792,27-Jun-16,973,81200,2016,Auto,40495,36191,42668,55100,2494,135,1615,2,Luxury Sedan
1224366,https://www.sgcarmart.com/used_cars/info.php?ID=1224366,MINI,77800,12880,1039,26-Oct-09,2192,158154,2009,Auto,18462,37434,37434,30574,1598,128,1255,6,Sports Car
1231481,https://www.sgcarmart.com/used_cars/info.php?ID=1231481,MINI,77800,12680,1039,30-Nov-09,2225,93000,2009,Auto,19876,30742,30742,32416,1598,88,1205,3,Sports Car
1232692,https://www.sgcarmart.com/used_cars/info.php?ID=1232692,Nissan,77800,12550,742,24-Apr-19,2014,51265,2019,Auto,30890,16713,16713,33199,1598,85,1205,2,Mid-Sized Sedan
1199515,https://www.sgcarmart.com/used_cars/info.php?ID=1199515,Toyota,77800,24200,1638,2-Feb-16,829,86235,2015,Auto,39620,37090,43926,57501,2362,125,1775,1,MPV
1239529,https://www.sgcarmart.com/used_cars/info.php?ID=1239529,Toyota,77800,12850,1677,15-Dec-09,2198,149201,2009,Auto,22707,22003,22003,37502,1987,106,1380,4,MPV
1219487,https://www.sgcarmart.com/used_cars/info.php?ID=1219487,Toyota,77800,17240,1458,17-Apr-08,1642,140000,2007,Auto,18436,24383,24383,40881,1794,103,1020,6,Sports Car
1236492,https://www.sgcarmart.com/used_cars/info.php?ID=1236492,Volkswagen,77800,18450,1194,30-Nov-16,1130,115000,2016,Auto,43630,34335,40069,56206,1984,162,1790,1,MPV
1231920,https://www.sgcarmart.com/used_cars/info.php?ID=1231920,Volvo,77800,16820,1176,24-Jul-17,1365,88000,2017,Auto,38560,26083,28517,53001,1969,140,1470,2,Hatchback
1223949,https://www.sgcarmart.com/used_cars/info.php?ID=1223949,Nissan,77888,10550,965,16-Mar-11,2679,120000,2010,Auto,29408,21588,21588,39844,1598,86,1210,3,SUV
1235925,https://www.sgcarmart.com/used_cars/info.php?ID=1235925,Toyota,77888,11370,1039,19-Aug-10,2194,130000,2010,Auto,22048,16716,16716,32190,1598,80,1195,3,Mid-Sized Sedan
1214759,https://www.sgcarmart.com/used_cars/info.php?ID=1214759,Volkswagen,77888,11170,806,21-Mar-11,2227,208000,2010,Auto,23098,24909,24909,33140,1390,118,1285,6,Sports Car
1223555,https://www.sgcarmart.com/used_cars/info.php?ID=1223555,Hyundai,78000,12500,608,27-Aug-19,1828,87000,2019,Auto,25574,9101,9101,31917,1368,73.6,1115,1,Mid-Sized Sedan
1192144,https://www.sgcarmart.com/used_cars/info.php?ID=1192144,MINI,78366,21960,1210,20-Sep-16,766,98000,2015,Auto,33320,29094,27732,56889,1998,141,1175,1,Sports Car
1232994,https://www.sgcarmart.com/used_cars/info.php?ID=1232994,Honda,78500,15420,742,26-Mar-18,1612,92555,2018,Auto,32656,19724,19724,42339,1597,92,1249,2,Mid-Sized Sedan
1238399,https://www.sgcarmart.com/used_cars/info.php?ID=1238399,Honda,78500,18430,684,11-May-17,1281,72000,2017,Auto,35434,27298,25218,53300,1498,127,1324,3,Mid-Sized Sedan
1231565,https://www.sgcarmart.com/used_cars/info.php?ID=1231565,Honda,78800,12760,684,8-Apr-19,1979,98000,2019,Auto,27387,17560,17560,25920,1497,88,1096,1,Mid-Sized Sedan
1238884,https://www.sgcarmart.com/used_cars/info.php?ID=1238884,Honda,78800,19970,1630,18-Oct-16,1098,90871,2016,Auto,40172,32322,37251,53001,2356,140,1760,1,MPV
1238491,https://www.sgcarmart.com/used_cars/info.php?ID=1238491,Honda,78800,13590,578,14-May-19,2014,80288,2019,Auto,22849,15750,5750,33199,1318,73,1052,2,Hatchback
1238470,https://www.sgcarmart.com/used_cars/info.php?ID=1238470,Hyundai,78800,16560,600,24-Apr-18,1649,44500,2018,Auto,24455,17555,7555,42322,1353,103,1240,1,Hatchback
1239120,https://www.sgcarmart.com/used_cars/info.php?ID=1239120,Kia,78800,11880,1694,30-Jul-10,2407,93748,2010,Auto,22265,16331,16331,33568,1998,114.7,1268,5,Sports Car
1230615,https://www.sgcarmart.com/used_cars/info.php?ID=1230615,Mercedes,78800,18780,740,29-Mar-17,1249,91000,2016,Auto,35574,29096,27735,50789,1595,90,1435,2,Mid-Sized Sedan
1231914,https://www.sgcarmart.com/used_cars/info.php?ID=1231914,Mercedes-Benz,78800,19190,740,12-Apr-17,1253,104000,2017,Auto,32889,25996,23395,50621,1595,115,1395,2,Hatchback
1236255,https://www.sgcarmart.com/used_cars/info.php?ID=1236255,MINI,78800,15200,684,14-Jun-18,1670,89000,2018,Auto,28905,24006,15609,38510,1499,75,1140,2,Hatchback
1217170,https://www.sgcarmart.com/used_cars/info.php?ID=1217170,Mitsubishi,78800,17080,1636,25-Oct-17,1461,91200,2017,Auto,33288,19837,19837,48109,2360,123,1535,2,SUV
1239641,https://www.sgcarmart.com/used_cars/info.php?ID=1239641,Nissan,78800,11640,242,31-Oct-19,2197,40784,2019,Auto,21764,16665,16665,15309,1598,85,1205,1,Mid-Sized Sedan
1238852,https://www.sgcarmart.com/used_cars/info.php?ID=1238852,Nissan,78800,17010,1210,21-Aug-17,1102,97973,2017,Auto,37614,24596,26435,53001,1997,106,1626,1,SUV
1233225,https://www.sgcarmart.com/used_cars/info.php?ID=1233225,Opel,78800,13000,508,11-Jan-19,1893,73499,2018,Auto,28951,20788,21104,25000,1199,81,1203,1,SUV
1185972,https://www.sgcarmart.com/used_cars/info.php?ID=1185972,Opel,78800,12730,626,8-Mar-19,1946,90600,2017,Auto,33419,20062,20087,33989,1399,110,1233,1,Hatchback
1239316,https://www.sgcarmart.com/used_cars/info.php?ID=1239316,Toyota,78800,19620,1196,30-Nov-16,1131,83438,2016,Auto,39174,34095,34733,53001,1986,111,1610,2,SUV
1236813,https://www.sgcarmart.com/used_cars/info.php?ID=1236813,Toyota,78800,12680,1364,29-Dec-09,2254,110000,2009,Auto,24417,22575,22575,39313,1797,106,1340,3,MPV
1238500,https://www.sgcarmart.com/used_cars/info.php?ID=1238500,Toyota,78800,14770,742,12-Jun-18,1678,39707,2018,Auto,31776,19741,19741,38510,1598,96,1230,1,Mid-Sized Sedan
1228445,https://www.sgcarmart.com/used_cars/info.php?ID=1228445,Toyota,78800,22630,1638,9-Jun-16,945,89412,2015,Auto,37326,32469,37457,56000,2362,125,1790,1,MPV
1228647,https://www.sgcarmart.com/used_cars/info.php?ID=1228647,MINI,78888,17670,684,3-Oct-17,1133,84396,2017,Auto,30755,25277,17388,49000,1499,100,1115,2,Hatchback
1239755,https://www.sgcarmart.com/used_cars/info.php?ID=1239755,BMW,79000,19810,684,3-Jan-17,1155,132000,2016,Auto,36145,30895,30253,51109,1499,100,1430,2,SUV
1238292,https://www.sgcarmart.com/used_cars/info.php?ID=1238292,Hyundai,79000,13650,738,15-Jan-19,1915,119000,2018,Auto,24394,14355,14355,25920,1591,93.8,1345,3,Mid-Sized Sedan
1229451,https://www.sgcarmart.com/used_cars/info.php?ID=1229451,Mercedes-Benz,79000,20220,740,17-Feb-17,1217,80000,2016,Auto,32339,25411,22576,52807,1595,115,1395,2,Hatchback
1238183,https://www.sgcarmart.com/used_cars/info.php?ID=1238183,Audi,79800,15270,392,20-Feb-18,1585,83500,2017,Auto,34665,24699,26579,36890,999,85,1280,3,Luxury Sedan
1239390,https://www.sgcarmart.com/used_cars/info.php?ID=1239390,BMW,79800,11890,1691,29-Jun-10,2435,160000,2010,Auto,22532,26856,26856,33568,1995,100,1390,5,Luxury Sedan
1239291,https://www.sgcarmart.com/used_cars/info.php?ID=1239291,BMW,79800,14160,2694,29-Jul-09,2043,162000,2009,Auto,22296,59847,59847,39563,2497,160,1685,2,Sports Car
1239451,https://www.sgcarmart.com/used_cars/info.php?ID=1239451,Honda,79800,18060,1815,14-Mar-08,1610,216000,2008,Auto,19885,22646,24911,44998,1998,114,1312,5,Mid-Sized Sedan
1232262,https://www.sgcarmart.com/used_cars/info.php?ID=1232262,Honda,79800,15500,682,27-Mar-18,1612,55000,2017,Auto,31444,21077,21508,36810,1496,96,1190,1,SUV
1229284,https://www.sgcarmart.com/used_cars/info.php?ID=1229284,Honda,79800,14860,684,1-Aug-18,1737,88783,2018,Auto,27491,16850,16850,32699,1498,96,1088,1,Hatchback
1205261,https://www.sgcarmart.com/used_cars/info.php?ID=1205261,Kia,79800,14520,738,28-Aug-18,1463,75000,2018,Auto,29077,18005,18005,33798,1591,93.8,1287,1,Mid-Sized Sedan
1229986,https://www.sgcarmart.com/used_cars/info.php?ID=1229986,Kia,79800,14000,392,22-Mar-19,1982,79886,2018,Auto,19661,17239,7239,26170,998,88.3,1185,2,SUV
1237501,https://www.sgcarmart.com/used_cars/info.php?ID=1237501,Mercedes-Benz,79800,14380,3335,9-Feb-10,2012,140000,2009,Auto,19656,85295,85295,35411,2997,170,1850,3,Luxury Sedan
1237288,https://www.sgcarmart.com/used_cars/info.php?ID=1237288,Mercedes-Benz,79800,22230,1202,20-May-16,946,118000,2015,Auto,36439,40715,44001,38610,1991,135,1465,2,Luxury Sedan
1239509,https://www.sgcarmart.com/used_cars/info.php?ID=1239509,Nissan,79800,15450,508,12-Apr-18,1619,50000,2018,Auto,31088,20452,20633,37000,1197,85,1325,1,SUV
1236228,https://www.sgcarmart.com/used_cars/info.php?ID=1236228,Nissan,79800,13560,742,21-Jan-19,1921,55000,2018,Auto,26052,16509,16509,25920,1598,85,1205,1,Mid-Sized Sedan
1235403,https://www.sgcarmart.com/used_cars/info.php?ID=1235403,Subaru,79800,18010,1210,29-Sep-17,1129,95000,2017,Auto,31179,16906,16906,51000,1998,177,1682,2,SUV
1236443,https://www.sgcarmart.com/used_cars/info.php?ID=1236443,Toyota,79800,16660,976,22-Dec-17,1528,125000,2017,Auto,38035,19955,19955,57414,1798,105,1355,1,MPV
1233677,https://www.sgcarmart.com/used_cars/info.php?ID=1233677,Toyota,79800,19600,1196,24-Jan-17,1194,86000,2016,Auto,37320,31368,30916,52600,1986,111,1610,2,SUV
1215549,https://www.sgcarmart.com/used_cars/info.php?ID=1215549,Toyota,79800,14430,2457,24-Apr-09,2014,174537,2008,Auto,19578,39203,23545,35411,2362,125,1780,3,MPV
1234008,https://www.sgcarmart.com/used_cars/info.php?ID=1234008,Toyota,79800,13970,508,29-Jun-18,1704,98000,2018,Auto,36673,25647,27906,37000,1197,85,1385,2,SUV
1236159,https://www.sgcarmart.com/used_cars/info.php?ID=1236159,Toyota,79800,31400,3100,12-Jun-15,583,105000,2015,Auto,42786,45109,55153,75000,3456,206,2090,2,MPV
1227760,https://www.sgcarmart.com/used_cars/info.php?ID=1227760,Volkswagen,79800,19340,1194,15-Nov-16,1125,91433,2016,Auto,42397,34321,40050,53001,1984,162,1790,1,MPV
1234935,https://www.sgcarmart.com/used_cars/info.php?ID=1234935,Volkswagen,79800,11780,868,22-Jul-10,2467,125000,2010,Auto,22265,23894,23894,32875,1390,118,1285,4,Sports Car
1239608,https://www.sgcarmart.com/used_cars/info.php?ID=1239608,Lexus,79888,21080,1792,28-May-16,944,78680,2016,Auto,42431,40884,49238,49156,2494,135,1615,3,Luxury Sedan
1238915,https://www.sgcarmart.com/used_cars/info.php?ID=1238915,Subaru,79888,15680,1208,12-Jun-18,1678,66000,2018,Auto,29176,13488,13488,42322,1995,110,1591,1,SUV
1238184,https://www.sgcarmart.com/used_cars/info.php?ID=1238184,Volkswagen,79888,9920,744,11-Nov-11,2927,130000,2011,Auto,37428,25278,25278,46482,1390,118,1285,6,Sports Car
1237587,https://www.sgcarmart.com/used_cars/info.php?ID=1237587,Honda,79988,13880,578,3-May-19,2013,47000,2019,Auto,18923,15750,5750,26309,1318,73,1052,1,Hatchback
1155389,https://www.sgcarmart.com/used_cars/info.php?ID=1155389,Nissan,79998,16680,2691,30-Jul-08,1735,123358,2008,Auto,17686,28060,28060,36888,2495,165,1570,6,Luxury Sedan
1239253,https://www.sgcarmart.com/used_cars/info.php?ID=1239253,Lexus,79999,23250,1210,30-Dec-15,796,102954,2015,Auto,47114,46467,57054,58190,1998,175,1755,3,SUV
1228510,https://www.sgcarmart.com/used_cars/info.php?ID=1228510,Honda,80000,15240,742,21-May-18,1677,103000,2018,Auto,32185,19662,19662,40000,1597,92,1249,1,Mid-Sized Sedan
1233385,https://www.sgcarmart.com/used_cars/info.php?ID=1233385,Mazda,80000,14310,682,27-Sep-18,1493,46331,2018,Auto,27640,18085,18085,30209,1496,88,1331,1,Mid-Sized Sedan
1227111,https://www.sgcarmart.com/used_cars/info.php?ID=1227111,Mercedes-Benz,80300,23070,1202,29-Apr-16,914,96172,2016,Auto,38053,40194,43272,47604,1991,135,1465,2,Luxury Sedan
1229968,https://www.sgcarmart.com/used_cars/info.php?ID=1229968,Toyota,80300,13580,682,7-Mar-19,1945,55000,2019,Auto,23172,13936,13936,23568,1496,79,1085,1,Mid-Sized Sedan
1229106,https://www.sgcarmart.com/used_cars/info.php?ID=1229106,Honda,80800,12820,578,12-Nov-19,2198,71585,2019,Auto,26518,15592,5592,36704,1317,73,1030,2,Hatchback
1216032,https://www.sgcarmart.com/used_cars/info.php?ID=1216032,Honda,80800,13110,684,10-Apr-19,1981,70888,2019,Auto,27807,17560,17560,26659,1497,88,1096,2,Mid-Sized Sedan
1232569,https://www.sgcarmart.com/used_cars/info.php?ID=1232569,Honda,80800,15930,682,26-Jun-18,1701,51238,2018,Auto,25308,21206,11689,36426,1496,96,1190,1,SUV
1231024,https://www.sgcarmart.com/used_cars/info.php?ID=1231024,Hyundai,80800,17430,738,11-Dec-17,1496,99000,2017,Auto,35445,16524,16524,57414,1591,130,1594,1,SUV
1239338,https://www.sgcarmart.com/used_cars/info.php?ID=1239338,Kia,80800,13770,738,25-Feb-19,1946,93000,2018,Auto,24178,13670,13670,25920,1591,93.8,1287,2,Mid-Sized Sedan
1194229,https://www.sgcarmart.com/used_cars/info.php?ID=1194229,Mazda,80800,13850,682,19-Dec-18,1890,83000,2018,Auto,26403,17916,17916,25000,1496,88,1331,2,Mid-Sized Sedan
1239225,https://www.sgcarmart.com/used_cars/info.php?ID=1239225,Mercedes-Benz,80800,18760,740,26-Jul-17,1367,88000,2017,Auto,32272,23295,19613,51600,1595,90,1395,1,Hatchback
1227755,https://www.sgcarmart.com/used_cars/info.php?ID=1227755,Mercedes-Benz,80800,21140,1202,5-Jan-16,791,77000,2015,Auto,53761,52959,67327,60001,1991,155,1680,2,Luxury Sedan
1230710,https://www.sgcarmart.com/used_cars/info.php?ID=1230710,Mercedes-Benz,80800,19370,740,13-Jun-17,1314,53000,2017,Auto,31710,23295,19613,51765,1595,90,1395,1,Hatchback
1235748,https://www.sgcarmart.com/used_cars/info.php?ID=1235748,Nissan,80800,12350,742,24-Aug-19,1825,47000,2019,Auto,31730,16713,16713,32725,1598,85,1205,1,Mid-Sized Sedan
1238963,https://www.sgcarmart.com/used_cars/info.php?ID=1238963,Nissan,80800,13710,742,26-Jan-19,1916,80123,2018,Auto,26087,16509,16509,25920,1598,85,1205,2,Mid-Sized Sedan
1228500,https://www.sgcarmart.com/used_cars/info.php?ID=1228500,Toyota,80800,19140,1196,9-Mar-17,1218,74000,2016,Auto,37599,31675,31345,50621,1986,111,1610,3,SUV
1238496,https://www.sgcarmart.com/used_cars/info.php?ID=1238496,Toyota,80800,21100,1196,13-Sep-16,739,81700,2016,Auto,39681,33172,38441,57002,1986,111,1610,1,SUV
1232578,https://www.sgcarmart.com/used_cars/info.php?ID=1232578,Volkswagen,80880,11600,806,30-Nov-10,2227,130241,2010,Auto,23098,25306,25306,33140,1390,118,1285,5,Sports Car
1232142,https://www.sgcarmart.com/used_cars/info.php?ID=1232142,Mercedes-Benz,80888,30790,740,3-Nov-15,739,128000,2015,Auto,33000,34337,35072,58190,1595,115,1425,2,Luxury Sedan
1230467,https://www.sgcarmart.com/used_cars/info.php?ID=1230467,Land,80998,20910,884,18-Dec-15,793,105225,2014,Auto,55784,54884,70792,61103,1720,177,1720,1,SUV
1237691,https://www.sgcarmart.com/used_cars/info.php?ID=1237691,Mazda,81000,15860,1210,27-Apr-18,1642,80000,2018,Auto,30297,18003,18003,39001,1998,121,1472,2,Luxury Sedan
1238866,https://www.sgcarmart.com/used_cars/info.php?ID=1238866,Toyota,81000,16870,3039,3-Aug-09,1737,178000,2008,Auto,17706,41275,41275,36888,2693,120,1940,6,SUV
1207776,https://www.sgcarmart.com/used_cars/info.php?ID=1207776,Hyundai,81388,18230,738,24-Aug-17,1104,68000,2017,Auto,33552,21374,21924,50001,1591,130,1594,2,SUV
1239023,https://www.sgcarmart.com/used_cars/info.php?ID=1239023,Mazda,81500,13730,1210,29-Nov-18,1859,73000,2018,Auto,33140,21498,22098,32302,1998,115,1290,2,SUV
1217247,https://www.sgcarmart.com/used_cars/info.php?ID=1217247,Opel,81500,13980,508,11-Apr-18,1617,89863,2018,Auto,42707,32329,37261,37000,1199,96,1295,1,SUV
1239663,https://www.sgcarmart.com/used_cars/info.php?ID=1239663,Honda,81800,13800,1023,15-Sep-09,1856,135991,2008,Auto,17473,21323,21323,29485,1496,87,1300,4,MPV
1234411,https://www.sgcarmart.com/used_cars/info.php?ID=1234411,Honda,81800,15020,682,13-Dec-18,1863,46000,2018,Auto,19115,18263,8263,25000,1496,97,1130,1,Stationwagon
1220536,https://www.sgcarmart.com/used_cars/info.php?ID=1220536,Honda,81800,13590,684,25-Feb-19,1945,61000,2019,Auto,26882,17584,17584,25501,1497,88,1096,2,Mid-Sized Sedan
1238342,https://www.sgcarmart.com/used_cars/info.php?ID=1238342,Honda,81800,12930,578,21-Nov-19,2226,40500,2019,Auto,23710,15557,5557,32000,1317,73,1030,1,Hatchback
1205311,https://www.sgcarmart.com/used_cars/info.php?ID=1205311,Hyundai,81800,13150,738,10-Jul-19,2071,52355,2019,Auto,25855,12584,12584,28589,1591,93.8,1345,1,Mid-Sized Sedan
1227491,https://www.sgcarmart.com/used_cars/info.php?ID=1227491,Kia,81800,13720,738,24-Apr-19,2005,50000,2018,Auto,23569,11763,11763,26659,1591,93.8,1287,1,Mid-Sized Sedan
1220932,https://www.sgcarmart.com/used_cars/info.php?ID=1220932,Kia,81800,15060,738,13-Aug-18,1739,78800,2018,Auto,28926,17988,17988,33798,1591,93.8,1287,2,Mid-Sized Sedan
1223592,https://www.sgcarmart.com/used_cars/info.php?ID=1223592,Kia,81800,14880,738,24-Oct-18,1834,70858,2018,Auto,25576,13841,13841,30209,1591,93.8,1287,2,Mid-Sized Sedan
1221101,https://www.sgcarmart.com/used_cars/info.php?ID=1221101,Mercedes-Benz,81800,12530,1364,22-Apr-10,2377,155000,2009,Auto,21897,51188,51188,33568,1796,135,1615,2,Luxury Sedan
1239236,https://www.sgcarmart.com/used_cars/info.php?ID=1239236,MINI,81800,9290,816,10-Oct-12,3197,105000,2012,Auto,62997,23955,23955,71565,1598,88,1135,6,Sports Car
1239172,https://www.sgcarmart.com/used_cars/info.php?ID=1239172,Nissan,81800,16050,1210,19-Feb-18,1584,75895,2017,Auto,35255,22778,23890,44000,1997,106,1425,2,SUV
1220431,https://www.sgcarmart.com/used_cars/info.php?ID=1220431,Nissan,81800,16200,508,16-Mar-18,1611,63000,2017,Auto,31311,20143,20201,38830,1197,85,1325,4,SUV
1221311,https://www.sgcarmart.com/used_cars/info.php?ID=1221311,Porsche,81800,15490,4023,23-Jan-09,1923,131238,2006,Auto,16543,55032,55032,31335,3189,184,2245,6,SUV
1201877,https://www.sgcarmart.com/used_cars/info.php?ID=1201877,Renault,81800,16970,662,31-Jan-18,1556,99000,2017,Auto,28189,25440,17616,36890,1461,81,1540,2,MPV
1228326,https://www.sgcarmart.com/used_cars/info.php?ID=1228326,Subaru,81800,18180,1210,30-Oct-17,1465,108000,2017,Auto,30978,16462,16462,48109,1998,177,1682,1,SUV
1230633,https://www.sgcarmart.com/used_cars/info.php?ID=1230633,Toyota,81800,13540,682,23-Apr-19,2013,64000,2019,Auto,26565,13936,13936,29159,1496,79,1085,1,Mid-Sized Sedan
1234862,https://www.sgcarmart.com/used_cars/info.php?ID=1234862,Volkswagen,81800,22460,1194,31-May-16,946,103000,2016,Auto,40667,38172,45441,51010,1984,162,1550,2,Stationwagon
1237983,https://www.sgcarmart.com/used_cars/info.php?ID=1237983,Volvo,81800,16760,684,27-Dec-17,1523,75000,2017,Auto,35527,25458,22642,46791,1498,90,1558,1,Luxury Sedan
1239320,https://www.sgcarmart.com/used_cars/info.php?ID=1239320,Audi,81888,25930,2120,31-Jul-15,642,113000,2013,Auto,49266,54770,70586,58109,2773,150,1730,3,Luxury Sedan
1218762,https://www.sgcarmart.com/used_cars/info.php?ID=1218762,Mazda,81888,14170,682,28-Dec-18,1888,46000,2018,Auto,25318,16049,16049,25501,1496,88,1329,1,Hatchback
1237156,https://www.sgcarmart.com/used_cars/info.php?ID=1237156,Toyota,81888,14970,2457,24-Apr-09,1983,136400,2008,Auto,18056,34438,34438,33018,2362,125,1770,4,MPV
1229814,https://www.sgcarmart.com/used_cars/info.php?ID=1229814,BMW,81988,25790,1210,18-Nov-15,764,119000,2015,Auto,45491,45526,55737,60689,1997,180,1530,3,Luxury Sedan
1223142,https://www.sgcarmart.com/used_cars/info.php?ID=1223142,Kia,82280,13460,738,13-Jun-19,2044,91000,2018,Auto,25471,11934,11934,29159,1591,93.8,1287,2,Mid-Sized Sedan
1232668,https://www.sgcarmart.com/used_cars/info.php?ID=1232668,Mercedes-Benz,82500,21690,1202,13-Jan-16,790,133097,2015,Auto,52783,52959,67327,55001,1991,155,1680,1,Luxury Sedan
1207361,https://www.sgcarmart.com/used_cars/info.php?ID=1207361,Audi,82800,14920,1672,25-Jun-10,2011,113000,2010,Auto,19646,51247,51247,35411,1984,155,1735,4,Sports Car
1235306,https://www.sgcarmart.com/used_cars/info.php?ID=1235306,Honda,82800,14360,578,7-May-19,2008,9803,2019,Auto,18955,15750,5750,26301,1318,73,1052,1,Hatchback
1239398,https://www.sgcarmart.com/used_cars/info.php?ID=1239398,Honda,82800,16080,742,26-Apr-18,1642,76500,2018,Auto,31955,19724,19724,40000,1597,92,1249,2,Mid-Sized Sedan
1228408,https://www.sgcarmart.com/used_cars/info.php?ID=1228408,Hyundai,82800,13870,738,23-Mar-19,1984,63501,2019,Auto,24926,14588,14588,25689,1591,93.8,1345,1,Mid-Sized Sedan
1217568,https://www.sgcarmart.com/used_cars/info.php?ID=1217568,Jaguar,82800,17780,1212,28-Mar-17,1248,99000,2016,Auto,46192,36255,42757,53300,1999,147,1585,3,Luxury Sedan
1238697,https://www.sgcarmart.com/used_cars/info.php?ID=1238697,Kia,82800,14300,738,1-Feb-19,1923,34800,2018,Auto,22878,13828,13828,23568,1591,93.8,1287,1,Mid-Sized Sedan
1231240,https://www.sgcarmart.com/used_cars/info.php?ID=1231240,Kia,82800,14580,392,18-Mar-19,1978,46388,2018,Auto,19372,17239,7239,25689,998,88.3,1185,1,SUV
1232098,https://www.sgcarmart.com/used_cars/info.php?ID=1232098,Lexus,82800,25370,1210,27-Nov-15,762,113000,2015,Auto,47451,47057,57880,60001,1998,175,1755,3,SUV
1228737,https://www.sgcarmart.com/used_cars/info.php?ID=1228737,Mazda,82800,15980,1210,26-Mar-18,1612,58000,2017,Auto,32796,22366,23313,37010,1998,121,1472,1,Luxury Sedan
1224538,https://www.sgcarmart.com/used_cars/info.php?ID=1224538,Mazda,82800,11090,889,10-May-11,2712,150000,2010,Auto,30906,17273,17273,41397,1498,77,1035,2,Mid-Sized Sedan
1236026,https://www.sgcarmart.com/used_cars/info.php?ID=1236026,Mercedes-Benz,82800,23220,1202,25-Feb-16,851,58000,2015,Auto,47507,45373,55523,59889,1991,135,1465,1,Luxury Sedan
1238696,https://www.sgcarmart.com/used_cars/info.php?ID=1238696,Mercedes-Benz,82800,25010,1202,11-May-16,916,40000,2015,Auto,34825,31981,36774,49602,1991,160,1490,1,Luxury Sedan
1195258,https://www.sgcarmart.com/used_cars/info.php?ID=1195258,Mercedes-Benz,82800,11880,1266,1-Oct-10,2226,147000,2010,Auto,24340,38917,38917,34935,1796,115,1495,4,Luxury Sedan
1210706,https://www.sgcarmart.com/used_cars/info.php?ID=1210706,Toyota,82800,21460,1196,29-Dec-16,1159,50000,2016,Auto,34468,29143,27801,51109,1986,111,1610,1,SUV
1238494,https://www.sgcarmart.com/used_cars/info.php?ID=1238494,Toyota,82800,12920,1364,11-Mar-10,2314,120334,2009,Auto,22695,24697,17541,35416,1797,106,1340,6,MPV
1210480,https://www.sgcarmart.com/used_cars/info.php?ID=1210480,Volkswagen,82800,14910,624,31-Aug-18,1466,77500,2018,Auto,29849,19883,19883,32809,1395,92,1270,1,Hatchback
1230647,https://www.sgcarmart.com/used_cars/info.php?ID=1230647,Audi,82988,18630,624,7-Jul-17,1338,107900,2017,Auto,36093,32098,26938,49802,1395,110,1450,2,Luxury Sedan
1232207,https://www.sgcarmart.com/used_cars/info.php?ID=1232207,Nissan,82988,12660,508,20-Feb-20,2316,40000,2019,Auto,26013,13694,5000,35010,1198,58,1048,1,Hatchback
1226002,https://www.sgcarmart.com/used_cars/info.php?ID=1226002,Kia,83000,13900,392,7-Jun-19,2038,60038,2019,Auto,25435,18907,8907,33199,998,88.3,1185,2,SUV
1232475,https://www.sgcarmart.com/used_cars/info.php?ID=1232475,Toyota,83000,13990,682,19-Mar-19,1979,23800,2019,Auto,24663,13936,13936,26170,1496,79,1085,2,Mid-Sized Sedan
1198282,https://www.sgcarmart.com/used_cars/info.php?ID=1198282,Audi,83500,22730,1194,30-Jun-16,976,66000,2016,Auto,41679,36923,43693,57010,1984,132,1845,1,SUV
