Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
BMW,105777,21970,1210,31-Jul-2017,1365,65000,2017,Auto,47857,40966,44353,50001,1998,135.0,1540,2,Luxury Sedan
Volkswagen,87888,12110,1552,11-Jan-2011,2645,130700,2010,Auto,30977,32002,32002,42683,1984,155.0,1393,6,Sports Car
BMW,199800,23650,1210,28-Aug-2020,2197,79000,2020,Auto,79500,56611,73900,35001,1998,185.0,1540,1,Luxury Sedan
Volkswagen,19999,15240,868,02-Feb-2010,456,150008,2009,Auto,4248,21853,21853,16184,1390,90.0,1241,4,Hatchback
Mitsubishi,52800,14090,738,20-Jan-2017,1194,95000,2016,Auto,24881,13178,13178,49751,1590,86.0,1284,2,Mid-Sized Sedan
Volvo,113800,19930,1176,24-Oct-2018,1828,68000,2018,Auto,35805,24786,26701,31302,1969,140.0,1695,3,SUV
Subaru,116800,17470,1208,30-Dec-2019,2259,60000,2018,Auto,36800,16117,16117,39700,1995,115.0,1591,1,SUV
BMW,41966,19830,742,28-May-2015,582,131000,2014,Auto,22824,26620,19268,75002,1598,100.0,1405,1,Luxury Sedan
Nissan,56800,10890,1026,26-Dec-2008,1890,151000,2008,Auto,14375,16953,14699,27571,1498,80.0,1130,3,Hatchback
BMW,94800,13590,1570,20-Jan-2011,2220,203000,2010,Auto,24378,27689,27689,34935,1995,100.0,1390,6,Luxury Sedan
Mercedes-Benz,89800,13020,1266,16-Sep-2010,2191,135000,2010,Auto,22697,53923,53923,32914,1796,135.0,1615,3,Luxury Sedan
Mitsubishi,72800,15510,1210,05-Dec-2017,1494,80000,2017,Auto,35597,16787,16787,57414,1998,110.0,1365,2,SUV
Subaru,65800,10160,958,01-Apr-2010,2341,148000,2009,Auto,21507,15434,15434,33207,1498,79.0,1325,5,Mid-Sized Sedan
Volkswagen,132988,17230,624,31-Aug-2020,2190,40000,2019,Auto,48082,26033,28447,38802,1395,110.0,1288,1,MPV
Suzuki,52800,12980,610,25-May-2017,1309,68000,2016,Auto,26038,11581,11581,51106,1372,70.0,1055,1,Hatchback
Mitsubishi,42800,14570,738,31-Mar-2016,880,133000,2015,Auto,19263,13571,13571,45000,1590,86.0,1284,2,Mid-Sized Sedan
Toyota,65800,12220,1458,26-Feb-2009,1950,145000,2009,Auto,17191,18803,18803,31933,1794,97.0,1310,3,MPV
Toyota,199966,30820,1792,03-Jul-2019,2067,86000,2019,Auto,55528,38998,46598,35906,2493,134.0,1940,1,MPV
BMW,157777,17800,684,14-Jun-2021,2798,31000,2021,Auto,76290,35886,42241,58089,1499,100.0,1375,1,Luxury Sedan
Porsche,160000,21170,4332,03-May-2011,2735,128500,2011,Auto,35766,109983,109983,47316,3605,300.0,1760,6,Sports Car
Toyota,95800,36320,1792,26-Nov-2015,765,169776,2015,Auto,34900,32119,36967,60000,2493,134.0,1980,2,MPV
Audi,42800,21120,1194,31-Oct-2014,365,61223,2014,Auto,30129,38525,40935,72002,1984,132.0,1565,1,Luxury Sedan
Mercedes-Benz,52888,28360,1202,28-Jan-2015,462,168750,2014,Auto,27331,35687,31962,75200,1991,135.0,1465,4,Luxury Sedan
BMW,59800,12950,2694,23-May-2008,1672,139000,2008,Auto,17882,54663,54663,38712,2497,140.0,1600,3,Luxury Sedan
Mercedes-Benz,59966,23490,740,21-Jul-2015,635,107000,2015,Auto,32741,35294,36412,71509,1595,115.0,1425,1,Luxury Sedan
Audi,52800,17780,624,29-Feb-2016,858,131178,2015,Auto,22898,27607,20650,44001,1395,92.0,1310,3,Luxury Sedan
Mercedes-Benz,89800,23380,1202,07-Sep-2016,737,80000,2016,Auto,40562,40392,43549,49602,1991,135.0,1465,1,Luxury Sedan
Volkswagen,56800,14400,620,07-Feb-2017,1192,87000,2015,Auto,28462,17727,17727,50889,1390,90.0,1417,2,Mid-Sized Sedan
Subaru,38500,14950,1798,16-Sep-2015,400,124000,2015,Auto,22567,19177,19177,62140,2498,129.0,1604,1,Luxury Sedan
Kia,97800,14810,738,26-Sep-2019,1860,36300,2019,Auto,36085,18924,18924,36704,1591,93.8,1287,1,Mid-Sized Sedan
Toyota,192800,31910,1792,30-Jan-2019,1924,92000,2018,Auto,51552,39135,46789,31001,2493,134.0,1940,2,MPV
Mercedes-Benz,180800,31620,2382,17-May-2017,1311,94000,2016,Auto,106120,89948,133907,53001,2996,200.0,1940,2,Luxury Sedan
Nissan,79800,13540,742,21-Jan-2019,1915,55000,2018,Auto,26080,16509,16509,25920,1598,85.0,1205,1,Mid-Sized Sedan
Mitsubishi,39800,18940,1636,26-Jun-2015,610,110000,2014,Auto,19571,14835,14835,66751,2360,123.0,1520,2,SUV
Mercedes-Benz,128800,20570,740,28-Dec-2018,1892,83000,2018,Auto,45475,36348,42888,25501,1595,90.0,1510,1,Luxury Sedan
Mercedes-Benz,123888,18320,740,27-Sep-2019,1861,63888,2019,Auto,40787,26496,29095,31783,1595,90.0,1435,1,SUV
Toyota,62800,12470,1815,22-Oct-2008,1826,123000,2008,Auto,16254,24659,23837,32279,1998,110.0,1540,4,MPV
BMW,178800,19000,1210,08-Nov-2021,2928,26000,2021,Auto,104721,41714,50400,82801,1998,115.0,1490,2,Luxury Sedan
Subaru,81800,18140,1210,30-Oct-2017,1469,108000,2017,Auto,31031,16462,16462,48109,1998,177.0,1682,1,SUV
Audi,348000,32250,2380,15-Feb-2023,3409,8000,2022,Auto,175938,66955,92519,113881,2995,260.0,1940,1,SUV
Nissan,42800,14600,508,31-Mar-2016,880,79000,2015,Auto,18699,18454,13454,43000,1197,85.0,1285,2,SUV
BMW,44988,17400,684,05-Aug-2015,640,139000,2015,Auto,25239,28335,26669,58109,1499,100.0,1360,3,Hatchback
Porsche,108800,16910,4651,17-Mar-2010,2346,144000,2010,Auto,22792,80400,80400,35416,3598,213.0,2245,1,SUV
Toyota,61800,10950,1113,12-Aug-2009,2036,125000,2009,Auto,15738,17853,17853,27886,1598,80.0,1195,3,Mid-Sized Sedan
Hyundai,135800,14800,742,11-Oct-2022,3285,9800,2022,Auto,82922,19598,5000,87889,1598,90.2,1280,1,Mid-Sized Sedan
Honda,86888,11490,1271,13-Jun-2011,2735,131455,2009,Auto,35766,25169,25169,47316,1799,103.0,1219,3,Mid-Sized Sedan
Honda,81800,13570,684,25-Feb-2019,1949,61000,2019,Auto,26910,17584,17584,25501,1497,88.0,1096,2,Mid-Sized Sedan
Mazda,96800,12470,682,20-Oct-2020,2564,25000,2019,Auto,39383,18266,18266,36534,1496,85.0,1067,1,Hatchback
Bentley,1258,104320,3944,13-Jun-2023,3527,100,2022,Auto,475779,253733,498213,105501,3996,404.0,2255,1,Luxury Sedan
BMW,92800,15530,2514,30-Sep-2009,1864,89000,2009,Auto,22671,54498,54498,37941,2497,150.0,1430,1,Sports Car
Honda,92800,14460,682,16-Sep-2019,1860,67000,2019,Auto,29338,22827,13958,31783,1496,96.0,1190,1,SUV
Audi,113000,16890,3332,18-Jun-2010,2437,120000,2010,Auto,22458,76773,76773,33568,2995,245.0,1875,3,Sports Car
Honda,72800,12600,1467,20-Jul-2009,2104,138000,2007,Auto,24779,21566,21566,42885,1799,103.0,1370,3,MPV
BMW,255800,48990,2362,08-Dec-2017,1497,36000,2016,Auto,95015,73224,103804,53711,2979,331.0,1540,2,Sports Car
Toyota,61800,11120,2457,25-Aug-2009,2005,123000,2009,Auto,19685,27887,27887,35411,2362,125.0,1605,3,SUV
MINI,88888,19690,684,20-Oct-2017,1469,70000,2017,Auto,33556,26549,19169,50001,1499,100.0,1175,2,Hatchback
Honda,75800,15860,742,06-Dec-2017,1495,79688,2017,Auto,28771,19726,19726,36001,1597,92.0,1249,2,Mid-Sized Sedan
Honda,153800,19910,1452,03-Nov-2011,2795,117000,2008,Manual,41668,33436,33436,53932,1998,165.0,1270,6,Sports Car
Hyundai,75800,15860,600,24-Apr-2018,1643,44500,2018,Auto,24502,17555,7555,42322,1353,103.0,1240,1,Hatchback
Honda,73800,15510,742,24-Nov-2017,1493,96800,2017,Auto,28652,19726,19726,36001,1597,92.0,1249,3,Mid-Sized Sedan
Mercedes-Benz,59800,12950,1461,23-May-2008,1672,230252,2007,Auto,17882,35656,35656,38712,1796,115.0,1485,5,Luxury Sedan
Hyundai,85800,13310,738,28-Sep-2019,1862,54000,2019,Auto,28468,12678,12678,31759,1591,93.8,1345,1,Mid-Sized Sedan
Hyundai,70800,14270,738,30-Apr-2018,1649,70000,2018,Auto,24981,11605,11605,37000,1591,93.8,1345,2,Mid-Sized Sedan
MINI,27800,18810,508,13-Feb-2015,487,78000,2014,Auto,11091,19821,5000,62002,1198,75.0,1120,2,Hatchback
Volvo,41800,15440,1176,30-Jul-2015,644,137500,2015,Auto,25843,25671,27940,58109,1969,180.0,1557,2,Luxury Sedan
Toyota,97800,19850,1210,25-Oct-2017,1464,110448,2017,Auto,46298,30808,35132,53711,1998,170.0,1695,1,SUV
Volkswagen,79800,19290,1194,15-Nov-2016,1129,91433,2016,Auto,42456,34321,40050,53001,1984,162.0,1790,1,MPV
Mercedes-Benz,73800,12190,1039,29-Oct-2009,2198,148000,2009,Auto,18512,36974,36974,30574,1597,115.0,1500,5,Luxury Sedan
BMW,86000,21250,1210,17-Aug-2016,736,125000,2016,Auto,46868,41984,50778,57508,1997,135.0,1615,2,Luxury Sedan
Volvo,143800,20890,1176,10-Jul-2019,2074,58000,2019,Auto,55032,39504,47306,34000,1969,187.0,1695,1,Luxury Sedan
BMW,159800,16750,684,04-Aug-2022,3194,4600,2022,Auto,88587,33582,24015,80000,1499,80.0,1375,1,Luxury Sedan
Honda,69800,12120,78,26-Apr-2019,2010,32000,2019,Auto,9222,15154,5154,9659,1317,73.0,1030,1,Hatchback
Mercedes-Benz,61800,12140,1461,11-Nov-2008,1855,198000,2008,Auto,16351,51278,51278,32121,1796,135.0,1540,4,Luxury Sedan
Mercedes-Benz,113800,22290,1202,22-Sep-2017,1126,115000,2017,Auto,53200,46039,51455,50001,1991,135.0,1465,1,Luxury Sedan
Nissan,45800,14160,508,31-Oct-2016,1095,78000,2016,Auto,18841,13435,5000,50991,1198,58.0,1044,2,Hatchback
Toyota,42800,22200,3100,10-Sep-2014,0,103000,2014,Auto,28847,37746,44845,70002,3456,206.0,1830,2,MPV
Toyota,45966,17040,742,24-Nov-2015,763,108000,2015,Auto,23516,19589,19589,55399,1598,90.0,1205,1,Mid-Sized Sedan
Chevrolet,57800,10400,1113,10-Jun-2009,2005,114200,2008,Auto,14550,12537,7262,26175,1598,80.0,1240,2,Mid-Sized Sedan
Kia,19800,14400,1033,24-Feb-2010,488,100800,2009,Auto,4544,14240,14240,16519,1591,92.7,1207,4,Sports Car
Audi,42800,25230,1194,29-Aug-2014,8,51000,2014,Auto,26526,38528,40940,69001,1984,132.0,1565,1,Luxury Sedan
Peugeot,84777,16940,742,19-Dec-2017,1528,99000,2017,Auto,39882,28942,27519,49189,1598,121.4,1300,1,SUV
Hyundai,6000,10790,1107,01-Jun-2009,180,120000,2009,Manual,1456,9396,9396,13088,1591,89.7,1264,5,Mid-Sized Sedan
Honda,52800,18390,2442,24-Aug-2006,733,122000,2006,Auto,15638,30960,34056,54463,2354,147.0,1640,4,MPV
BMW,148800,17730,1331,21-Dec-2012,3049,120000,2012,Auto,67646,47484,47484,80583,1997,180.0,1620,3,Luxury Sedan
Toyota,46800,16940,976,21-Oct-2015,730,108000,2015,Auto,27054,23454,24836,61300,1798,105.0,1360,1,MPV
Mercedes-Benz,279888,26500,586,25-May-2023,3499,18,2020,Auto,145930,40777,49477,113034,1332,120.0,1555,1,SUV
Hyundai,34966,15430,738,21-Aug-2015,365,76000,2015,Auto,17246,12425,12425,55889,1591,97.0,1292,1,Mid-Sized Sedan
Suzuki,64800,14660,736,23-Oct-2017,1462,102000,2016,Auto,24758,16292,11292,41761,1586,88.0,1160,1,SUV
Toyota,59800,18440,1196,09-Mar-2016,856,102000,2015,Auto,30473,31189,30665,51000,1986,111.0,1580,4,SUV
Toyota,126800,30670,1792,10-Mar-2017,1222,116000,2016,Auto,45155,37288,44204,48556,2493,134.0,1980,3,MPV
BMW,156888,25970,1210,30-Jul-2018,1739,46259,2018,Auto,59817,51225,64205,31001,1998,135.0,1715,1,Sports Car
Subaru,42800,16110,1208,26-Dec-2015,795,111180,2015,Auto,19237,14358,14358,48043,1995,110.0,1566,1,SUV
BMW,151800,23580,1210,19-Feb-2019,1953,89891,2018,Auto,55247,41902,50663,32909,1998,135.0,1660,2,SUV
MINI,169888,22540,1210,31-Mar-2020,2340,30188,2019,Auto,59989,39959,47943,38000,1998,141.0,1535,1,Sports Car
Porsche,178888,21610,3998,18-Jan-2012,3017,137009,2011,Auto,65414,107709,107709,79034,3605,300.0,1760,6,Sports Car
BMW,350000,36110,1210,30-Jul-2021,2834,24000,2021,Auto,145943,91246,136243,57700,1998,195.0,1765,1,Luxury Sedan
Audi,151500,30930,1194,29-May-2017,1313,55000,2016,Auto,70128,59037,78267,53001,1984,185.0,2050,3,SUV
Audi,50800,16680,624,31-May-2016,940,85000,2016,Auto,20783,22568,13596,49000,1395,92.0,1310,4,Luxury Sedan
Mercedes-Benz,45800,27440,1202,12-Nov-2014,396,121000,2014,Auto,24951,35533,31747,68689,1991,135.0,1465,3,Luxury Sedan
Volkswagen,133800,16770,1433,11-Nov-2011,2585,95339,2011,Auto,46372,38441,38441,58124,1984,147.0,1790,5,MPV
Hyundai,85810,12010,959,03-Jun-2011,2585,151000,2011,Auto,26062,14287,14287,36475,1591,95.6,1267,5,Mid-Sized Sedan
Chevrolet,48888,14530,604,04-Aug-2016,1004,70000,2016,Auto,22694,15936,15936,46628,1362,103.0,1650,2,MPV
Mazda,40888,14630,1210,08-Dec-2015,767,130000,2015,Auto,24315,18539,18539,62019,1998,121.0,1353,1,Mid-Sized Sedan
Volkswagen,79800,11760,868,22-Jul-2010,2461,125000,2010,Auto,22301,23894,23894,32875,1390,118.0,1285,4,Sports Car
Toyota,83888,15990,742,27-Apr-2018,1646,40000,2018,Auto,33848,21690,22366,40000,1598,96.0,1230,1,Mid-Sized Sedan
Kia,84800,13970,392,08-Jul-2019,2072,57555,2018,Auto,25891,19090,9090,33199,998,88.3,1185,1,SUV
BMW,38800,18290,742,15-May-2015,579,139000,2014,Auto,22971,26620,19268,77600,1598,100.0,1405,2,Luxury Sedan
Honda,99800,15190,742,06-Sep-2019,1831,30000,2019,Auto,33937,20072,20101,31917,1597,92.0,1237,2,Mid-Sized Sedan
Jaguar,113777,13820,6617,28-Feb-2012,2981,165000,2011,Auto,60865,86895,86895,73954,5000,283.0,1969,1,Luxury Sedan
Toyota,78800,22560,1638,09-Jun-2016,949,89412,2015,Auto,37387,32469,37457,56000,2362,125.0,1790,1,MPV
Honda,120800,14260,682,26-Nov-2021,2955,31000,2019,Auto,41284,23375,9725,41801,1496,96.0,1190,1,SUV
Mercedes-Benz,123777,24050,1202,10-Apr-2017,1245,85000,2016,Auto,69251,59607,79293,50621,1991,155.0,1615,2,Luxury Sedan
Volkswagen,18000,12730,620,30-Oct-2014,374,83000,2014,Auto,11784,19154,9154,63990,1390,90.0,1417,5,Mid-Sized Sedan
Honda,84800,18130,742,28-Nov-2017,1497,99600,2017,Auto,31544,19726,19726,42900,1597,92.0,1249,2,Mid-Sized Sedan
Honda,54800,13330,1467,19-Nov-2007,1498,156000,2007,Manual,20617,19845,21830,50168,1799,103.0,1190,3,Mid-Sized Sedan
Mitsubishi,53800,12290,506,13-Dec-2017,1522,58000,2016,Auto,23037,14471,5000,46791,1193,59.0,940,3,Hatchback
Subaru,34800,14720,1208,31-Aug-2015,365,90000,2015,Auto,19418,13948,13948,62140,1995,110.0,1566,3,SUV
BMW,169800,17640,684,28-Feb-2022,3047,37000,2021,Auto,101600,36862,43607,87000,1499,100.0,1505,2,MPV
BMW,60888,19560,684,24-Mar-2016,883,80000,2015,Auto,26902,27737,25832,46502,1499,100.0,1425,1,Luxury Sedan
Mercedes-Benz,153800,24980,1202,23-Nov-2018,1857,74000,2018,Auto,54734,42569,51597,31301,1991,135.0,1705,1,SUV
Mercedes-Benz,39800,19280,740,21-Apr-2015,545,99000,2014,Auto,21717,27610,20654,67749,1595,90.0,1425,1,Hatchback
Kia,53900,13350,738,28-Apr-2017,1282,91000,2017,Auto,26844,13043,13043,51765,1591,95.3,1295,2,Mid-Sized Sedan
Toyota,95800,14130,2293,20-Jul-2010,2469,177000,2010,Auto,22753,33485,33485,33568,2362,125.0,1710,3,MPV
BMW,252800,25250,1210,27-May-2022,3136,6000,2022,Auto,122932,54239,69631,91112,1998,145.0,1430,1,Sports Car
Porsche,139800,20900,7294,18-Jun-2010,2437,160000,2010,Auto,22458,128402,128402,33568,4806,294.0,1875,6,Sports Car
Porsche,1080,105940,3944,10-Mar-2022,3048,4000,2021,Manual,346404,224531,376156,85000,3996,375.0,1493,1,Sports Car
Mercedes-Benz,218888,27760,1202,17-Sep-2020,2226,40000,2020,Auto,66246,43160,52424,38802,1991,225.0,1570,1,Sports Car
Mercedes-Benz,98800,21360,1202,15-Feb-2017,1219,166000,2016,Auto,52526,44616,54463,51109,1991,135.0,1465,2,Luxury Sedan
Honda,148800,21300,1630,14-Nov-2019,2223,96000,2019,Auto,50896,32696,37775,37000,2356,129.0,1858,1,Stationwagon
Honda,75800,14510,578,16-Oct-2018,1830,19000,2018,Auto,20839,15902,5902,32699,1318,73.0,1052,1,Hatchback
Hyundai,80800,17400,738,11-Dec-2017,1520,99000,2017,Auto,35508,16524,16524,57414,1591,130.0,1594,1,SUV
Mercedes-Benz,51777,23420,1202,02-Apr-2015,517,119000,2014,Auto,30252,33853,34395,76790,1991,155.0,1455,1,SUV
Toyota,60800,21840,1196,04-Jan-2016,794,89000,2015,Auto,27343,26381,23934,58801,1986,111.0,1580,4,SUV
BMW,488888,46080,2378,05-Aug-2022,3195,6000,2022,Auto,217755,102018,164440,107001,2993,375.0,1725,1,Sports Car
BMW,199800,27740,1210,28-Sep-2018,1497,78000,2018,Auto,102255,84372,123870,32000,1998,190.0,1720,2,Luxury Sedan
BMW,123800,26830,1210,16-Jun-2016,975,74586,2016,Auto,75340,73150,103670,49000,1998,190.0,1680,2,Luxury Sedan
Toyota,73888,13090,1677,18-Nov-2009,2036,136000,2009,Auto,22329,22003,22003,39563,1987,106.0,1380,4,MPV
Toyota,34988,13250,1815,27-Jun-2006,941,173000,2006,Auto,12162,26212,28834,46048,1998,110.0,1470,4,MPV
Toyota,77888,11350,1039,19-Aug-2010,2198,130000,2010,Auto,22083,16716,16716,32190,1598,80.0,1195,3,Mid-Sized Sedan
BMW,193800,18730,684,31-Oct-2022,3285,9200,2022,Auto,122258,40112,48157,108003,1499,100.0,1430,1,SUV
Mazda,69000,13510,682,08-May-2018,1647,70000,2017,Auto,27772,14299,14299,39000,1496,88.0,1310,2,Mid-Sized Sedan
Honda,59800,14950,578,23-May-2017,1307,38700,2016,Auto,26111,16462,11462,51600,1318,73.0,1040,2,Hatchback
Mercedes-Benz,217800,21940,586,30-Sep-2022,2959,9300,2022,Auto,108449,35464,41650,86000,1332,96.0,1550,1,SUV
Porsche,345800,39120,1200,14-May-2021,2768,69000,2021,Auto,118674,69708,97475,60001,1988,220.0,1365,1,Sports Car
Honda,67800,18980,684,23-Sep-2016,762,95000,2016,Auto,30943,26078,23510,57010,1498,127.0,1324,2,Mid-Sized Sedan
Volkswagen,33800,15400,508,16-Sep-2015,400,112586,2015,Auto,15463,18038,8038,57089,1197,77.0,1229,1,Hatchback
BMW,240800,21420,1210,30-Jun-2023,3534,1800,2022,Auto,144995,48925,64958,123000,1998,115.0,1500,1,Luxury Sedan
Porsche,354800,42900,1200,09-Oct-2020,2228,30000,2019,Auto,107303,76132,109038,36502,1988,220.0,1365,3,Sports Car
BMW,110800,22880,1210,25-Aug-2017,1099,61000,2017,Auto,48587,40966,44353,51000,1998,135.0,1540,2,Luxury Sedan
Nissan,54800,13830,508,31-Mar-2017,1245,102285,2017,Auto,26459,18583,13583,50789,1197,85.0,1285,1,SUV
Mazda,136800,16620,1210,28-May-2021,2772,25200,2020,Auto,59252,19885,19885,58089,1998,121.0,1441,2,SUV
Jaguar,169800,20510,1210,30-Mar-2021,2714,58000,2019,Auto,58444,29378,33130,47001,1997,147.0,1757,1,SUV
Mazda,40888,12920,682,29-Jun-2016,978,89000,2016,Auto,21930,16546,11546,55200,1496,88.0,1321,3,Mid-Sized Sedan
Mazda,51800,17550,1786,30-Nov-2015,769,82000,2015,Auto,30160,26073,28503,62019,2488,141.0,1568,2,SUV
Honda,29000,22690,1630,16-Apr-2014,185,139855,2014,Auto,21189,30444,34622,75300,2356,129.0,1855,3,MPV
Mercedes-Benz,112800,22120,740,16-Nov-2017,1495,85769,2017,Auto,50991,37239,44135,49000,1595,115.0,1425,2,Luxury Sedan
Mazda,26000,16920,1210,28-Nov-2014,402,114500,2014,Auto,15672,18609,13609,72180,1998,111.0,1535,3,MPV
Maserati,186888,26680,6539,11-Oct-2010,2555,97000,2010,Auto,26772,116178,116178,38216,4691,323.0,1880,6,Sports Car
BMW,122800,18040,684,26-Jun-2019,2070,81339,2019,Auto,50122,33930,39502,39400,1499,100.0,1365,1,Sports Car
Kia,38888,15860,1212,30-Jul-2015,644,130000,2015,Auto,21793,20412,20577,58109,1999,122.0,1544,4,MPV
Mitsubishi,55800,13030,738,22-Aug-2017,1096,111000,2017,Auto,23583,10826,10826,42801,1590,86.0,1284,2,Mid-Sized Sedan
Volkswagen,84800,12010,1552,11-Nov-2010,2556,108000,2010,Auto,26992,25959,25959,38216,1984,125.0,1648,3,SUV
Mitsubishi,38800,14070,506,10-May-2016,919,91000,2016,Auto,15207,13744,5000,47300,1193,57.0,940,2,Mid-Sized Sedan
Toyota,185800,32200,1792,14-Aug-2018,1463,108000,2018,Auto,58291,48192,59469,34381,2494,134.0,2055,1,MPV
MINI,82800,24500,1210,15-Aug-2016,734,73000,2016,Auto,31589,27930,26102,56002,1998,141.0,1240,3,Sports Car
Audi,47888,16520,624,29-Jan-2016,828,80000,2015,Auto,23621,26905,19667,51301,1395,92.0,1300,3,Hatchback
Honda,50888,15160,682,19-Oct-2016,1103,70000,2016,Auto,21673,20054,10076,50000,1496,96.0,1190,3,SUV
BMW,135800,16840,2834,23-May-2012,2921,95000,2011,Auto,48851,72221,72221,60586,2979,235.0,1660,5,Sports Car
Bentley,599000,159860,8254,18-Sep-2015,402,42200,2015,Auto,329863,336575,577835,62140,6752,377.0,2585,4,Luxury Sedan
Mercedes-Benz,62800,23960,740,05-Nov-2015,735,87000,2015,Auto,27719,28107,26350,57498,1595,90.0,1430,2,Luxury Sedan
Honda,148800,33970,1815,26-Feb-2008,1585,23000,2008,Manual,22157,37985,41784,50578,1997,177.0,1270,3,Sports Car
MINI,36800,11840,890,18-Nov-2011,1132,120000,2011,Auto,14840,18996,18996,23883,1598,72.0,1100,3,Hatchback
Jaguar,135000,35990,2380,31-Aug-2016,730,79000,2016,Auto,53503,49967,61954,56500,2995,250.0,1706,3,Luxury Sedan
Honda,52500,7150,578,25-Aug-2020,2194,48700,2019,Auto,29573,16688,6688,35710,1317,73.0,1030,2,Stationwagon
Honda,8600,15460,2442,08-May-2009,180,170000,2008,Auto,1969,35758,35758,17706,2354,151.0,1630,6,MPV
Mercedes-Benz,92888,42260,2382,21-Oct-2014,365,37000,2014,Auto,61700,70388,98699,71990,2996,245.0,2130,2,SUV
BMW,75800,20110,684,28-Sep-2016,767,109000,2016,Auto,35831,32337,32272,55501,1499,100.0,1430,1,SUV
BMW,147800,21430,5527,09-Sep-2010,2191,111000,2010,Auto,22697,78062,78062,32914,3999,308.0,1625,2,Sports Car
Honda,49888,14990,682,08-Sep-2016,738,80000,2016,Auto,22920,21767,12474,53000,1496,96.0,1190,3,SUV
BMW,142800,22010,1210,31-Dec-2018,1885,54100,2018,Auto,57690,45320,55448,30851,1998,135.0,1540,1,Luxury Sedan
Toyota,98800,19660,1210,27-Nov-2017,1496,91258,2017,Auto,44408,30808,35132,48005,1998,170.0,1695,1,SUV
Toyota,79800,31250,3100,12-Jun-2015,606,105000,2015,Auto,42868,45109,55153,75000,3456,206.0,2090,2,MPV
Toyota,61888,15780,742,23-Jan-2017,1187,54000,2016,Auto,29724,19990,19990,50889,1598,90.0,1215,1,Mid-Sized Sedan
Volkswagen,85800,14500,624,31-Dec-2018,1885,79339,2018,Auto,27359,20037,20052,23568,1395,92.0,1270,3,Hatchback
Toyota,195800,31940,1792,21-Dec-2018,1885,52000,2018,Auto,60719,48189,59465,31001,2494,134.0,2045,1,MPV
Skoda,112800,14620,624,04-Nov-2020,2559,40888,2019,Auto,42621,18870,18870,40301,1395,110.0,1289,1,Mid-Sized Sedan
Honda,46888,14970,682,20-Jul-2016,1009,82000,2016,Auto,19047,20497,10696,45504,1496,96.0,1190,3,SUV
Hyundai,63888,13260,608,18-Apr-2018,1647,47000,2018,Auto,23007,7776,7776,38830,1368,73.6,1115,1,Mid-Sized Sedan
Skoda,85888,13720,624,24-May-2019,2038,70000,2018,Auto,33744,17479,17479,36704,1395,92.0,1331,1,Hatchback
Toyota,38888,13760,682,26-May-2016,945,90000,2016,Auto,15145,15557,5557,45000,1496,80.0,1090,3,Mid-Sized Sedan
Subaru,54889,17540,1210,23-May-2016,942,130000,2015,Auto,24143,17994,17994,51010,1998,177.0,1682,3,SUV
Skoda,126888,17350,684,25-Mar-2020,2344,31900,2019,Auto,41628,26902,29663,30012,1498,110.0,1393,2,SUV
Lexus,49800,13680,2700,25-Oct-2007,1306,196000,2007,Auto,19112,40967,45064,52491,2500,153.0,1625,5,Luxury Sedan
Hyundai,72800,13150,738,21-Nov-2018,1855,52139,2018,Auto,22681,10999,10999,28199,1591,93.8,1345,1,Mid-Sized Sedan
Volkswagen,84800,18590,624,12-Apr-2017,1276,88000,2017,Auto,44075,33813,39339,52807,1395,110.0,1498,2,SUV
BMW,314800,29760,1210,31-Oct-2022,3285,9339,2022,Auto,169990,65613,90104,113000,1998,180.0,1715,1,Sports Car
Mazda,103800,13910,1210,07-Aug-2020,2467,47900,2019,Auto,37094,17596,17596,35001,1998,115.0,1290,1,SUV
BMW,455800,44790,2378,11-Mar-2022,3070,33000,2021,Auto,179445,102823,157082,82501,2993,375.0,1725,1,Sports Car
Nissan,54800,13830,508,31-Mar-2017,1245,97219,2017,Auto,26459,18583,13583,50789,1197,85.0,1285,1,SUV
Mitsubishi,52800,12350,738,11-Aug-2017,1095,117000,2017,Auto,26867,10885,10885,51600,1590,86.0,1284,5,Mid-Sized Sedan
Suzuki,48800,12880,1104,25-Jul-2007,1369,168000,2007,Auto,18263,12413,13655,48200,1586,92.0,1100,5,Hatchback
Mercedes-Benz,96999,22190,740,07-Apr-2017,1252,89000,2016,Auto,42237,37206,39089,48556,1595,115.0,1425,3,Luxury Sedan
Toyota,118800,14350,680,28-Sep-2021,2592,19000,2020,Auto,44870,22728,8820,48000,1490,88.0,1120,1,SUV
Nissan,55888,14120,508,19-Jun-2017,1343,72000,2017,Auto,21577,17532,7532,45201,1197,85.0,1265,1,Hatchback
