Price,Road Tax,COE Left,Mileage,OMV,COE Price,Curb Weight,No. Of Owners
578000,5466,2646,14500,125849,10.85707406915398,2035,2
172800,1198,2560,38200,35480,11.080618310893968,1485,1
138800,1210,1499,137000,63422,10.957625351102408,1615,3
59800,684,1100,35888,23513,10.849472999745322,1454,1
36800,682,370,75000,18644,10.93683216540912,1190,1
90800,1176,1191,119810,37621,10.880045195196931,1716,2
143800,5482,2928,95000,88299,11.011819122265148,1940,4
93888,684,2468,87006,17683,10.41989755459602,1096,3
99800,682,2588,32000,14402,10.490996401073076,1085,1
50800,1026,1493,73000,16412,10.645282029917595,1313,1
58800,742,1160,136979,17982,10.83861966554364,1205,2
47800,1210,942,92000,19906,10.757902880692196,1379,4
59800,1196,760,90000,29918,11.000248127840763,1610,3
37800,1630,368,110690,28898,11.18691827819678,1855,4
82800,1210,1612,58000,22366,10.518943425380202,1472,1
62777,1786,766,111000,28069,10.950034318900885,1568,1
140800,1202,1490,100000,49850,10.351596993696585,1605,1
275800,2362,1916,19191,78689,10.401501455574783,2109,2
63800,682,1493,96000,18167,10.639718168629964,1110,3
99400,890,2928,95000,31563,10.746820419859958,1500,3
77800,1792,973,81200,36191,10.916904995141007,1615,2
92000,684,1859,55000,24947,10.315895172210867,1225,3
49800,1450,1103,100000,29686,10.318671941705203,1455,2
85800,744,1494,70000,23146,10.958043455007317,1630,2
32800,1634,34,156000,24373,11.050905878263567,1580,3
91800,684,1128,115592,33980,10.803425300247511,1425,1
214888,2382,1619,76000,92086,10.653062324394716,1940,1
133000,1210,1340,105000,56222,10.768506042432708,2070,1
39800,682,976,88000,16622,10.918718232265187,1321,3
58800,682,1314,83888,15662,10.718874489469398,1090,2
60800,682,1215,57600,20871,10.78727575364831,1190,2
78800,242,2197,40784,16665,9.63619616973208,1205,1
187788,1210,2221,52000,52511,10.633689641047084,1540,1
57888,1107,2043,160000,13989,10.235880049754966,1251,4
173800,1194,1460,52250,54896,10.491274217438248,2105,1
85800,684,1580,100000,26098,10.596634733096073,1558,2
153800,1210,1619,103000,55168,10.72081945637715,1715,1
159999,684,3526,2500,17189,11.549459880948199,1254,1
96800,392,1467,48000,24711,10.42815690812277,1280,1
60800,740,735,78000,35294,11.002116507732017,1425,2
44800,1638,246,108000,37721,11.116766916182364,1930,2
130800,1176,1859,64000,30016,10.382884426798459,1692,2
162800,1210,2223,34800,30808,10.621059017006598,1695,1
96800,965,2802,79000,31019,10.72044401882236,1500,1
62800,508,1733,23082,13305,10.126631103850338,1048,2
101800,1202,1245,87500,41573,10.790473050017694,1465,1
18000,868,494,147485,19750,9.71739890917293,1329,6
37800,742,793,126000,16439,10.988676820872097,1205,2
51800,620,976,86000,19019,10.918718232265187,1245,3
618800,2364,2289,20000,168003,10.59685970778737,1585,2
113000,1202,1493,63000,43854,10.950806546816688,1465,1
182800,1792,1495,97000,48192,10.416909802149386,2045,1
52800,682,1102,107445,20847,10.839404425545462,1321,2
283333,1792,2684,62000,53045,10.73644015278695,2030,1
98800,682,2462,28242,19333,10.41989755459602,1130,2
46800,682,946,87000,20973,10.75832832209406,1190,3
80000,742,1677,103000,19662,10.596634733096073,1249,1
68800,684,1099,68625,26342,10.941995917134532,1324,1
38300,1792,521,87000,27619,11.182878541740678,1470,1
50500,624,979,113000,23810,10.891056542410913,1249,2
56800,738,1367,87000,13230,10.664316745782925,1284,2
47888,682,946,109000,19583,10.725555513162913,1320,3
95888,682,2073,85000,17412,10.260777307439861,1325,2
100800,1210,1370,92000,37057,10.908082159098116,1535,1
277000,4334,3322,78000,182606,11.586659081347284,2295,4
88800,738,2197,67000,12804,10.365931428719277,1345,1
66500,508,1131,49638,19750,10.664316745782925,1325,1
133888,1210,2069,70000,30806,10.488659691430774,1695,1
82800,578,2008,9803,15750,10.177362240256695,1052,1
91800,1208,1949,69931,13438,10.474551841293858,1591,2
59999,738,1130,62000,11090,10.691990366412826,1345,1
164500,684,2710,37667,39341,10.809505701639543,1435,1
230800,586,2953,9120,43336,11.470602344323707,1435,1
138000,682,3166,10817,21569,11.209127560632263,1250,1
77000,1208,1465,48300,13744,10.781224548778034,1591,1
23400,624,460,79116,19247,11.097561524682817,1249,1
80000,682,1493,46331,18085,10.315895172210867,1331,1
123999,586,1984,54510,30464,10.474551841293858,1365,2
94800,578,2557,41000,16040,10.490996401073076,1030,1
36800,684,761,57800,15479,10.956073354557526,1046,4
109966,1194,1951,100000,26353,10.517618581666662,1700,1
112800,1792,943,83000,41257,10.802754193404487,2030,1
97800,2362,551,113000,70479,11.283512300642423,2030,2
87800,1552,2198,173000,53848,10.401653378155329,1735,6
95800,1792,761,87056,37196,11.020316243790663,2020,1
57800,1212,1001,103771,21578,10.757902880692196,1540,3
79888,1792,944,78680,40884,10.802754193404487,1615,3
155800,586,2225,40000,35756,10.59685970778737,1420,2
122800,1210,2622,51200,20941,10.633520992762682,1514,1
60000,1212,767,93584,18461,10.92415631759022,1540,2
152800,2920,1831,83000,42440,10.351405324899678,1780,1
118000,682,2646,25561,21197,10.61043901407247,1191,1
179800,2382,1313,61345,90326,10.904211340385112,1940,2
67800,578,1674,60736,14877,10.545367754151743,1030,1
173800,1176,2684,38224,28666,10.73644015278695,1695,1
179800,1202,2223,129973,55977,10.4341158035983,1615,1
59800,3543,1282,119153,56212,10.859152831884305,1615,6
235800,3375,3198,53018,91008,11.484279046380106,1425,3
43800,508,641,73016,19795,10.931122859815252,1222,2
20000,958,551,159000,11729,9.707351006708445,1075,2
109800,1792,1008,90000,35329,10.971657815702502,1980,2
13800,826,32,185387,13130,9.634758073001034,1030,5
31800,742,576,46718,19589,11.135887451002336,1205,2
40800,682,975,89000,16546,10.918718232265187,1321,3
30800,744,584,97800,14976,11.106309695104668,1360,1
319800,1210,3468,5580,62502,11.732069026983156,1645,1
83888,1210,1832,50000,21051,10.386808363179929,1290,1
103800,1210,1528,38000,37274,10.902905460984165,1620,2
93800,682,1976,49978,22254,10.146472946063877,1200,1
48777,684,1004,78000,22664,10.87804719253426,1450,2
77800,738,1466,75862,14571,10.373397427387058,1345,1
93800,742,1885,69000,19964,10.148627401722234,1249,1
68000,976,1245,133000,19955,10.832121788941521,1360,1
143800,1210,1833,63000,45907,10.351405324899678,1540,1
56800,1210,1005,52000,20747,10.81376021208472,1535,2
29800,508,610,110000,20285,11.097410021008562,1150,5
40800,70,1000,55515,19355,10.491274217438248,1188,1
133800,5938,2742,97003,97250,10.764603783665628,1940,3
78000,608,1828,87000,9101,10.370894062184476,1115,1
111800,682,2736,30270,23419,10.645424897265505,1190,1
74800,2700,1859,136000,37374,10.37726530082638,1625,6
48800,508,971,130000,18689,10.918718232265187,1285,1
88888,1630,1215,91000,29738,10.78330100460001,1769,2
72777,910,1283,117000,28074,10.87806606028079,1320,2
47000,1800,273,121000,46806,11.08217331763518,1640,2
99000,3335,2462,135000,88183,10.401653378155329,1850,3
57800,624,1001,77000,25046,10.933106969717286,1288,2
199800,4988,913,123980,142635,10.913632859881908,2015,2
52800,70,1646,37000,14015,9.903487552536127,940,2
68800,1039,2282,149000,17853,10.384925559407527,1195,3
145800,1194,1098,115000,63559,10.939160041430364,1845,2
79800,976,1528,125000,19955,10.958043455007317,1355,1
312800,7584,2830,42000,222743,10.967422126322845,1500,6
92888,742,1924,85000,19890,10.146472946063877,1249,2
98800,1552,2198,152000,47414,10.401653378155329,1615,5
104888,392,2197,27000,19253,10.41989755459602,1190,2
38900,738,799,155000,15198,10.714462212209277,1292,2
149888,1194,2070,59100,43357,10.757902880692196,1795,2
88888,1196,1310,95800,33944,10.904229720879732,1610,3
136800,684,2710,40747,32653,10.705242470817005,1340,1
280800,1200,2006,62000,74592,10.5815464756746,1365,1
52900,508,1155,76000,18689,10.778956289890028,1285,2
43777,1520,610,91000,21644,11.17757859488649,1780,2
39900,682,761,88000,19386,10.931122859815252,1190,2
84800,682,2067,63000,13788,10.203555107263542,1085,1
44800,604,884,105232,16597,10.7472506014032,1650,1
76900,578,1827,38000,15689,10.370894062184476,1030,2
79800,3335,2012,140000,85295,10.474777785317189,1850,3
61800,1196,855,81388,27715,10.714617748755122,1610,2
123800,1520,769,59000,48440,10.92415631759022,1760,2
141800,5632,2623,115000,101821,10.614327292626992,1880,6
87800,1212,769,69752,54597,10.948857279808518,1660,3
92000,2362,278,125000,85073,11.080433396801446,1750,2
54800,742,1097,87001,17982,10.764265574480024,1205,2
294800,1194,2222,16000,64854,10.616192232311604,1795,1
78500,742,1612,92555,19724,10.653463926082116,1249,2
74888,1212,1313,93000,19249,10.87806606028079,1540,2
104800,2362,399,32000,56353,11.0186455364637,1585,2
148800,1194,1128,89000,62469,10.966524475690317,1845,1
72900,578,1825,69000,15864,10.39509977537798,1052,1
48800,1210,461,124630,34667,11.250118102349248,1680,3
41800,738,796,90000,14550,10.902297921958713,1295,2
100777,740,1670,97000,28937,10.569802959130607,1435,3
129777,742,2557,73000,30987,10.621083413498383,1430,1
140800,600,3139,15700,21569,11.430521638715412,1323,1
1558000,8250,3130,3000,310140,11.37366339763672,2490,1
60900,738,1460,120000,12707,10.639718168629964,1295,1
171800,1176,2709,36200,38681,10.757924157061597,1695,2
38800,1023,738,172372,17514,10.849686540148948,1210,4
56800,976,919,99900,31410,10.839776970916972,1480,1
57500,508,1553,69888,13622,10.753446155719935,1048,1
138800,7294,2377,155462,145162,10.421328511196023,1875,3
60800,624,1367,90600,20408,10.691990366412826,1249,2
60800,1026,1830,109000,16949,10.318374799223196,1313,3
53800,1467,1466,132000,17609,10.82875784719086,1350,2
113888,624,2225,41888,20002,10.505122332589966,1270,2
42800,682,915,101218,19733,10.764265574480024,1190,2
59800,684,852,108831,27677,10.757264379021041,1425,2
74000,2457,1734,185000,30686,10.462846164547514,1750,5
35800,1101,888,140000,11595,10.738069189083738,1162,2
44800,182,912,72635,20600,10.338155412452387,1190,1
86800,1792,1188,97700,36195,10.74136258577276,1615,3
373800,1194,3412,5000,63547,11.678448377988165,1920,1
323800,2362,2621,45000,68529,10.805679360030782,2109,1
151800,1792,1524,98000,33655,10.957625351102408,2020,1
53800,738,1098,134000,16883,10.849472999745322,1295,1
35800,1196,429,130000,28272,11.217063360428009,1610,2
184800,2598,3290,121000,80163,11.604984912318923,1750,4
55800,604,1101,79000,14362,10.873338008504597,1440,1
76800,1210,1341,56000,24596,10.768506042432708,1626,1
43998,1210,794,157339,18062,10.915106645867503,1535,1
68998,1210,1102,88533,17537,10.821796246953596,1532,2
124500,392,3197,36980,18410,11.289781913656018,970,1
41888,508,917,120000,18974,10.736592308507754,1285,1
134800,1210,1496,110831,50933,10.957625351102408,1540,1
129555,392,2617,36560,22090,10.614327292626992,1280,1
19900,1786,186,43914,23578,11.25159966111582,1498,3
85998,1815,1950,198308,30911,10.371395236823,1345,4
228800,2382,1677,54555,92391,10.571316925111784,1940,1
62000,738,1524,102000,12600,10.753446155719935,1295,1
53800,3573,1253,179000,81044,10.826694313452013,1850,3
270000,3082,1642,112390,122630,10.691944912900398,2220,1
58800,1196,795,102831,29683,11.002116507732017,1610,2
68000,392,1133,61730,22452,10.666673723876048,1165,2
31300,806,798,144000,22083,9.833708657928211,1377,3
215000,1202,2464,7550,55854,10.463131911491967,1640,1
248800,8144,3293,85000,97182,11.604984912318923,1730,6
175000,2384,1337,111600,87886,10.87806606028079,1770,2
118000,740,1673,88200,37480,10.534892299260504,1425,2
179800,2362,972,71100,115517,10.799575577092764,1900,1
63300,1815,1923,168000,25948,10.352490962658775,1530,1
40800,682,976,136777,16622,10.918718232265187,1321,3
77800,1677,2198,149201,22003,10.532149543869664,1380,4
81888,2120,642,113000,54770,10.970075836179038,1730,3
147998,740,2044,55312,35914,10.5815464756746,1490,1
222555,684,3502,900,36835,11.429543856031177,1500,1
858800,7000,2439,7200,265996,10.388995368317829,2437,1
46888,684,734,128000,26870,11.000248127840763,1360,1
129998,624,1827,87889,26038,10.489689629308009,1572,1
204888,586,2468,27000,35445,10.52161480677699,1385,1
132800,1202,1127,113831,57757,10.799575577092764,1615,1
191800,2382,1832,102000,67295,10.351596993696585,1845,1
77800,1039,2192,158154,37434,10.32790525356098,1255,6
49500,744,947,159000,15849,10.77664111193259,1480,1
154000,742,2738,45000,35407,11.021739056456585,1428,1
957888,3922,3531,66,158434,11.58994206011876,2595,1
123800,3094,2742,151185,76947,10.764603783665628,1875,6
1510000,5834,3435,36,268823,11.608235644774552,1450,1
111800,662,2282,80620,18674,10.434145214930487,1110,1
148000,2382,947,170200,75114,10.561266589258283,1940,1
258000,2382,1893,65400,91812,10.344995251991222,1940,1
343000,2382,3041,2500,71226,11.446678819151302,1875,1
204888,1200,1277,54200,72368,10.883691610153935,1365,3
53800,1026,1645,165210,16847,10.562431411754575,1313,3
46800,1202,240,129000,49580,11.116974949230649,1680,2
56998,1461,1675,153778,51263,10.563904908473155,1540,5
76800,682,1857,88000,14466,10.126631103850338,1310,2
42800,1113,1336,157000,15245,10.83220080440884,1115,2
223800,1194,3289,19000,33340,11.58991428349834,1678,1
18800,1369,433,155000,20987,9.8861887879578,1350,3
53888,742,973,98000,26753,10.802754193404487,1320,2
93800,684,1369,88988,32342,10.819798284210286,1430,2
59800,742,763,85000,19491,10.88432930546973,1249,3
1750000,3940,3562,47,364161,11.566077530771345,2295,1
36800,959,977,118000,11164,10.027296838262414,1267,3
43500,620,576,70591,26619,11.25932270617131,1373,5
107998,1169,2773,125277,54305,10.814082091865401,1470,5
139800,586,2195,52150,33032,10.51867319162636,1410,1
198800,1792,1894,64242,48189,10.34177474101152,2045,1
69800,1210,1252,83000,23955,10.839580911706463,1626,2
39800,738,732,126782,17892,10.956073354557526,1295,1
68500,974,1216,77000,20133,10.790473050017694,1350,1
